DATE,LEBENSALTER DER HALTERINNEN UND HALTER,BIS 1399,1400 BIS 1999,2000 UND MEHR,UNBEKANNT,INSGESAMT,DARUNTER HALTERINNEN
202312,80 UND MEHR JAHRE,706.0,729.0,73.0,349.0,1857.0,373.0
202312,JURISTISCHE PERSONEN,35822.0,70724.0,12133.0,22413.0,141092.0,
202401,BIS 17 JAHRE,15.0,25.0,3.0,1.0,44.0,23.0
202401,18 - 20 JAHRE,131.0,109.0,23.0,26.0,289.0,95.0
202401,21 - 24 JAHRE,522.0,648.0,96.0,105.0,1371.0,518.0
202401,25 - 29 JAHRE,1223.0,1445.0,312.0,395.0,3375.0,1191.0
202401,30 - 34 JAHRE,1531.0,2353.0,500.0,649.0,5033.0,1525.0
202401,35 - 39 JAHRE,1736.0,2590.0,691.0,927.0,5944.0,1805.0
202401,40 - 44 JAHRE,1785.0,2777.0,840.0,925.0,6327.0,2016.0
202401,45 - 49 JAHRE,2023.0,3198.0,891.0,814.0,6926.0,2164.0
202401,50 - 54 JAHRE,2660.0,3982.0,1215.0,926.0,8783.0,2706.0
202401,55 - 59 JAHRE,3433.0,4779.0,1542.0,1029.0,10783.0,3125.0
202401,60 - 64 JAHRE,2974.0,4436.0,1238.0,774.0,9422.0,2616.0
202401,65 - 69 JAHRE,2031.0,2906.0,756.0,471.0,6164.0,1708.0
202401,70 - 74 JAHRE,1428.0,1847.0,374.0,245.0,3894.0,1085.0
202401,75 - 79 JAHRE,953.0,935.0,170.0,160.0,2218.0,529.0
202401,80 UND MEHR JAHRE,737.0,734.0,111.0,144.0,1726.0,338.0
202401,JURISTISCHE PERSONEN,37125.0,75754.0,13280.0,14846.0,141005.0,
202402,BIS 17 JAHRE,11.0,34.0,2.0,1.0,48.0,23.0
202402,18 - 20 JAHRE,137.0,137.0,13.0,34.0,321.0,108.0
202402,21 - 24 JAHRE,536.0,698.0,116.0,233.0,1583.0,575.0
202402,25 - 29 JAHRE,1132.0,1636.0,303.0,652.0,3723.0,1252.0
202402,30 - 34 JAHRE,1467.0,2464.0,551.0,1250.0,5732.0,1700.0
202402,35 - 39 JAHRE,1760.0,2761.0,678.0,1482.0,6681.0,1958.0
202402,40 - 44 JAHRE,1951.0,3036.0,865.0,1513.0,7365.0,2234.0
202402,45 - 49 JAHRE,1983.0,3454.0,1020.0,1302.0,7759.0,2391.0
202402,50 - 54 JAHRE,2757.0,4387.0,1350.0,1388.0,9882.0,2989.0
202402,55 - 59 JAHRE,3447.0,5448.0,1816.0,1515.0,12226.0,3643.0
202402,60 - 64 JAHRE,3026.0,4754.0,1514.0,1040.0,10334.0,3012.0
202402,65 - 69 JAHRE,2090.0,3086.0,811.0,650.0,6637.0,1923.0
202402,70 - 74 JAHRE,1622.0,1962.0,442.0,382.0,4408.0,1206.0
202402,75 - 79 JAHRE,975.0,1005.0,196.0,176.0,2352.0,558.0
202402,80 UND MEHR JAHRE,725.0,767.0,98.0,168.0,1758.0,371.0
202402,JURISTISCHE PERSONEN,31731.0,75699.0,13213.0,15678.0,136321.0,
202403,BIS 17 JAHRE,11.0,30.0,5.0,3.0,49.0,24.0
202403,18 - 20 JAHRE,164.0,148.0,24.0,33.0,369.0,133.0
202403,21 - 24 JAHRE,594.0,858.0,125.0,139.0,1716.0,642.0
202403,25 - 29 JAHRE,1400.0,2011.0,348.0,436.0,4195.0,1546.0
202403,30 - 34 JAHRE,1664.0,2836.0,604.0,1009.0,6113.0,1942.0
202403,35 - 39 JAHRE,1947.0,3308.0,871.0,1331.0,7457.0,2262.0
202403,40 - 44 JAHRE,2202.0,3668.0,1066.0,1467.0,8403.0,2702.0
202403,45 - 49 JAHRE,2353.0,4218.0,1237.0,1410.0,9218.0,2890.0
202403,50 - 54 JAHRE,3299.0,5489.0,1731.0,1623.0,12142.0,3842.0
202403,55 - 59 JAHRE,4114.0,6973.0,2385.0,1838.0,15310.0,4707.0
202403,60 - 64 JAHRE,3530.0,5903.0,1990.0,1263.0,12686.0,3609.0
202403,65 - 69 JAHRE,2692.0,3718.0,1085.0,872.0,8367.0,2317.0
202403,70 - 74 JAHRE,1973.0,2627.0,568.0,539.0,5707.0,1512.0
202403,75 - 79 JAHRE,1162.0,1358.0,249.0,257.0,3026.0,676.0
202403,80 UND MEHR JAHRE,895.0,905.0,123.0,217.0,2140.0,446.0
202403,JURISTISCHE PERSONEN,44387.0,88116.0,15308.0,18969.0,166780.0,
202404,BIS 17 JAHRE,19.0,26.0,5.0,,50.0,27.0
202404,18 - 20 JAHRE,154.0,163.0,15.0,19.0,351.0,146.0
202404,21 - 24 JAHRE,617.0,764.0,128.0,119.0,1628.0,622.0
202404,25 - 29 JAHRE,1391.0,1841.0,268.0,413.0,3913.0,1465.0
202404,30 - 34 JAHRE,1783.0,2809.0,537.0,882.0,6011.0,1844.0
202404,35 - 39 JAHRE,1904.0,3253.0,717.0,1270.0,7144.0,2224.0
202404,40 - 44 JAHRE,2086.0,3429.0,930.0,1409.0,7854.0,2540.0
202404,45 - 49 JAHRE,2390.0,4050.0,1128.0,1387.0,8955.0,2941.0
202404,50 - 54 JAHRE,3054.0,5063.0,1514.0,1550.0,11181.0,3697.0
202404,55 - 59 JAHRE,3892.0,6348.0,2102.0,1755.0,14097.0,4393.0
202404,60 - 64 JAHRE,3562.0,5759.0,1843.0,1221.0,12385.0,3566.0
202404,65 - 69 JAHRE,2556.0,3816.0,1079.0,889.0,8340.0,2361.0
202404,70 - 74 JAHRE,1874.0,2483.0,504.0,547.0,5408.0,1506.0
202404,75 - 79 JAHRE,1088.0,1339.0,226.0,264.0,2917.0,686.0
202404,80 UND MEHR JAHRE,892.0,918.0,130.0,211.0,2151.0,446.0
202404,JURISTISCHE PERSONEN,33590.0,83364.0,15827.0,17731.0,150512.0,
202405,BIS 17 JAHRE,10.0,17.0,5.0,,32.0,16.0
202405,18 - 20 JAHRE,137.0,119.0,18.0,23.0,297.0,111.0
202405,21 - 24 JAHRE,574.0,735.0,109.0,150.0,1568.0,610.0
202405,25 - 29 JAHRE,1294.0,1790.0,334.0,464.0,3882.0,1408.0
202405,30 - 34 JAHRE,1734.0,2530.0,587.0,976.0,5827.0,1854.0
202405,35 - 39 JAHRE,1822.0,2904.0,775.0,1448.0,6949.0,2174.0
202405,40 - 44 JAHRE,1985.0,3060.0,879.0,1667.0,7591.0,2481.0
202405,45 - 49 JAHRE,2262.0,3494.0,1112.0,1555.0,8423.0,2754.0
202405,50 - 54 JAHRE,2862.0,4604.0,1434.0,1719.0,10619.0,3401.0
202405,55 - 59 JAHRE,3702.0,5645.0,1873.0,1853.0,13073.0,4063.0
202405,60 - 64 JAHRE,3361.0,5396.0,1671.0,1311.0,11739.0,3527.0
202405,65 - 69 JAHRE,2315.0,3528.0,986.0,879.0,7708.0,2224.0
202405,70 - 74 JAHRE,1750.0,2282.0,475.0,552.0,5059.0,1413.0
202405,75 - 79 JAHRE,1044.0,1250.0,175.0,234.0,2703.0,647.0
202405,80 UND MEHR JAHRE,893.0,960.0,108.0,169.0,2130.0,437.0
202405,JURISTISCHE PERSONEN,35965.0,80972.0,15033.0,16672.0,148642.0,
202406,BIS 17 JAHRE,11.0,35.0,4.0,1.0,51.0,19.0
202406,18 - 20 JAHRE,170.0,159.0,15.0,28.0,372.0,146.0
202406,21 - 24 JAHRE,673.0,718.0,121.0,209.0,1721.0,651.0
202406,25 - 29 JAHRE,1619.0,2070.0,366.0,693.0,4748.0,1755.0
202406,30 - 34 JAHRE,2095.0,3064.0,588.0,1665.0,7412.0,2381.0
202406,35 - 39 JAHRE,2326.0,3463.0,815.0,2478.0,9082.0,2848.0
202406,40 - 44 JAHRE,2632.0,3923.0,1041.0,2647.0,10243.0,3282.0
202406,45 - 49 JAHRE,2817.0,4434.0,1276.0,2562.0,11089.0,3478.0
202406,50 - 54 JAHRE,3628.0,5248.0,1538.0,2599.0,13013.0,4184.0
202406,55 - 59 JAHRE,4433.0,6588.0,2022.0,2889.0,15932.0,4867.0
202406,60 - 64 JAHRE,4040.0,5979.0,1710.0,2132.0,13861.0,4079.0
202406,65 - 69 JAHRE,2855.0,4058.0,966.0,1316.0,9195.0,2615.0
202406,70 - 74 JAHRE,2089.0,2609.0,514.0,734.0,5946.0,1628.0
202406,75 - 79 JAHRE,1320.0,1587.0,220.0,347.0,3474.0,818.0
202406,80 UND MEHR JAHRE,1062.0,1050.0,156.0,193.0,2461.0,530.0
202406,JURISTISCHE PERSONEN,51765.0,97537.0,16323.0,22921.0,188546.0,
202407,BIS 17 JAHRE,6.0,28.0,8.0,,42.0,17.0
202407,18 - 20 JAHRE,178.0,130.0,24.0,21.0,353.0,133.0
202407,21 - 24 JAHRE,651.0,655.0,115.0,122.0,1543.0,619.0
202407,25 - 29 JAHRE,1516.0,1691.0,343.0,471.0,4021.0,1591.0
202407,30 - 34 JAHRE,1886.0,2541.0,552.0,965.0,5944.0,1963.0
202407,35 - 39 JAHRE,2040.0,3064.0,766.0,1283.0,7153.0,2307.0
202407,40 - 44 JAHRE,2186.0,3344.0,878.0,1548.0,7956.0,2623.0
202407,45 - 49 JAHRE,2434.0,3811.0,1097.0,1349.0,8691.0,2880.0
202407,50 - 54 JAHRE,3221.0,4704.0,1341.0,1586.0,10852.0,3603.0
202407,55 - 59 JAHRE,4090.0,6099.0,1865.0,1772.0,13826.0,4372.0
202407,60 - 64 JAHRE,3580.0,5739.0,1708.0,1300.0,12327.0,3647.0
202407,65 - 69 JAHRE,2689.0,4001.0,931.0,876.0,8497.0,2441.0
202407,70 - 74 JAHRE,1997.0,2760.0,509.0,451.0,5717.0,1586.0
202407,75 - 79 JAHRE,1219.0,1513.0,199.0,241.0,3172.0,762.0
202407,80 UND MEHR JAHRE,987.0,1071.0,107.0,139.0,2304.0,458.0
202407,JURISTISCHE PERSONEN,33122.0,80768.0,13077.0,18656.0,145623.0,
202408,BIS 17 JAHRE,12.0,17.0,6.0,,35.0,15.0
202408,18 - 20 JAHRE,157.0,97.0,23.0,24.0,301.0,134.0
202408,21 - 24 JAHRE,582.0,599.0,76.0,103.0,1360.0,528.0
202408,25 - 29 JAHRE,1372.0,1444.0,286.0,370.0,3472.0,1293.0
202408,30 - 34 JAHRE,1638.0,2165.0,458.0,771.0,5032.0,1679.0
202408,35 - 39 JAHRE,1901.0,2488.0,635.0,1199.0,6223.0,1996.0
202408,40 - 44 JAHRE,1958.0,2665.0,755.0,1281.0,6659.0,2262.0
202408,45 - 49 JAHRE,2134.0,2916.0,832.0,1286.0,7168.0,2445.0
202408,50 - 54 JAHRE,2797.0,3673.0,1238.0,1313.0,9021.0,3002.0
202408,55 - 59 JAHRE,3616.0,5039.0,1640.0,1556.0,11851.0,3770.0
202408,60 - 64 JAHRE,3049.0,4649.0,1443.0,1131.0,10272.0,3045.0
202408,65 - 69 JAHRE,2288.0,3208.0,827.0,689.0,7012.0,2010.0
202408,70 - 74 JAHRE,1733.0,2159.0,401.0,427.0,4720.0,1304.0
202408,75 - 79 JAHRE,1101.0,1179.0,177.0,186.0,2643.0,643.0
202408,80 UND MEHR JAHRE,941.0,905.0,114.0,114.0,2074.0,445.0
202408,JURISTISCHE PERSONEN,31135.0,61483.0,10102.0,16572.0,119292.0,
202409,BIS 17 JAHRE,15.0,16.0,1.0,,32.0,19.0
202409,18 - 20 JAHRE,134.0,106.0,16.0,16.0,272.0,117.0
202409,21 - 24 JAHRE,525.0,633.0,97.0,132.0,1387.0,505.0
202409,25 - 29 JAHRE,1130.0,1395.0,233.0,430.0,3188.0,1191.0
202409,30 - 34 JAHRE,1403.0,2175.0,415.0,921.0,4914.0,1541.0
202409,35 - 39 JAHRE,1635.0,2521.0,573.0,1491.0,6220.0,1943.0
202409,40 - 44 JAHRE,1769.0,2915.0,690.0,1727.0,7101.0,2317.0
202409,45 - 49 JAHRE,2037.0,3123.0,844.0,1669.0,7673.0,2460.0
202409,50 - 54 JAHRE,2534.0,3967.0,1104.0,1730.0,9335.0,3035.0
202409,55 - 59 JAHRE,3197.0,5205.0,1447.0,1878.0,11727.0,3646.0
202409,60 - 64 JAHRE,2869.0,4684.0,1320.0,1378.0,10251.0,3012.0
202409,65 - 69 JAHRE,2100.0,3137.0,795.0,929.0,6961.0,1926.0
202409,70 - 74 JAHRE,1525.0,2243.0,382.0,526.0,4676.0,1253.0
202409,75 - 79 JAHRE,1061.0,1237.0,169.0,271.0,2738.0,651.0
202409,80 UND MEHR JAHRE,894.0,873.0,108.0,142.0,2017.0,394.0
202409,JURISTISCHE PERSONEN,29718.0,68619.0,10614.0,21251.0,130202.0,
202410,BIS 17 JAHRE,8.0,27.0,6.0,,41.0,19.0
202410,18 - 20 JAHRE,171.0,132.0,22.0,21.0,346.0,133.0
202410,21 - 24 JAHRE,561.0,677.0,97.0,112.0,1447.0,554.0
202410,25 - 29 JAHRE,1297.0,1736.0,282.0,408.0,3723.0,1373.0
202410,30 - 34 JAHRE,1659.0,2549.0,465.0,790.0,5463.0,1795.0
202410,35 - 39 JAHRE,1886.0,3065.0,640.0,1290.0,6881.0,2152.0
202410,40 - 44 JAHRE,1982.0,3324.0,737.0,1650.0,7693.0,2498.0
202410,45 - 49 JAHRE,2265.0,3566.0,1021.0,1516.0,8368.0,2780.0
202410,50 - 54 JAHRE,2941.0,4433.0,1278.0,1540.0,10192.0,3309.0
202410,55 - 59 JAHRE,3706.0,5800.0,1708.0,1831.0,13045.0,4069.0
202410,60 - 64 JAHRE,3351.0,5316.0,1554.0,1411.0,11632.0,3369.0
202410,65 - 69 JAHRE,2385.0,3729.0,921.0,920.0,7955.0,2258.0
202410,70 - 74 JAHRE,1833.0,2513.0,454.0,602.0,5402.0,1402.0
202410,75 - 79 JAHRE,1137.0,1437.0,196.0,309.0,3079.0,726.0
202410,80 UND MEHR JAHRE,906.0,1060.0,115.0,210.0,2291.0,420.0
202410,JURISTISCHE PERSONEN,32409.0,76178.0,12772.0,22864.0,144223.0,
202411,BIS 17 JAHRE,9.0,33.0,3.0,,45.0,23.0
202411,18 - 20 JAHRE,134.0,118.0,26.0,13.0,291.0,110.0
202411,21 - 24 JAHRE,555.0,761.0,100.0,88.0,1504.0,569.0
202411,25 - 29 JAHRE,1329.0,1930.0,330.0,389.0,3978.0,1439.0
202411,30 - 34 JAHRE,1663.0,2815.0,487.0,856.0,5821.0,1949.0
202411,35 - 39 JAHRE,1890.0,3409.0,685.0,1260.0,7244.0,2252.0
202411,40 - 44 JAHRE,2033.0,3594.0,817.0,1393.0,7837.0,2547.0
202411,45 - 49 JAHRE,2205.0,3878.0,1025.0,1497.0,8605.0,2758.0
202411,50 - 54 JAHRE,2808.0,4679.0,1257.0,1551.0,10295.0,3255.0
202411,55 - 59 JAHRE,3691.0,6087.0,1639.0,1835.0,13252.0,4102.0
202411,60 - 64 JAHRE,3368.0,5623.0,1514.0,1339.0,11844.0,3396.0
202411,65 - 69 JAHRE,2408.0,3750.0,916.0,935.0,8009.0,2172.0
202411,70 - 74 JAHRE,1835.0,2574.0,472.0,543.0,5424.0,1482.0
202411,75 - 79 JAHRE,1136.0,1471.0,173.0,250.0,3030.0,705.0
202411,80 UND MEHR JAHRE,914.0,1049.0,122.0,173.0,2258.0,416.0
202411,JURISTISCHE PERSONEN,35169.0,81942.0,14729.0,23038.0,154878.0,
202412,BIS 17 JAHRE,6.0,37.0,2.0,1.0,46.0,16.0
202412,18 - 20 JAHRE,126.0,143.0,25.0,13.0,307.0,128.0
202412,21 - 24 JAHRE,528.0,734.0,114.0,104.0,1480.0,553.0
202412,25 - 29 JAHRE,1169.0,2097.0,309.0,428.0,4003.0,1503.0
202412,30 - 34 JAHRE,1404.0,2956.0,434.0,860.0,5654.0,1848.0
202412,35 - 39 JAHRE,1597.0,3464.0,695.0,1396.0,7152.0,2171.0
202412,40 - 44 JAHRE,1758.0,3714.0,835.0,1563.0,7870.0,2474.0
202412,45 - 49 JAHRE,1937.0,3932.0,948.0,1551.0,8368.0,2664.0
202412,50 - 54 JAHRE,2415.0,4674.0,1150.0,1608.0,9847.0,3030.0
202412,55 - 59 JAHRE,3152.0,5949.0,1518.0,1827.0,12446.0,3767.0
202412,60 - 64 JAHRE,2975.0,5306.0,1368.0,1495.0,11144.0,3118.0
202412,65 - 69 JAHRE,2114.0,3564.0,747.0,861.0,7286.0,1977.0
202412,70 - 74 JAHRE,1487.0,2304.0,373.0,476.0,4640.0,1261.0
202412,75 - 79 JAHRE,1009.0,1304.0,197.0,230.0,2740.0,605.0
202412,80 UND MEHR JAHRE,887.0,877.0,96.0,161.0,2021.0,388.0
202412,JURISTISCHE PERSONEN,31029.0,71382.0,16010.0,20948.0,139369.0,
202501,BIS 17 JAHRE,7.0,34.0,3.0,1.0,45.0,20.0
202501,18 - 20 JAHRE,147.0,162.0,24.0,13.0,346.0,131.0
202501,21 - 24 JAHRE,494.0,704.0,101.0,87.0,1386.0,523.0
202501,25 - 29 JAHRE,1131.0,1900.0,254.0,371.0,3656.0,1327.0
202501,30 - 34 JAHRE,1391.0,2782.0,398.0,725.0,5296.0,1769.0
202501,35 - 39 JAHRE,1632.0,3400.0,596.0,1120.0,6748.0,2078.0
202501,40 - 44 JAHRE,1700.0,3341.0,668.0,1320.0,7029.0,2274.0
202501,45 - 49 JAHRE,1867.0,3643.0,829.0,1317.0,7656.0,2426.0
202501,50 - 54 JAHRE,2375.0,4201.0,1026.0,1301.0,8903.0,2785.0
202501,55 - 59 JAHRE,3012.0,5218.0,1367.0,1582.0,11179.0,3465.0
202501,60 - 64 JAHRE,2589.0,4883.0,1205.0,1241.0,9918.0,2804.0
202501,65 - 69 JAHRE,1970.0,3407.0,761.0,818.0,6956.0,1942.0
202501,70 - 74 JAHRE,1412.0,2201.0,378.0,465.0,4456.0,1171.0
202501,75 - 79 JAHRE,877.0,1254.0,154.0,263.0,2548.0,584.0
202501,80 UND MEHR JAHRE,710.0,810.0,97.0,144.0,1761.0,346.0
202501,JURISTISCHE PERSONEN,23845.0,65292.0,11796.0,22209.0,123142.0,
202502,BIS 17 JAHRE,17.0,45.0,5.0,1.0,68.0,29.0
202502,18 - 20 JAHRE,116.0,106.0,17.0,22.0,261.0,103.0
202502,21 - 24 JAHRE,437.0,609.0,89.0,101.0,1236.0,455.0
202502,25 - 29 JAHRE,1018.0,1722.0,289.0,393.0,3422.0,1245.0
202502,30 - 34 JAHRE,1294.0,2586.0,442.0,781.0,5103.0,1665.0
202502,35 - 39 JAHRE,1437.0,3082.0,554.0,1186.0,6259.0,1902.0
202502,40 - 44 JAHRE,1558.0,3305.0,767.0,1448.0,7078.0,2260.0
202502,45 - 49 JAHRE,1702.0,3420.0,893.0,1338.0,7353.0,2310.0
202502,50 - 54 JAHRE,2166.0,4055.0,1088.0,1470.0,8779.0,2717.0
202502,55 - 59 JAHRE,2795.0,5160.0,1490.0,1721.0,11166.0,3387.0
202502,60 - 64 JAHRE,2452.0,4671.0,1376.0,1425.0,9924.0,2739.0
202502,65 - 69 JAHRE,1849.0,3232.0,765.0,850.0,6696.0,1835.0
202502,70 - 74 JAHRE,1307.0,2091.0,400.0,552.0,4350.0,1131.0
202502,75 - 79 JAHRE,808.0,1143.0,168.0,267.0,2386.0,523.0
202502,80 UND MEHR JAHRE,623.0,752.0,105.0,190.0,1670.0,310.0
202502,JURISTISCHE PERSONEN,24890.0,66299.0,12145.0,24181.0,127515.0,
202503,BIS 17 JAHRE,11.0,28.0,4.0,1.0,44.0,19.0
202503,18 - 20 JAHRE,141.0,136.0,34.0,21.0,332.0,131.0
202503,21 - 24 JAHRE,431.0,742.0,121.0,129.0,1423.0,527.0
202503,25 - 29 JAHRE,1065.0,1962.0,310.0,496.0,3833.0,1406.0
202503,30 - 34 JAHRE,1457.0,3031.0,541.0,974.0,6003.0,1840.0
202503,35 - 39 JAHRE,1562.0,3772.0,835.0,1506.0,7675.0,2374.0
202503,40 - 44 JAHRE,1811.0,4060.0,985.0,1796.0,8652.0,2735.0
202503,45 - 49 JAHRE,2034.0,4317.0,1143.0,1787.0,9281.0,2896.0
202503,50 - 54 JAHRE,2439.0,5101.0,1551.0,1950.0,11041.0,3448.0
202503,55 - 59 JAHRE,3163.0,6567.0,2210.0,2370.0,14310.0,4254.0
202503,60 - 64 JAHRE,3006.0,6336.0,2006.0,1975.0,13323.0,3730.0
202503,65 - 69 JAHRE,2290.0,4390.0,1255.0,1321.0,9256.0,2521.0
202503,70 - 74 JAHRE,1608.0,2849.0,572.0,823.0,5852.0,1536.0
202503,75 - 79 JAHRE,1042.0,1616.0,278.0,393.0,3329.0,768.0
202503,80 UND MEHR JAHRE,818.0,1075.0,148.0,227.0,2268.0,407.0
202503,JURISTISCHE PERSONEN,34580.0,79608.0,15797.0,26754.0,156739.0,
202504,BIS 17 JAHRE,8.0,29.0,3.0,2.0,42.0,18.0
202504,18 - 20 JAHRE,119.0,141.0,38.0,15.0,313.0,109.0
202504,21 - 24 JAHRE,423.0,682.0,116.0,135.0,1356.0,499.0
202504,25 - 29 JAHRE,1007.0,1642.0,301.0,494.0,3444.0,1291.0
202504,30 - 34 JAHRE,1212.0,2701.0,569.0,1001.0,5483.0,1796.0
202504,35 - 39 JAHRE,1385.0,3492.0,902.0,1671.0,7450.0,2348.0
202504,40 - 44 JAHRE,1597.0,3548.0,997.0,2026.0,8168.0,2538.0
202504,45 - 49 JAHRE,1774.0,4037.0,1221.0,1909.0,8941.0,2859.0
202504,50 - 54 JAHRE,2193.0,4617.0,1443.0,2090.0,10343.0,3183.0
202504,55 - 59 JAHRE,2882.0,6213.0,2148.0,2672.0,13915.0,4257.0
202504,60 - 64 JAHRE,2766.0,5968.0,2041.0,2117.0,12892.0,3616.0
202504,65 - 69 JAHRE,2174.0,4126.0,1176.0,1447.0,8923.0,2425.0
202504,70 - 74 JAHRE,1602.0,2719.0,555.0,908.0,5784.0,1516.0
202504,75 - 79 JAHRE,931.0,1456.0,248.0,474.0,3109.0,672.0
202504,80 UND MEHR JAHRE,791.0,1013.0,151.0,261.0,2216.0,402.0
202504,JURISTISCHE PERSONEN,30511.0,74928.0,16474.0,28310.0,150223.0,
