DATE,LEBENSALTER DER HALTERINNEN UND HALTER,BIS 1399,1400 BIS 1999,2000 UND MEHR,UNBEKANNT,INSGESAMT,DARUNTER HALTERINNEN
202207,BIS 17 JAHRE,10.0,32.0,1.0,2.0,45.0,23.0
202207,18-20 JAHRE,154.0,114.0,13.0,34.0,315.0,125.0
202207,21-24 JAHRE,540.0,598.0,71.0,163.0,1372.0,534.0
202207,25-29 JAHRE,1164.0,1321.0,227.0,457.0,3169.0,1210.0
202207,30-34 JAHRE,1565.0,2095.0,416.0,1015.0,5091.0,1672.0
202207,35-39 JAHRE,1566.0,2498.0,634.0,1500.0,6198.0,1956.0
202207,40-44 JAHRE,1782.0,2979.0,778.0,1882.0,7421.0,2271.0
202207,45-49 JAHRE,2001.0,3230.0,872.0,1807.0,7910.0,2601.0
202207,50-54 JAHRE,3005.0,4424.0,1488.0,2819.0,11736.0,3839.0
202207,55-59 JAHRE,3500.0,4990.0,1715.0,2601.0,12806.0,3904.0
202207,60-64 JAHRE,2931.0,4376.0,1482.0,1806.0,10595.0,3160.0
202207,65-69 JAHRE,2085.0,2880.0,872.0,1171.0,7008.0,1985.0
202207,70-74 JAHRE,1585.0,1826.0,399.0,721.0,4531.0,1244.0
202207,75-79 JAHRE,846.0,960.0,178.0,309.0,2293.0,541.0
202207,80 UND MEHR JAHRE,702.0,710.0,82.0,247.0,1741.0,365.0
202207,JURISTISCHE PERSONEN,31053.0,68422.0,11756.0,12316.0,123547.0,
202203,BIS 17 JAHRE,24.0,35.0,4.0,6.0,69.0,31.0
202203,18-20 JAHRE,232.0,136.0,24.0,46.0,438.0,187.0
202203,21-24 JAHRE,700.0,722.0,106.0,275.0,1803.0,703.0
202203,25-29 JAHRE,1421.0,1642.0,338.0,795.0,4196.0,1516.0
202203,30-34 JAHRE,1858.0,2509.0,689.0,1633.0,6689.0,2150.0
202203,35-39 JAHRE,2001.0,2978.0,899.0,2069.0,7947.0,2467.0
202203,40-44 JAHRE,2205.0,3667.0,1057.0,2363.0,9292.0,2873.0
202203,45-49 JAHRE,2684.0,3989.0,1337.0,2303.0,10313.0,3347.0
202203,50-54 JAHRE,3873.0,5638.0,2175.0,3047.0,14733.0,4623.0
202203,55-59 JAHRE,4561.0,5994.0,2446.0,3182.0,16183.0,4988.0
202203,60-64 JAHRE,3711.0,5112.0,2006.0,2103.0,12932.0,3879.0
202203,65-69 JAHRE,2531.0,3490.0,1250.0,1243.0,8514.0,2404.0
202203,70-74 JAHRE,2040.0,2329.0,632.0,737.0,5738.0,1562.0
202203,75-79 JAHRE,1159.0,1202.0,276.0,317.0,2954.0,737.0
202203,80 UND MEHR JAHRE,911.0,939.0,187.0,229.0,2266.0,508.0
202203,JURISTISCHE PERSONEN,33871.0,72322.0,16785.0,14153.0,137131.0,
202204,BIS 17 JAHRE,14.0,26.0,1.0,,41.0,14.0
202204,18-20 JAHRE,152.0,133.0,11.0,29.0,325.0,143.0
202204,21-24 JAHRE,496.0,548.0,75.0,124.0,1243.0,505.0
202204,25-29 JAHRE,1047.0,1232.0,245.0,330.0,2854.0,1080.0
202204,30-34 JAHRE,1383.0,1896.0,495.0,711.0,4485.0,1482.0
202204,35-39 JAHRE,1403.0,2124.0,697.0,1041.0,5265.0,1707.0
202204,40-44 JAHRE,1598.0,2612.0,909.0,1256.0,6375.0,2026.0
202204,45-49 JAHRE,1911.0,2940.0,1084.0,1424.0,7359.0,2337.0
202204,50-54 JAHRE,3015.0,4031.0,1710.0,1875.0,10631.0,3526.0
202204,55-59 JAHRE,3337.0,4482.0,1941.0,1978.0,11738.0,3732.0
202204,60-64 JAHRE,2808.0,3767.0,1636.0,1394.0,9605.0,2890.0
202204,65-69 JAHRE,1965.0,2441.0,987.0,891.0,6284.0,1774.0
202204,70-74 JAHRE,1457.0,1635.0,481.0,481.0,4054.0,1099.0
202204,75-79 JAHRE,933.0,850.0,200.0,243.0,2226.0,527.0
202204,80 UND MEHR JAHRE,719.0,710.0,124.0,154.0,1707.0,396.0
202204,JURISTISCHE PERSONEN,26330.0,55793.0,13570.0,10279.0,105972.0,
202201,BIS 17 JAHRE,19.0,34.0,4.0,3.0,60.0,23.0
202201,18-20 JAHRE,170.0,133.0,18.0,16.0,337.0,127.0
202201,21-24 JAHRE,595.0,571.0,86.0,104.0,1356.0,558.0
202201,25-29 JAHRE,1042.0,1340.0,217.0,339.0,2938.0,1173.0
202201,30-34 JAHRE,1430.0,2061.0,433.0,654.0,4578.0,1555.0
202201,35-39 JAHRE,1504.0,2383.0,624.0,977.0,5488.0,1839.0
202201,40-44 JAHRE,1713.0,2811.0,758.0,1144.0,6426.0,2139.0
202201,45-49 JAHRE,1904.0,2992.0,882.0,1258.0,7036.0,2383.0
202201,50-54 JAHRE,2959.0,4533.0,1326.0,1925.0,10743.0,3544.0
202201,55-59 JAHRE,3300.0,4716.0,1465.0,1768.0,11249.0,3461.0
202201,60-64 JAHRE,2655.0,3907.0,1156.0,1226.0,8944.0,2690.0
202201,65-69 JAHRE,2038.0,2740.0,698.0,831.0,6307.0,1848.0
202201,70-74 JAHRE,1487.0,1846.0,409.0,498.0,4240.0,1152.0
202201,75-79 JAHRE,936.0,959.0,177.0,253.0,2325.0,535.0
202201,80 UND MEHR JAHRE,790.0,732.0,83.0,212.0,1817.0,412.0
202201,JURISTISCHE PERSONEN,25470.0,63466.0,11505.0,9706.0,110147.0,
202206,BIS 17 JAHRE,14.0,38.0,2.0,6.0,60.0,31.0
202206,18-20 JAHRE,145.0,125.0,10.0,37.0,317.0,128.0
202206,21-24 JAHRE,570.0,653.0,92.0,180.0,1495.0,577.0
202206,25-29 JAHRE,1294.0,1405.0,268.0,587.0,3554.0,1375.0
202206,30-34 JAHRE,1801.0,2249.0,547.0,1113.0,5710.0,1921.0
202206,35-39 JAHRE,1812.0,2632.0,736.0,1628.0,6808.0,2159.0
202206,40-44 JAHRE,2091.0,3225.0,899.0,1965.0,8180.0,2627.0
202206,45-49 JAHRE,2365.0,3625.0,1134.0,2101.0,9225.0,2901.0
202206,50-54 JAHRE,3357.0,4891.0,1715.0,2900.0,12863.0,4248.0
202206,55-59 JAHRE,3921.0,5661.0,2035.0,2941.0,14558.0,4456.0
202206,60-64 JAHRE,3165.0,4718.0,1646.0,1997.0,11526.0,3363.0
202206,65-69 JAHRE,2188.0,3120.0,1034.0,1269.0,7611.0,2132.0
202206,70-74 JAHRE,1710.0,2105.0,510.0,767.0,5092.0,1403.0
202206,75-79 JAHRE,1006.0,1127.0,220.0,330.0,2683.0,640.0
202206,80 UND MEHR JAHRE,807.0,840.0,139.0,209.0,1995.0,460.0
202206,JURISTISCHE PERSONEN,35454.0,69516.0,13550.0,14234.0,132754.0,
202208,BIS 17 JAHRE,15.0,18.0,,5.0,38.0,19.0
202208,18-20 JAHRE,164.0,117.0,17.0,38.0,336.0,139.0
202208,21-24 JAHRE,520.0,551.0,79.0,234.0,1384.0,521.0
202208,25-29 JAHRE,1125.0,1304.0,268.0,745.0,3442.0,1257.0
202208,30-34 JAHRE,1585.0,1963.0,492.0,1420.0,5460.0,1784.0
202208,35-39 JAHRE,1600.0,2255.0,668.0,2024.0,6547.0,2003.0
202208,40-44 JAHRE,1812.0,2716.0,802.0,2260.0,7590.0,2442.0
202208,45-49 JAHRE,2068.0,3020.0,1011.0,2263.0,8362.0,2711.0
202208,50-54 JAHRE,3055.0,4153.0,1570.0,3097.0,11875.0,3787.0
202208,55-59 JAHRE,3562.0,4770.0,1842.0,3049.0,13223.0,4071.0
202208,60-64 JAHRE,2923.0,4054.0,1539.0,2130.0,10646.0,3055.0
202208,65-69 JAHRE,2078.0,2602.0,888.0,1307.0,6875.0,1964.0
202208,70-74 JAHRE,1569.0,1628.0,469.0,696.0,4362.0,1156.0
202208,75-79 JAHRE,927.0,941.0,195.0,292.0,2355.0,543.0
202208,80 UND MEHR JAHRE,711.0,650.0,101.0,218.0,1680.0,375.0
202208,JURISTISCHE PERSONEN,29316.0,60974.0,12085.0,12534.0,114909.0,
202209,BIS 17 JAHRE,14.0,26.0,4.0,5.0,49.0,19.0
202209,18-20 JAHRE,130.0,101.0,14.0,64.0,309.0,108.0
202209,21-24 JAHRE,543.0,559.0,85.0,334.0,1521.0,537.0
202209,25-29 JAHRE,1234.0,1308.0,279.0,1080.0,3901.0,1335.0
202209,30-34 JAHRE,1568.0,2112.0,530.0,2170.0,6380.0,1886.0
202209,35-39 JAHRE,1734.0,2276.0,772.0,3048.0,7830.0,2321.0
202209,40-44 JAHRE,2010.0,2817.0,958.0,3411.0,9196.0,2608.0
202209,45-49 JAHRE,2255.0,3093.0,1202.0,3207.0,9757.0,2905.0
202209,50-54 JAHRE,3090.0,4196.0,1626.0,4213.0,13125.0,3943.0
202209,55-59 JAHRE,3711.0,4782.0,1886.0,4059.0,14438.0,4192.0
202209,60-64 JAHRE,2988.0,4039.0,1658.0,2675.0,11360.0,3185.0
202209,65-69 JAHRE,2045.0,2686.0,1068.0,1665.0,7464.0,2029.0
202209,70-74 JAHRE,1583.0,1769.0,516.0,941.0,4809.0,1209.0
202209,75-79 JAHRE,935.0,891.0,206.0,359.0,2391.0,590.0
202209,80 UND MEHR JAHRE,653.0,570.0,145.0,258.0,1626.0,333.0
202209,JURISTISCHE PERSONEN,32060.0,68042.0,13510.0,16897.0,130509.0,
202210,BIS 17 JAHRE,4.0,24.0,5.0,3.0,36.0,11.0
202210,18-20 JAHRE,135.0,97.0,13.0,43.0,288.0,114.0
202210,21-24 JAHRE,556.0,476.0,84.0,181.0,1297.0,494.0
202210,25-29 JAHRE,1200.0,1152.0,262.0,668.0,3282.0,1131.0
202210,30-34 JAHRE,1592.0,1862.0,515.0,1334.0,5303.0,1689.0
202210,35-39 JAHRE,1660.0,2326.0,751.0,1950.0,6687.0,2004.0
202210,40-44 JAHRE,1870.0,2763.0,869.0,2193.0,7695.0,2375.0
202210,45-49 JAHRE,2193.0,2969.0,1022.0,2307.0,8491.0,2584.0
202210,50-54 JAHRE,3087.0,4038.0,1427.0,3254.0,11806.0,3664.0
202210,55-59 JAHRE,3495.0,4793.0,1800.0,3240.0,13328.0,3889.0
202210,60-64 JAHRE,2847.0,4134.0,1416.0,2244.0,10641.0,3034.0
202210,65-69 JAHRE,2004.0,2657.0,944.0,1434.0,7039.0,1882.0
202210,70-74 JAHRE,1426.0,1736.0,470.0,778.0,4410.0,1136.0
202210,75-79 JAHRE,873.0,874.0,189.0,366.0,2302.0,516.0
202210,80 UND MEHR JAHRE,753.0,645.0,130.0,270.0,1798.0,406.0
202210,JURISTISCHE PERSONEN,30897.0,65395.0,12271.0,15528.0,124091.0,
202211,BIS 17 JAHRE,11.0,23.0,1.0,3.0,38.0,15.0
202211,18-20 JAHRE,174.0,96.0,9.0,74.0,353.0,129.0
202211,21-24 JAHRE,675.0,567.0,91.0,381.0,1714.0,630.0
202211,25-29 JAHRE,1492.0,1366.0,334.0,1188.0,4380.0,1519.0
202211,30-34 JAHRE,1936.0,2132.0,625.0,2261.0,6954.0,2171.0
202211,35-39 JAHRE,2153.0,2453.0,838.0,3232.0,8676.0,2558.0
202211,40-44 JAHRE,2355.0,2906.0,1003.0,3538.0,9802.0,2968.0
202211,45-49 JAHRE,2611.0,3216.0,1230.0,3732.0,10789.0,3299.0
202211,50-54 JAHRE,3661.0,4610.0,1703.0,5130.0,15104.0,4676.0
202211,55-59 JAHRE,4352.0,5377.0,1981.0,5251.0,16961.0,4878.0
202211,60-64 JAHRE,3550.0,4545.0,1664.0,3471.0,13230.0,3639.0
202211,65-69 JAHRE,2443.0,2959.0,1090.0,2306.0,8798.0,2358.0
202211,70-74 JAHRE,1850.0,1969.0,599.0,1230.0,5648.0,1449.0
202211,75-79 JAHRE,1139.0,1036.0,242.0,549.0,2966.0,674.0
202211,80 UND MEHR JAHRE,878.0,799.0,140.0,390.0,2207.0,463.0
202211,JURISTISCHE PERSONEN,36706.0,75085.0,15599.0,25306.0,152696.0,
202205,BIS 17 JAHRE,19.0,37.0,5.0,4.0,65.0,31.0
202205,18-20 JAHRE,175.0,117.0,13.0,37.0,342.0,146.0
202205,21-24 JAHRE,630.0,692.0,89.0,163.0,1574.0,650.0
202205,25-29 JAHRE,1191.0,1373.0,285.0,445.0,3294.0,1250.0
202205,30-34 JAHRE,1664.0,2032.0,591.0,939.0,5226.0,1751.0
202205,35-39 JAHRE,1726.0,2538.0,771.0,1467.0,6502.0,2071.0
202205,40-44 JAHRE,1939.0,3101.0,953.0,1782.0,7775.0,2465.0
202205,45-49 JAHRE,2170.0,3158.0,1193.0,1939.0,8460.0,2730.0
202205,50-54 JAHRE,3174.0,4498.0,1838.0,2661.0,12171.0,3904.0
202205,55-59 JAHRE,3615.0,5199.0,2002.0,2779.0,13595.0,4332.0
202205,60-64 JAHRE,3038.0,4274.0,1685.0,1924.0,10921.0,3261.0
202205,65-69 JAHRE,2084.0,2868.0,1016.0,1249.0,7217.0,2109.0
202205,70-74 JAHRE,1693.0,1910.0,512.0,726.0,4841.0,1320.0
202205,75-79 JAHRE,957.0,1015.0,244.0,308.0,2524.0,655.0
202205,80 UND MEHR JAHRE,880.0,791.0,130.0,241.0,2042.0,465.0
202205,JURISTISCHE PERSONEN,31111.0,63083.0,13790.0,12538.0,120522.0,
202212,BIS 17 JAHRE,17.0,28.0,,6.0,51.0,17.0
202212,18-20 JAHRE,163.0,96.0,14.0,127.0,400.0,153.0
202212,21-24 JAHRE,682.0,499.0,119.0,580.0,1880.0,625.0
202212,25-29 JAHRE,1466.0,1199.0,351.0,1947.0,4963.0,1660.0
202212,30-34 JAHRE,2022.0,2016.0,683.0,3563.0,8284.0,2465.0
202212,35-39 JAHRE,2273.0,2427.0,990.0,5363.0,11053.0,3124.0
202212,40-44 JAHRE,2188.0,2872.0,1152.0,6120.0,12332.0,3567.0
202212,45-49 JAHRE,2526.0,3280.0,1258.0,6199.0,13263.0,3877.0
202212,50-54 JAHRE,3559.0,4411.0,1925.0,8370.0,18265.0,5705.0
202212,55-59 JAHRE,4178.0,5109.0,2202.0,8749.0,20238.0,5742.0
202212,60-64 JAHRE,3267.0,4261.0,1827.0,5920.0,15275.0,4103.0
202212,65-69 JAHRE,2118.0,2744.0,1173.0,3786.0,9821.0,2467.0
202212,70-74 JAHRE,1486.0,1789.0,591.0,2079.0,5945.0,1483.0
202212,75-79 JAHRE,829.0,808.0,277.0,919.0,2833.0,652.0
202212,80 UND MEHR JAHRE,766.0,713.0,149.0,628.0,2256.0,484.0
202212,JURISTISCHE PERSONEN,40015.0,77778.0,19477.0,50002.0,187272.0,
202202,BIS 17 JAHRE,20.0,32.0,1.0,1.0,54.0,16.0
202202,18-20 JAHRE,192.0,126.0,12.0,38.0,368.0,154.0
202202,21-24 JAHRE,597.0,566.0,85.0,241.0,1489.0,565.0
202202,25-29 JAHRE,1244.0,1321.0,205.0,616.0,3386.0,1261.0
202202,30-34 JAHRE,1600.0,2095.0,459.0,1254.0,5408.0,1716.0
202202,35-39 JAHRE,1599.0,2363.0,663.0,1683.0,6308.0,1911.0
202202,40-44 JAHRE,1849.0,2811.0,782.0,1780.0,7222.0,2231.0
202202,45-49 JAHRE,2027.0,3178.0,949.0,1746.0,7900.0,2519.0
202202,50-54 JAHRE,3289.0,4414.0,1481.0,2432.0,11616.0,3696.0
202202,55-59 JAHRE,3677.0,4749.0,1589.0,2395.0,12410.0,3716.0
202202,60-64 JAHRE,2894.0,3869.0,1340.0,1577.0,9680.0,2827.0
202202,65-69 JAHRE,2025.0,2544.0,833.0,1018.0,6420.0,1781.0
202202,70-74 JAHRE,1538.0,1750.0,402.0,612.0,4302.0,1145.0
202202,75-79 JAHRE,909.0,950.0,176.0,324.0,2359.0,599.0
202202,80 UND MEHR JAHRE,782.0,720.0,119.0,219.0,1840.0,380.0
202202,JURISTISCHE PERSONEN,28541.0,66570.0,12157.0,12396.0,119664.0,
202112,BIS 17 JAHRE,14.0,29.0,4.0,9.0,56.0,29.0
202112,18-20 JAHRE,202.0,121.0,13.0,83.0,419.0,159.0
202112,21-24 JAHRE,627.0,562.0,60.0,418.0,1667.0,655.0
202112,25-29 JAHRE,1522.0,1398.0,194.0,1124.0,4238.0,1725.0
202112,30-34 JAHRE,1537.0,2235.0,444.0,2112.0,6328.0,1966.0
202112,35-39 JAHRE,1641.0,2581.0,591.0,2752.0,7565.0,2277.0
202112,40-44 JAHRE,1928.0,2952.0,793.0,3138.0,8811.0,2781.0
202112,45-49 JAHRE,2183.0,3384.0,964.0,3286.0,9817.0,3096.0
202112,50-54 JAHRE,3283.0,4817.0,1459.0,4430.0,13989.0,4494.0
202112,55-59 JAHRE,3652.0,5155.0,1499.0,4432.0,14738.0,4556.0
202112,60-64 JAHRE,2956.0,4258.0,1180.0,2762.0,11156.0,3274.0
202112,65-69 JAHRE,2117.0,2830.0,765.0,1719.0,7431.0,2187.0
202112,70-74 JAHRE,1479.0,1824.0,353.0,921.0,4577.0,1207.0
202112,75-79 JAHRE,943.0,1019.0,205.0,490.0,2657.0,631.0
202112,80 UND MEHR JAHRE,834.0,866.0,97.0,362.0,2159.0,464.0
202112,JURISTISCHE PERSONEN,34670.0,64175.0,12585.0,20409.0,131839.0,
202111,BIS 17 JAHRE,15.0,31.0,3.0,5.0,54.0,25.0
202111,18-20 JAHRE,194.0,105.0,12.0,66.0,377.0,152.0
202111,21-24 JAHRE,569.0,507.0,71.0,282.0,1429.0,613.0
202111,25-29 JAHRE,1080.0,1241.0,179.0,862.0,3362.0,1268.0
202111,30-34 JAHRE,1367.0,1920.0,408.0,1672.0,5367.0,1755.0
202111,35-39 JAHRE,1573.0,2248.0,536.0,2359.0,6716.0,2080.0
202111,40-44 JAHRE,1677.0,2730.0,699.0,2599.0,7705.0,2409.0
202111,45-49 JAHRE,2001.0,3026.0,843.0,2827.0,8697.0,2808.0
202111,50-54 JAHRE,3100.0,4334.0,1440.0,3899.0,12773.0,4210.0
202111,55-59 JAHRE,3346.0,4752.0,1587.0,3758.0,13443.0,4096.0
202111,60-64 JAHRE,2763.0,3706.0,1271.0,2406.0,10146.0,3112.0
202111,65-69 JAHRE,2094.0,2641.0,883.0,1560.0,7178.0,2048.0
202111,70-74 JAHRE,1565.0,1880.0,412.0,884.0,4741.0,1230.0
202111,75-79 JAHRE,960.0,1021.0,198.0,461.0,2640.0,648.0
202111,80 UND MEHR JAHRE,823.0,827.0,121.0,351.0,2122.0,505.0
