DATE,SEGMENT,MODELLREIHE,INSGESAMT,CO2-EMISSION IN G/KM,BENZIN,CO2-EMISSION IN G/KM1,KRAFTSTOFFVERBRAUCH IN L/100 KM,DIESEL,CO2-EMISSION IN G/KM2,KRAFTSTOFFVERBRAUCH IN L/100 KM1,ERDGAS (CNG) (EINSCHL. BIVALENT),FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),HYBRID,DAR. PLUG-IN,ELEKTRO (BEV)
202211,KLEINWAGEN,MINI MINI,3704,89.9,2231,142.3,6.1,10,137.5,5.2,,,351,351,1112
202211,KLEINWAGEN,"MITSUBISHI MIRAGE, SPACE STAR",934,116.7,934,116.7,5,,,,,,,,
202211,KLEINWAGEN,NISSAN JUKE,298,124.9,138,136.5,5.9,,,,,,160,,
202211,KLEINWAGEN,NISSAN MICRA,468,130.1,468,130.1,5.6,,,,,,,,
202211,KLEINWAGEN,OPEL CORSA,3751,88.4,2697,118.7,5.1,111,107.7,4.1,,,,,943
202211,KLEINWAGEN,PEUGEOT 208,1422,22.1,249,118.7,5.1,19,107.3,4,,,,,1154
202211,KLEINWAGEN,RENAULT CLIO,1143,120,1054,121.3,5.2,34,109.4,4.1,,17,38,,
202211,KLEINWAGEN,RENAULT ZOE,646,,,,,,,,,,,,646
202211,KLEINWAGEN,SEAT IBIZA,424,123.8,403,124.9,5.4,,,,21,,,,
202211,KLEINWAGEN,SKODA FABIA,1404,120.3,1404,120.3,5.2,,,,,,,,
202211,KLEINWAGEN,SMART FORFOUR,4,,,,,,,,,,,,4
202211,KLEINWAGEN,SUZUKI IGNIS,489,117.1,,,,,,,,,489,,
202211,KLEINWAGEN,SUZUKI SWIFT,438,117.4,,,,,,,,,438,,
202211,KLEINWAGEN,TOYOTA YARIS,3206,100.5,243,136.9,5.9,,,,,,2963,,
202211,KLEINWAGEN,VW POLO,2228,129.6,2220,129.7,5.6,,,,8,,,,
202211,KOMPAKTKLASSE,"AUDI A3, S3, RS3",3068,107.6,895,173.1,7.5,790,125,4.7,12,,1371,988,
202211,KOMPAKTKLASSE,BMW 1ER,2015,136.2,1555,138.4,6,460,128.8,4.9,,,,,
202211,KOMPAKTKLASSE,BMW 2ER,2035,112.3,854,149.5,6.4,546,132.4,5,,,635,497,
202211,KOMPAKTKLASSE,CITROEN C4,352,23.6,61,123.4,5.3,6,128.3,4.8,,,,,285
202211,KOMPAKTKLASSE,DACIA SANDERO,2239,123.3,1324,130,5.6,1,,,,914,,,
202211,KOMPAKTKLASSE,DS DS4,135,53,21,145.5,6.3,5,129.8,4.9,,,109,109,
202211,KOMPAKTKLASSE,FIAT TIPO,139,118.9,24,128.4,5.5,19,119.9,4.5,,,96,,
202211,KOMPAKTKLASSE,FORD FOCUS,2107,126,204,155.3,6.7,924,121.9,4.6,,,979,,
202211,KOMPAKTKLASSE,HONDA CIVIC,97,113.8,,,,,,,,,97,,
202211,KOMPAKTKLASSE,HYUNDAI I 30,1196,134.1,417,149.6,6.4,,,,,,779,,
202211,KOMPAKTKLASSE,HYUNDAI IONIQ,48,26.6,,,,,,,,,43,41,5
202211,KOMPAKTKLASSE,KIA CEED,2481,103.3,1552,142.6,6.1,,,,,,929,864,
202211,KOMPAKTKLASSE,MAZDA 3,77,132.7,,,,,,,,,77,,
202211,KOMPAKTKLASSE,MAZDA MX-5,79,149.6,79,149.6,6.4,,,,,,,,
202211,KOMPAKTKLASSE,MERCEDES A-KLASSE,3757,80.8,1342,151.3,6.5,406,132,5,,,2009,2009,
202211,KOMPAKTKLASSE,MG ROEWE 4,463,,,,,,,,,,,,463
202211,KOMPAKTKLASSE,NISSAN LEAF,364,,,,,,,,,,,,364
202211,KOMPAKTKLASSE,OPEL ASTRA,1143,51.7,242,125.5,5.4,68,117.4,4.4,,,833,833,
202211,KOMPAKTKLASSE,PEUGEOT 308,657,85.9,143,129.2,5.6,259,119.7,4.5,,,255,255,
202211,KOMPAKTKLASSE,RENAULT MEGANE,2014,18.5,200,137.2,5.9,78,122.8,4.6,,,8,8,1728
202211,KOMPAKTKLASSE,SEAT BORN,2089,,,,,,,,,,,,2089
202211,KOMPAKTKLASSE,SEAT LEON,1515,107,454,160.7,6.9,403,118.8,4.5,11,,647,437,
202211,KOMPAKTKLASSE,SKODA OCTAVIA,1737,87.4,208,145,6.3,754,126.2,4.8,23,,752,709,
202211,KOMPAKTKLASSE,SKODA SCALA,392,124.7,392,124.7,5.4,,,,,,,,
202211,KOMPAKTKLASSE,SUBARU IMPREZA,51,182.3,46,183.2,7.9,,,,,,5,,
202211,KOMPAKTKLASSE,SUZUKI SWACE,85,103,,,,,,,,,85,,
202211,KOMPAKTKLASSE,TOYOTA COROLLA,847,115,3,148,6.4,,,,,,844,,
202211,KOMPAKTKLASSE,TOYOTA PRIUS,11,28,,,,,,,,,11,11,
202211,KOMPAKTKLASSE,VW GOLF,7033,123,2486,149.9,6.5,3279,122.6,4.6,5,,1263,695,
202211,KOMPAKTKLASSE,VW ID.3,3619,,,,,,,,,,,,3619
202211,KOMPAKTKLASSE,SONSTIGE,1,,1,,,,,,,,,,
202211,MITTELKLASSE,ALFA ROMEO GIULIA,51,187,49,188.7,8.1,2,145.5,5.5,,,,,
202211,MITTELKLASSE,"AUDI A4, S4, RS4",2185,152.1,40,226,9.7,,,,12,,2133,,
202211,MITTELKLASSE,"AUDI A5, S5, RS5",714,166.7,58,219.4,9.5,,,,,,656,,
202211,MITTELKLASSE,BMW 3ER,3282,99.4,493,169.8,7.3,2,126.5,4.8,,,2787,1451,
202211,MITTELKLASSE,BMW 4ER,1432,129.4,479,183.2,7.9,,,,,,597,,356
202211,MITTELKLASSE,CITROEN C5,344,79.9,95,143.2,6.2,37,137.4,5.2,,,212,212,
202211,MITTELKLASSE,FORD MONDEO,12,137.9,,,,8,140.3,5.3,,,4,,
202211,MITTELKLASSE,JAGUAR XE,7,193.9,7,193.9,8.4,,,,,,,,
202211,MITTELKLASSE,KIA STINGER,18,247,18,247,10.6,,,,,,,,
202211,MITTELKLASSE,MAZDA 6,194,167.2,194,167.2,7.2,,,,,,,,
202211,MITTELKLASSE,MERCEDES C-KLASSE,2960,98.9,137,219.6,9.5,55,149.6,5.6,,,2768,1143,
202211,MITTELKLASSE,MERCEDES CLA-KLASSE,2617,116.2,1381,151.5,6.5,581,135.6,5.1,,,655,655,
202211,MITTELKLASSE,MG ROEWE 5,193,,,,,,,,,,,,193
202211,MITTELKLASSE,OPEL INSIGNIA,912,138.8,72,188.4,8.1,840,134.5,5.1,,,,,
202211,MITTELKLASSE,PEUGEOT 408,12,27.2,,,,,,,,,12,12,
202211,MITTELKLASSE,PEUGEOT 508,161,48.1,2,134.5,5.8,17,124.1,4.7,,,142,142,
202211,MITTELKLASSE,POLESTAR 2,1669,,,,,,,,,,,,1669
202211,MITTELKLASSE,RENAULT TALISMAN,12,155.1,,,,12,155.1,5.9,,,,,
202211,MITTELKLASSE,SKODA SUPERB,1619,109.1,173,167,7.2,910,144.7,5.5,,,536,536,
202211,MITTELKLASSE,TESLA MODEL 3,6811,,,,,,,,,,,,6811
202211,MITTELKLASSE,VOLVO 60,606,67.4,1,144,6.2,,,,,,605,382,
202211,MITTELKLASSE,VW ARTEON,1473,138.7,542,190.6,8.2,634,145.3,5.5,,,297,297,
202211,MITTELKLASSE,VW PASSAT,3649,116.1,605,154.9,6.7,2331,133,5,,,713,713,
202211,MITTELKLASSE,SONSTIGE,4,,,,,,,,,,,,4
202211,OBERE MITTELKLASSE,"AUDI A6, S6, RS6",3602,131.7,7,,,3,,,,,3592,1172,
202211,OBERE MITTELKLASSE,BMW 5ER,2702,111.1,67,248.6,10.7,,,,,,2635,1049,
202211,OBERE MITTELKLASSE,DS DS9,6,97.2,3,153.3,6.6,,,,,,3,3,
202211,OBERE MITTELKLASSE,JAGUAR XF,9,148,,,,,,,,,9,,
202211,OBERE MITTELKLASSE,LEXUS ES,13,121.7,,,,,,,,,13,,
202211,OBERE MITTELKLASSE,MERCEDES E-KLASSE,2025,92.5,59,278.3,12,292,161.7,6.1,,,1233,535,441
202211,OBERE MITTELKLASSE,SUBARU OUTBACK,79,193,79,193,8.3,,,,,,,,
202211,OBERE MITTELKLASSE,TOYOTA CAMRY,4,125,,,,,,,,,4,,
202211,OBERE MITTELKLASSE,TOYOTA MIRAI,41,,,,,,,,,,,,
202211,OBERE MITTELKLASSE,VOLVO 90,144,94.9,1,160,6.9,2,157.5,5.9,,,141,70,
202211,OBERE MITTELKLASSE,SONSTIGE,1,,1,,,,,,,,,,
202211,OBERKLASSE,"AUDI A7, S7, RS7",98,194,,,,2,,,,,96,8,
202211,OBERKLASSE,"AUDI A8, S8",206,196.5,5,,,1,,,,,200,16,
202211,OBERKLASSE,AUDI E-TRON GT,229,,,,,,,,,,,,229
202211,OBERKLASSE,BENTLEY CONTINENTAL,42,284.4,39,296.5,12.8,,,,,,3,3,
202211,OBERKLASSE,BMW 6ER,55,173.5,,,,,,,,,55,,
202211,OBERKLASSE,BMW 7ER,123,107.3,10,240.4,10.4,,,,,,69,2,44
202211,OBERKLASSE,BMW 8ER,142,228.3,119,238.1,10.3,,,,,,23,,
202211,OBERKLASSE,LEXUS LS,2,214.5,,,,,,,,,2,,
202211,OBERKLASSE,MASERATI GHIBLI,18,238.2,13,252.7,10.9,,,,,,5,,
202211,OBERKLASSE,MASERATI QUATTROPORTE,2,278.5,2,278.5,12,,,,,,,,
202211,OBERKLASSE,MERCEDES CLS,44,189.9,,,,13,183.3,6.9,,,31,,
202211,OBERKLASSE,MERCEDES S-KLASSE,494,120.3,24,366.6,15.8,86,185.9,7,,,236,104,148
202211,OBERKLASSE,PORSCHE PANAMERA,187,115.2,51,272.6,11.8,,,,,,136,136,
202211,OBERKLASSE,PORSCHE TAYCAN,813,,,,,,,,,,,,813
202211,OBERKLASSE,TESLA MODEL S,106,,,,,,,,,,,,106
202211,SUVS,ALFA ROMEO STELVIO,95,192.9,69,203.4,8.8,26,164.9,6.2,,,,,
202211,SUVS,ALFA ROMEO TONALE,224,138.3,,,,17,147.1,5.5,,,207,,
202211,SUVS,AUDI E-TRON,1486,,,,,,,,,,,,1486
202211,SUVS,AUDI Q2,933,142.9,737,145.1,6.3,196,134.5,5.1,,,,,
202211,SUVS,AUDI Q4,1498,,,,,,,,,,,,1498
202211,SUVS,BMW IX,429,,,,,,,,,,,,429
202211,SUVS,BMW X1,1728,126.8,448,147.7,6.4,349,133.6,5,,,854,141,77
202211,SUVS,BMW X2,346,126.2,172,152,6.6,106,140.6,5.3,,,68,68,
202211,SUVS,CADILLAC XT4,25,201.9,17,213,9.2,8,178.4,6.7,,,,,
202211,SUVS,DACIA DUSTER,1783,141.9,1458,144,6.2,176,138.3,5.2,,149,,,
202211,SUVS,DS DS7 CROSSBACK,318,44.1,16,159.1,6.9,9,142.1,5.4,,,293,293,
202211,SUVS,FORD ECOSPORT,334,146.2,334,146.2,6.3,,,,,,,,
202211,SUVS,FORD EXPLORER,50,74.3,,,,,,,,,50,50,
202211,SUVS,FORD KUGA,5327,40.2,105,151.8,6.5,376,148.7,5.6,,,4846,4649,
202211,SUVS,FORD MUSTANG MACH-E,387,,,,,,,,,,,,387
202211,SUVS,HONDA CR-V,135,158.7,,,,,,,,,135,,
202211,SUVS,HONDA HR-V,113,122,,,,,,,,,113,,
202211,SUVS,HYUNDAI BAYON,209,122.6,141,124,5.3,,,,,,68,,
202211,SUVS,HYUNDAI IONIQ5,1475,,,,,,,,,,,,1475
202211,SUVS,HYUNDAI KONA,2384,42.6,275,164.2,7.1,,,,,,462,,1647
202211,SUVS,HYUNDAI NEXO,8,,,,,,,,,,,,
202211,SUVS,HYUNDAI TUCSON,1822,63.5,11,151.6,6.5,,,,,,1811,1320,
202211,SUVS,JAGUAR I-PACE,6,,,,,,,,,,,,6
202211,SUVS,KIA EV6,360,,,,,,,,,,,,360
202211,SUVS,KIA NIRO,826,12.5,,,,,,,,,395,365,431
202211,SUVS,KIA SPORTAGE,1581,76.3,65,152.5,6.6,,,,,,1516,934,
202211,SUVS,KIA STONIC,421,128.6,280,129.1,5.6,,,,,,141,,
202211,SUVS,LADA NIVA,20,243,20,243,10.5,,,,,,,,
202211,SUVS,LEXUS NX,198,33.9,,,,,,,,,198,183,
202211,SUVS,LEXUS RX,27,178.6,,,,,,,,,27,,
202211,SUVS,LEXUS UX,89,125.3,,,,,,,,,89,,
202211,SUVS,LYNK & CO 01,447,24.6,,,,,,,,,447,447,
202211,SUVS,MASERATI GRECALE,127,218.7,36,254,10.9,,,,,,91,,
202211,SUVS,MASERATI LEVANTE,29,262.6,15,295.9,12.8,,,,,,14,,
202211,SUVS,MAZDA CX-3,3,146.7,3,146.7,6.3,,,,,,,,
202211,SUVS,MAZDA CX-5,509,167.8,399,168.2,7.3,110,166.4,6.3,,,,,
202211,SUVS,MAZDA CX-30,208,138.9,,,,,,,,,208,,
202211,SUVS,MAZDA CX-60,1154,35.2,,,,,,,,,1154,1154,
202211,SUVS,MAZDA MX-30,386,,,,,,,,,,,,386
202211,SUVS,MERCEDES GLA,2928,77.5,1055,162.8,7,288,146.5,5.5,,,430,430,1155
202211,SUVS,MERCEDES GLB,1967,96.4,576,174.2,7.5,614,151.5,5.7,,,,,777
202211,SUVS,"MERCEDES GLK, GLC",2338,106.9,97,270.1,11.6,218,171.2,6.5,,,1352,301,671
202211,SUVS,MG ROEWE MARVEL,107,,,,,,,,,,,,107
202211,SUVS,MG ROEWE RX6,427,43,,,,,,,,,427,427,
202211,SUVS,MG ROEWE ZS,447,52.6,155,151.6,6.5,,,,,,,,292
202211,SUVS,MITSUBISHI ECLIPSE CROSS,1918,46.1,,,,,,,,,1918,1918,
202211,SUVS,NISSAN ARIYA,111,,,,,,,,,,,,111
202211,SUVS,NISSAN QASHQAI,899,142.6,,,,,,,,,899,,
202211,SUVS,OPEL CROSSLAND X,1075,135.2,1027,135.8,5.9,48,123.9,4.7,,,,,
202211,SUVS,OPEL GRANDLAND X,1299,64.7,189,146.1,6.3,200,135.8,5.1,,,910,910,
202211,SUVS,OPEL MOKKA,3150,45.9,1102,129.7,5.6,17,116.9,4.4,,,,,2031
202211,SUVS,PEUGEOT 2008,638,52.9,224,132.4,5.7,34,126.9,4.8,,,,,380
202211,SUVS,RENAULT ARKANA,521,126.2,,,,,,,,,521,,
202211,SUVS,RENAULT AUSTRAL,156,141.5,,,,,,,,,156,,
202211,SUVS,RENAULT CAPTUR,1382,122.5,301,133,5.7,,,,,2,1079,150,
202211,SUVS,RENAULT KADJAR,12,142.4,10,143.9,6.2,2,135,5.1,,,,,
202211,SUVS,RENAULT KOLEOS,275,173.1,46,151.1,6.5,229,177.5,6.7,,,,,
202211,SUVS,ROLLS ROYCE CULLINAN,5,375,5,375,16.2,,,,,,,,
202211,SUVS,SEAT ARONA,306,129,293,130.1,5.6,,,,13,,,,
202211,SUVS,SEAT ATECA,1001,163.6,654,175.7,7.6,347,140.8,5.3,,,,,
202211,SUVS,SEAT FORMENTOR,3002,74,760,179.5,7.7,156,145.4,5.5,,,2086,2086,
202211,SUVS,SEAT TARRACO,618,107.7,73,173.5,7.5,255,163.7,6.2,,,290,290,
202211,SUVS,SKODA ENYAQ,1121,,,,,,,,,,,,1121
202211,SUVS,SKODA KAMIQ,885,129.4,878,129.6,5.6,,,,7,,,,
202211,SUVS,SKODA KAROQ,2522,145.6,1518,146.7,6.3,1003,144,5.4,,1,,,
202211,SUVS,SMART 1,2,,,,,,,,,,,,2
202211,SUVS,SSANGYONG KORANDO,50,137.6,37,181.5,7.8,1,164,6.2,,,,,12
202211,SUVS,SSANGYONG TIVOLI,69,170.1,69,170.1,7.3,,,,,,,,
202211,SUVS,SUBARU SOLTERRA,34,,,,,,,,,,,,34
202211,SUVS,SUBARU XV,81,180,42,180,7.8,,,,,,39,,
202211,SUVS,SUZUKI ACROSS,66,23.9,,,,,,,,,66,66,
202211,SUVS,SUZUKI SX4,192,127.2,,,,,,,,,192,,
202211,SUVS,SUZUKI VITARA,793,127.3,,,,,,,,,793,,
202211,SUVS,TESLA MODEL X,35,,,,,,,,,,,,35
202211,SUVS,TESLA MODEL Y,3867,,,,,,,,,,,,3867
202211,SUVS,TOYOTA BZ4,257,,,,,,,,,,,,257
202211,SUVS,TOYOTA C-HR,328,117,,,,,,,,,328,,
202211,SUVS,TOYOTA HIGHLANDER,11,153.5,,,,,,,,,11,,
202211,SUVS,TOYOTA RAV 4,308,77.6,4,159.5,6.9,,,,,,304,153,
202211,SUVS,VOLVO C40,502,,,,,,,,,,,,502
202211,SUVS,"VW ID.4, ID.5",2871,,,,,,,,,,,,2871
202211,SUVS,VW T-CROSS,2741,138.4,2741,138.4,6,,,,,,,,
202211,SUVS,VW T-ROC,5144,145.2,4290,147.4,6.4,854,133.9,5.1,,,,,
202211,SUVS,VW TAIGO,1760,131.8,1760,131.8,5.7,,,,,,,,
202211,GELÄNDEWAGEN,ASTON MARTIN DBX,22,323,22,323,13.9,,,,,,,,
202211,GELÄNDEWAGEN,AUDI Q3,2664,125.5,1031,171.1,7.4,682,143.5,5.4,,,951,774,
202211,GELÄNDEWAGEN,AUDI Q5,2522,141.4,,,,,,,,,2522,708,
202211,GELÄNDEWAGEN,AUDI Q7,412,210.4,85,281.1,12.1,,,,,,327,67,
202211,GELÄNDEWAGEN,AUDI Q8,444,224.2,105,287.6,12.4,2,,,,,337,77,
202211,GELÄNDEWAGEN,BENTLEY BENTAYGA,24,294,24,294,12.7,,,,,,,,
202211,GELÄNDEWAGEN,BMW X3,1829,113.5,88,248.4,10.7,,,,,,1533,596,208
202211,GELÄNDEWAGEN,BMW X4,369,178.4,24,245,10.6,,,,,,345,,
202211,GELÄNDEWAGEN,BMW X5,1654,114,78,282.1,12.2,30,195.9,7.4,,,1534,817,
202211,GELÄNDEWAGEN,BMW X6,247,205.2,49,281.1,12.1,,,,,,198,,
202211,GELÄNDEWAGEN,BMW X7,205,227.8,11,297.8,12.8,,,,,,194,,
202211,GELÄNDEWAGEN,CADILLAC ESCALADE,25,,21,,,,,,,,,,
202211,GELÄNDEWAGEN,HYUNDAI SANTA FE,309,96.1,,,,112,175.5,6.6,,,197,174,
202211,GELÄNDEWAGEN,JAGUAR E-PACE,43,159.6,,,,,,,,,43,9,
202211,GELÄNDEWAGEN,JAGUAR F-PACE,135,172.4,36,240.4,10.4,,,,,,99,26,
202211,GELÄNDEWAGEN,JEEP COMPASS,1299,46.3,4,155.8,6.7,3,137,5.2,,,1292,1286,
202211,GELÄNDEWAGEN,JEEP RENEGADE,572,60.9,20,146.7,6.3,5,139,5.2,,,547,465,
202211,GELÄNDEWAGEN,JEEP WRANGLER,261,88,16,367,15.8,1,,,,,244,241,
202211,GELÄNDEWAGEN,KIA SORENTO,178,128.5,1,,,101,172.1,6.5,,,76,56,
202211,GELÄNDEWAGEN,LAMBORGHINI URUS,48,323.5,48,323.5,13.9,,,,,,,,
202211,GELÄNDEWAGEN,LAND ROVER DEFENDER,190,264,46,328.8,14.2,,,,,,144,2,
202211,GELÄNDEWAGEN,LAND ROVER DISCOVERY,18,222.8,,,,,,,,,18,,
202211,GELÄNDEWAGEN,LAND ROVER DISCOVERY SPORT,63,155.6,,,,1,173,6.5,,,62,13,
202211,GELÄNDEWAGEN,LAND ROVER RANGE ROVER,97,211.4,53,265.9,11.5,,,,,,44,16,
202211,GELÄNDEWAGEN,LAND ROVER RANGE ROVER EVOQUE,361,158.4,,,,,,,,,361,68,
202211,GELÄNDEWAGEN,LAND ROVER RANGE ROVER SPORT,88,149.9,5,331,14.3,,,,,,83,30,
202211,GELÄNDEWAGEN,LAND ROVER RANGE ROVER VELAR,108,188.9,34,220.8,9.5,,,,,,74,11,
202211,GELÄNDEWAGEN,MERCEDES G-KLASSE,371,362.6,286,383.3,16.5,72,290.7,11,,,13,,
202211,GELÄNDEWAGEN,"MERCEDES GL-KLASSE, GLS",199,255.6,,,,103,229.4,8.7,,,96,,
202211,GELÄNDEWAGEN,"MERCEDES ML-KLASSE, GLE",1768,99,,,,378,214.3,8.1,,,1390,1078,
202211,GELÄNDEWAGEN,NISSAN X-TRAIL,262,151.4,,,,,,,,,262,,
202211,GELÄNDEWAGEN,PORSCHE CAYENNE,437,162,182,283.6,12.2,,,,,,255,255,
202211,GELÄNDEWAGEN,PORSCHE MACAN,438,239.1,438,239.1,10.3,,,,,,,,
202211,GELÄNDEWAGEN,SKODA KODIAQ,1545,161,377,177.8,7.7,1168,155.5,5.9,,,,,
202211,GELÄNDEWAGEN,SSANGYONG REXTON,37,216.8,,,,37,216.8,8.2,,,,,
202211,GELÄNDEWAGEN,SUBARU FORESTER,94,184.6,,,,,,,,,94,,
202211,GELÄNDEWAGEN,TOYOTA LANDCRUISER,340,250.7,2,329,14.2,338,250.5,9.5,,,,,
202211,GELÄNDEWAGEN,VOLVO XC40,1612,40.4,32,165,7.1,,,,,,924,781,656
202211,GELÄNDEWAGEN,VOLVO XC60,997,122.3,,,,1,157,5.9,,,996,318,
202211,GELÄNDEWAGEN,VOLVO XC90,543,92.2,,,,,,,,,543,331,
202211,GELÄNDEWAGEN,VW TIGUAN,6742,131.7,1959,172.4,7.4,3036,158.7,6,,,1747,1747,
202211,GELÄNDEWAGEN,VW TOUAREG,526,200.6,122,259.1,11.2,311,217.9,8.2,,,93,93,
202211,GELÄNDEWAGEN,SONSTIGE,1,291,1,291,12.5,,,,,,,,
202211,SPORTWAGEN,ALPINE A110,24,155,24,155,6.7,,,,,,,,
202211,SPORTWAGEN,ASTON MARTIN DB11,7,255.5,7,255.5,11,,,,,,,,
202211,SPORTWAGEN,ASTON MARTIN V8,9,263.6,9,263.6,11.4,,,,,,,,
202211,SPORTWAGEN,AUDI R8,24,314.7,24,314.7,13.6,,,,,,,,
202211,SPORTWAGEN,AUDI TT,146,173,146,173,7.5,,,,,,,,
202211,SPORTWAGEN,BMW Z4,158,173.4,158,173.4,7.5,,,,,,,,
202211,SPORTWAGEN,FERRARI 296 GTB,27,163.1,,,,,,,,,27,27,
202211,SPORTWAGEN,FERRARI F8,18,295.3,18,295.3,12.7,,,,,,,,
202211,SPORTWAGEN,FERRARI PORTOFINO,9,256,9,256,11,,,,,,,,
202211,SPORTWAGEN,FERRARI ROMA,20,255,20,255,11,,,,,,,,
202211,SPORTWAGEN,FERRARI SF90,16,180,1,149,6.4,,,,,,15,15,
202211,SPORTWAGEN,FORD MUSTANG,99,264.1,99,264.1,11.4,,,,,,,,
202211,SPORTWAGEN,JAGUAR F-TYPE,41,228.5,41,228.5,9.8,,,,,,,,
202211,SPORTWAGEN,LEXUS LC,6,259.8,5,275,11.9,,,,,,1,,
202211,SPORTWAGEN,LOTUS EMIRA,14,258,14,258,11.1,,,,,,,,
202211,SPORTWAGEN,MERCEDES AMG GT,53,232.7,15,299.7,12.9,,,,,,38,17,
202211,SPORTWAGEN,MERCEDES E-KLASSE COUPE,204,182.8,,,,62,161.7,6.1,,,142,,
202211,SPORTWAGEN,MERCEDES SL,246,250.7,123,291.7,12.6,,,,,,123,8,
202211,SPORTWAGEN,PORSCHE 911,654,253.5,626,254.6,11,,,,,,28,,
202211,SPORTWAGEN,PORSCHE BOXSTER,92,222,92,222,9.6,,,,,,,,
202211,SPORTWAGEN,PORSCHE CAYMAN,63,244.4,63,244.4,10.5,,,,,,,,
202211,SPORTWAGEN,TOYOTA GR 86,127,199.6,127,199.6,8.6,,,,,,,,
202211,SPORTWAGEN,TOYOTA SUPRA,19,179.4,19,179.4,7.7,,,,,,,,
202211,MINI-VANS,DACIA LODGY,19,133.2,2,159.5,6.9,17,130.1,4.9,,,,,
202211,MINI-VANS,KIA SOUL,76,,,,,,,,,,,,76
202211,MINI-VANS,MERCEDES B-KLASSE,1700,80.8,580,142.1,6.1,251,135.8,5.1,,,869,869,
202211,MINI-VANS,PEUGEOT 3008,585,70.4,99,145.1,6.3,107,135.7,5.1,,,379,379,
202211,MINI-VANS,RENAULT SCENIC,16,150.4,16,150.4,6.5,,,,,,,,
202211,GROSSRAUM-VANS,DACIA JOGGER,903,124.6,508,129,5.6,,,,,395,,,
202211,GROSSRAUM-VANS,FIAT ULYSSE,83,,,,,,,,,,,,83
202211,GROSSRAUM-VANS,FORD GALAXY,69,162.3,,,,44,170.7,6.4,,,25,,
202211,GROSSRAUM-VANS,FORD S-MAX,433,159.1,,,,264,167,6.3,,,169,,
202211,GROSSRAUM-VANS,MERCEDES V-KLASSE,2049,196.2,6,,,1925,208.3,7.9,,,,,118
202211,GROSSRAUM-VANS,PEUGEOT 5008,203,148.4,68,152.7,6.6,135,146.3,5.5,,,,,
202211,GROSSRAUM-VANS,RENAULT ESPACE,9,168.4,,,,9,168.4,6.4,,,,,
202211,GROSSRAUM-VANS,SEAT ALHAMBRA,314,194.8,314,194.8,8.4,,,,,,,,
202211,GROSSRAUM-VANS,VW SHARAN,176,191.3,176,191.3,8.2,,,,,,,,
202211,GROSSRAUM-VANS,VW TOURAN,2025,147.7,905,153.1,6.6,1120,143.2,5.4,,,,,
202211,UTILITIES,CITROEN BERLINGO,349,126,173,149.7,6.5,132,138.2,5.2,,,,,44
202211,UTILITIES,CITROEN JUMPER,12,265.1,,,,12,265.1,10,,,,,
202211,UTILITIES,CITROEN JUMPY,21,110.5,,,,13,184.2,6.9,,,,,8
202211,UTILITIES,FIAT DOBLO,5,98.4,,,,3,164,6.2,,,,,2
202211,UTILITIES,FIAT DUCATO,21,237.1,,,,21,237.1,8.9,,,,,
202211,UTILITIES,FORD TRANSIT CONNECT,145,144,45,150.6,6.5,100,141.1,5.3,,,,,
202211,UTILITIES,FORD TRANSIT COURIER,16,132.9,,,,16,132.9,5,,,,,
202211,UTILITIES,"FORD TRANSIT, TOURNEO",952,215.7,,,,877,216.9,8.2,,,75,,
202211,UTILITIES,HYUNDAI STARIA,179,229.4,,,,179,229.4,8.7,,,,,
202211,UTILITIES,MAN TGE,15,223.2,,,,13,263.8,10,,,,,2
202211,UTILITIES,MERCEDES CITAN,456,147.9,81,155.1,6.7,374,146.7,5.5,,,,,1
202211,UTILITIES,MERCEDES SPRINTER,312,257.3,,,,312,257.3,9.7,,,,,
202211,UTILITIES,MERCEDES VITO,622,183,1,,,582,195.4,7.4,,,,,39
202211,UTILITIES,NISSAN PRIMASTAR,52,187.3,,,,52,187.3,7.1,,,,,
202211,UTILITIES,NISSAN TOWNSTAR,78,151.8,77,153.8,6.6,,,,,,,,1
202211,UTILITIES,OPEL COMBO,1038,137.8,602,153.1,6.6,371,137.5,5.2,,,,,65
202211,UTILITIES,OPEL ZAFIRA LIFE,414,169.3,1,193,8.3,380,184.4,7,,,,,33
202211,UTILITIES,PEUGEOT BOXER,4,248.8,,,,4,248.8,9.4,,,,,
202211,UTILITIES,PEUGEOT EXPERT,49,151.7,,,,40,185.9,7,,,,,9
202211,UTILITIES,PEUGEOT RIFTER,178,141.4,108,152.7,6.6,62,140.4,5.3,,,,,8
202211,UTILITIES,RENAULT KANGOO,219,154.7,182,156,6.7,37,148.4,5.6,,,,,
202211,UTILITIES,RENAULT MASTER,3,,,,,3,,,,,,,
202211,UTILITIES,RENAULT TRAFIC,264,191,,,,264,191,7.2,,,,,
202211,UTILITIES,TOYOTA PROACE,436,164.4,160,152.8,6.6,260,181.8,6.9,,,,,16
202211,UTILITIES,VW CADDY,1717,140.1,718,149.5,6.4,996,133.4,5,2,,1,1,
202211,UTILITIES,VW CRAFTER,87,211.7,,,,79,234.6,8.9,,,,,8
202211,UTILITIES,VW ID. BUZZ,634,,,,,,,,,,,,634
202211,UTILITIES,VW TRANSPORTER,1814,172.7,97,192.5,8.3,1379,203.2,7.7,,,338,338,
202211,UTILITIES,SONSTIGE,2,,,,,2,,,,,,,
