Bundesland;Date;Powertrain;Reg
MECKLENBURG-VORPOMMERN;01.06.20;Benzin;1612
MECKLENBURG-VORPOMMERN;01.06.20;Diesel;726
MECKLENBURG-VORPOMMERN;01.06.20;EV;62
MECKLENBURG-VORPOMMERN;01.06.20;CNG;7
MECKLENBURG-VORPOMMERN;01.06.20;LPG;3
MECKLENBURG-VORPOMMERN;01.06.20;Hybrid;300
NIEDERSACHSEN;01.06.20;Benzin;11156
NIEDERSACHSEN;01.06.20;Diesel;7364
NIEDERSACHSEN;01.06.20;EV;1249
NIEDERSACHSEN;01.06.20;CNG;52
NIEDERSACHSEN;01.06.20;LPG;22
NIEDERSACHSEN;01.06.20;Hybrid;2422
NORDRHEIN-WESTFALEN;01.06.20;Benzin;23345
NORDRHEIN-WESTFALEN;01.06.20;Diesel;11629
NORDRHEIN-WESTFALEN;01.06.20;EV;1620
NORDRHEIN-WESTFALEN;01.06.20;CNG;157
NORDRHEIN-WESTFALEN;01.06.20;LPG;104
NORDRHEIN-WESTFALEN;01.06.20;Hybrid;6189
RHEINLAND-PFALZ;01.06.20;Benzin;4425
RHEINLAND-PFALZ;01.06.20;Diesel;2283
RHEINLAND-PFALZ;01.06.20;EV;289
RHEINLAND-PFALZ;01.06.20;CNG;16
RHEINLAND-PFALZ;01.06.20;LPG;16
RHEINLAND-PFALZ;01.06.20;Hybrid;1088
SAARLAND;01.06.20;Benzin;1532
SAARLAND;01.06.20;Diesel;764
SAARLAND;01.06.20;EV;63
SAARLAND;01.06.20;CNG;5
SAARLAND;01.06.20;LPG;1
SAARLAND;01.06.20;Hybrid;324
SACHSEN;01.06.20;Benzin;4792
SACHSEN;01.06.20;Diesel;2365
SACHSEN;01.06.20;EV;308
SACHSEN;01.06.20;CNG;24
SACHSEN;01.06.20;LPG;6
SACHSEN;01.06.20;Hybrid;1047
SACHSEN-ANHALT;01.06.20;Benzin;2513
SACHSEN-ANHALT;01.06.20;Diesel;998
SACHSEN-ANHALT;01.06.20;EV;92
SACHSEN-ANHALT;01.06.20;CNG;12
SACHSEN-ANHALT;01.06.20;LPG;3
SACHSEN-ANHALT;01.06.20;Hybrid;476
SCHLESWIG-HOLSTEIN;01.06.20;Benzin;2811
SCHLESWIG-HOLSTEIN;01.06.20;Diesel;1836
SCHLESWIG-HOLSTEIN;01.06.20;EV;393
SCHLESWIG-HOLSTEIN;01.06.20;CNG;26
SCHLESWIG-HOLSTEIN;01.06.20;LPG;4
SCHLESWIG-HOLSTEIN;01.06.20;Hybrid;758
THÜRINGEN;01.06.20;Benzin;2579
THÜRINGEN;01.06.20;Diesel;1209
THÜRINGEN;01.06.20;EV;100
THÜRINGEN;01.06.20;CNG;9
THÜRINGEN;01.06.20;LPG;4
THÜRINGEN;01.06.20;Hybrid;552
BADEN-WÜRTTEMBERG;01.05.20;Benzin;10584
BADEN-WÜRTTEMBERG;01.05.20;Diesel;8035
BADEN-WÜRTTEMBERG;01.05.20;EV;773
BADEN-WÜRTTEMBERG;01.05.20;CNG;39
BADEN-WÜRTTEMBERG;01.05.20;LPG;14
BADEN-WÜRTTEMBERG;01.05.20;Hybrid;3455
BAYERN;01.05.20;Benzin;17573
BAYERN;01.05.20;Diesel;12453
BAYERN;01.05.20;EV;1184
BAYERN;01.05.20;CNG;114
BAYERN;01.05.20;LPG;25
BAYERN;01.05.20;Hybrid;5357
BERLIN;01.05.20;Benzin;1862
BERLIN;01.05.20;Diesel;814
BERLIN;01.05.20;EV;130
BERLIN;01.05.20;CNG;12
BERLIN;01.05.20;LPG;
BERLIN;01.05.20;Hybrid;609
BRANDENBURG;01.05.20;Benzin;1928
BRANDENBURG;01.05.20;Diesel;929
BRANDENBURG;01.05.20;EV;119
BRANDENBURG;01.05.20;CNG;6
BRANDENBURG;01.05.20;LPG;53
BRANDENBURG;01.05.20;Hybrid;384
BREMEN;01.05.20;Benzin;470
BREMEN;01.05.20;Diesel;327
BREMEN;01.05.20;EV;20
BREMEN;01.05.20;CNG;2
BREMEN;01.05.20;LPG;2
BREMEN;01.05.20;Hybrid;157
HAMBURG;01.05.20;Benzin;3514
HAMBURG;01.05.20;Diesel;2054
HAMBURG;01.05.20;EV;120
HAMBURG;01.05.20;CNG;5
HAMBURG;01.05.20;LPG;1
HAMBURG;01.05.20;Hybrid;958
HESSEN;01.05.20;Benzin;9340
HESSEN;01.05.20;Diesel;5123
HESSEN;01.05.20;EV;375
HESSEN;01.05.20;CNG;46
HESSEN;01.05.20;LPG;9
HESSEN;01.05.20;Hybrid;2150
MECKLENBURG-VORPOMMERN;01.05.20;Benzin;1116
MECKLENBURG-VORPOMMERN;01.05.20;Diesel;619
MECKLENBURG-VORPOMMERN;01.05.20;EV;31
MECKLENBURG-VORPOMMERN;01.05.20;CNG;4
MECKLENBURG-VORPOMMERN;01.05.20;LPG;3
MECKLENBURG-VORPOMMERN;01.05.20;Hybrid;198
NIEDERSACHSEN;01.05.20;Benzin;8510
NIEDERSACHSEN;01.05.20;Diesel;5646
NIEDERSACHSEN;01.05.20;EV;872
NIEDERSACHSEN;01.05.20;CNG;33
NIEDERSACHSEN;01.05.20;LPG;10
NIEDERSACHSEN;01.05.20;Hybrid;1602
NORDRHEIN-WESTFALEN;01.05.20;Benzin;17419
NORDRHEIN-WESTFALEN;01.05.20;Diesel;10025
NORDRHEIN-WESTFALEN;01.05.20;EV;1233
NORDRHEIN-WESTFALEN;01.05.20;CNG;83
NORDRHEIN-WESTFALEN;01.05.20;LPG;49
NORDRHEIN-WESTFALEN;01.05.20;Hybrid;4781
RHEINLAND-PFALZ;01.05.20;Benzin;3451
RHEINLAND-PFALZ;01.05.20;Diesel;1878
RHEINLAND-PFALZ;01.05.20;EV;201
RHEINLAND-PFALZ;01.05.20;CNG;7
RHEINLAND-PFALZ;01.05.20;LPG;8
RHEINLAND-PFALZ;01.05.20;Hybrid;843
SAARLAND;01.05.20;Benzin;1108
SAARLAND;01.05.20;Diesel;507
SAARLAND;01.05.20;EV;30
SAARLAND;01.05.20;CNG;5
SAARLAND;01.05.20;LPG;1
SAARLAND;01.05.20;Hybrid;313
SACHSEN;01.05.20;Benzin;3352
SACHSEN;01.05.20;Diesel;1623
SACHSEN;01.05.20;EV;104
SACHSEN;01.05.20;CNG;9
SACHSEN;01.05.20;LPG;18
SACHSEN;01.05.20;Hybrid;790
SACHSEN-ANHALT;01.05.20;Benzin;1638
SACHSEN-ANHALT;01.05.20;Diesel;838
SACHSEN-ANHALT;01.05.20;EV;53
SACHSEN-ANHALT;01.05.20;CNG;4
SACHSEN-ANHALT;01.05.20;LPG;3
SACHSEN-ANHALT;01.05.20;Hybrid;292
SCHLESWIG-HOLSTEIN;01.05.20;Benzin;2038
SCHLESWIG-HOLSTEIN;01.05.20;Diesel;1389
SCHLESWIG-HOLSTEIN;01.05.20;EV;271
SCHLESWIG-HOLSTEIN;01.05.20;CNG;5
SCHLESWIG-HOLSTEIN;01.05.20;LPG;2
SCHLESWIG-HOLSTEIN;01.05.20;Hybrid;518
THÜRINGEN;01.05.20;Benzin;1993
THÜRINGEN;01.05.20;Diesel;946
THÜRINGEN;01.05.20;EV;58
THÜRINGEN;01.05.20;CNG;4
THÜRINGEN;01.05.20;LPG;2
THÜRINGEN;01.05.20;Hybrid;423
BADEN-WÜRTTEMBERG;01.04.20;Benzin;8214
BADEN-WÜRTTEMBERG;01.04.20;Diesel;5762
BADEN-WÜRTTEMBERG;01.04.20;EV;728
BADEN-WÜRTTEMBERG;01.04.20;CNG;33
BADEN-WÜRTTEMBERG;01.04.20;LPG;13
BADEN-WÜRTTEMBERG;01.04.20;Hybrid;2509
BAYERN;01.04.20;Benzin;11103
BAYERN;01.04.20;Diesel;7576
BAYERN;01.04.20;EV;928
BAYERN;01.04.20;CNG;62
BAYERN;01.04.20;LPG;92
BAYERN;01.04.20;Hybrid;3171
BERLIN;01.04.20;Benzin;1489
BERLIN;01.04.20;Diesel;740
BERLIN;01.04.20;EV;150
BERLIN;01.04.20;CNG;6
BERLIN;01.04.20;LPG;1
BERLIN;01.04.20;Hybrid;497
BRANDENBURG;01.04.20;Benzin;1348
BRANDENBURG;01.04.20;Diesel;679
BRANDENBURG;01.04.20;EV;86
BRANDENBURG;01.04.20;CNG;2
BRANDENBURG;01.04.20;LPG;5
BRANDENBURG;01.04.20;Hybrid;381
BREMEN;01.04.20;Benzin;283
BREMEN;01.04.20;Diesel;254
BREMEN;01.04.20;EV;21
BREMEN;01.04.20;CNG;6
BREMEN;01.04.20;LPG;
BREMEN;01.04.20;Hybrid;122
HAMBURG;01.04.20;Benzin;1033
HAMBURG;01.04.20;Diesel;1273
HAMBURG;01.04.20;EV;96
HAMBURG;01.04.20;CNG;2
HAMBURG;01.04.20;LPG;2
HAMBURG;01.04.20;Hybrid;382
HESSEN;01.04.20;Benzin;5629
HESSEN;01.04.20;Diesel;3488
HESSEN;01.04.20;EV;298
HESSEN;01.04.20;CNG;28
HESSEN;01.04.20;LPG;3
HESSEN;01.04.20;Hybrid;1497
MECKLENBURG-VORPOMMERN;01.04.20;Benzin;1057
MECKLENBURG-VORPOMMERN;01.04.20;Diesel;494
MECKLENBURG-VORPOMMERN;01.04.20;EV;36
MECKLENBURG-VORPOMMERN;01.04.20;CNG;1
MECKLENBURG-VORPOMMERN;01.04.20;LPG;3
MECKLENBURG-VORPOMMERN;01.04.20;Hybrid;177
NIEDERSACHSEN;01.04.20;Benzin;6713
NIEDERSACHSEN;01.04.20;Diesel;4295
NIEDERSACHSEN;01.04.20;EV;606
NIEDERSACHSEN;01.04.20;CNG;36
NIEDERSACHSEN;01.04.20;LPG;4
NIEDERSACHSEN;01.04.20;Hybrid;1244
NORDRHEIN-WESTFALEN;01.04.20;Benzin;12966
NORDRHEIN-WESTFALEN;01.04.20;Diesel;8536
NORDRHEIN-WESTFALEN;01.04.20;EV;1038
NORDRHEIN-WESTFALEN;01.04.20;CNG;73
NORDRHEIN-WESTFALEN;01.04.20;LPG;49
NORDRHEIN-WESTFALEN;01.04.20;Hybrid;4057
RHEINLAND-PFALZ;01.04.20;Benzin;2619
RHEINLAND-PFALZ;01.04.20;Diesel;1469
RHEINLAND-PFALZ;01.04.20;EV;219
RHEINLAND-PFALZ;01.04.20;CNG;13
RHEINLAND-PFALZ;01.04.20;LPG;5
RHEINLAND-PFALZ;01.04.20;Hybrid;674
SAARLAND;01.04.20;Benzin;824
SAARLAND;01.04.20;Diesel;378
SAARLAND;01.04.20;EV;30
SAARLAND;01.04.20;CNG;1
SAARLAND;01.04.20;LPG;1
SAARLAND;01.04.20;Hybrid;181
SACHSEN;01.04.20;Benzin;2776
SACHSEN;01.04.20;Diesel;1379
SACHSEN;01.04.20;EV;101
SACHSEN;01.04.20;CNG;9
SACHSEN;01.04.20;LPG;4
SACHSEN;01.04.20;Hybrid;662
SACHSEN-ANHALT;01.04.20;Benzin;1107
SACHSEN-ANHALT;01.04.20;Diesel;589
SACHSEN-ANHALT;01.04.20;EV;46
SACHSEN-ANHALT;01.04.20;CNG;4
SACHSEN-ANHALT;01.04.20;LPG;4
SACHSEN-ANHALT;01.04.20;Hybrid;257
SCHLESWIG-HOLSTEIN;01.04.20;Benzin;1701
SCHLESWIG-HOLSTEIN;01.04.20;Diesel;1195
SCHLESWIG-HOLSTEIN;01.04.20;EV;193
SCHLESWIG-HOLSTEIN;01.04.20;CNG;4
SCHLESWIG-HOLSTEIN;01.04.20;LPG;3
SCHLESWIG-HOLSTEIN;01.04.20;Hybrid;412
THÜRINGEN;01.04.20;Benzin;1425
THÜRINGEN;01.04.20;Diesel;708
THÜRINGEN;01.04.20;EV;59
THÜRINGEN;01.04.20;CNG;6
THÜRINGEN;01.04.20;LPG;2
THÜRINGEN;01.04.20;Hybrid;340
BADEN-WÜRTTEMBERG;01.03.20;Benzin;15388
BADEN-WÜRTTEMBERG;01.03.20;Diesel;10475
BADEN-WÜRTTEMBERG;01.03.20;EV;1498
BADEN-WÜRTTEMBERG;01.03.20;CNG;95
BADEN-WÜRTTEMBERG;01.03.20;LPG;7
BADEN-WÜRTTEMBERG;01.03.20;Hybrid;4511
BAYERN;01.03.20;Benzin;20043
BAYERN;01.03.20;Diesel;12661
BAYERN;01.03.20;EV;2057
BAYERN;01.03.20;CNG;86
BAYERN;01.03.20;LPG;7
BAYERN;01.03.20;Hybrid;5902
BERLIN;01.03.20;Benzin;2166
BERLIN;01.03.20;Diesel;1218
BERLIN;01.03.20;EV;223
BERLIN;01.03.20;CNG;15
BERLIN;01.03.20;LPG;
BERLIN;01.03.20;Hybrid;675
BRANDENBURG;01.03.20;Benzin;2450
BRANDENBURG;01.03.20;Diesel;1131
BRANDENBURG;01.03.20;EV;307
BRANDENBURG;01.03.20;CNG;7
BRANDENBURG;01.03.20;LPG;2
BRANDENBURG;01.03.20;Hybrid;517
BREMEN;01.03.20;Benzin;580
BREMEN;01.03.20;Diesel;515
BREMEN;01.03.20;EV;56
BREMEN;01.03.20;CNG;1
BREMEN;01.03.20;LPG;6
BREMEN;01.03.20;Hybrid;208
HAMBURG;01.03.20;Benzin;2650
HAMBURG;01.03.20;Diesel;2331
HAMBURG;01.03.20;EV;230
HAMBURG;01.03.20;CNG;7
HAMBURG;01.03.20;LPG;
HAMBURG;01.03.20;Hybrid;875
HESSEN;01.03.20;Benzin;10173
HESSEN;01.03.20;Diesel;6651
HESSEN;01.03.20;EV;762
HESSEN;01.03.20;CNG;44
HESSEN;01.03.20;LPG;8
HESSEN;01.03.20;Hybrid;2455
MECKLENBURG-VORPOMMERN;01.03.20;Benzin;1557
MECKLENBURG-VORPOMMERN;01.03.20;Diesel;838
MECKLENBURG-VORPOMMERN;01.03.20;EV;99
MECKLENBURG-VORPOMMERN;01.03.20;CNG;5
MECKLENBURG-VORPOMMERN;01.03.20;LPG;1
MECKLENBURG-VORPOMMERN;01.03.20;Hybrid;327
NIEDERSACHSEN;01.03.20;Benzin;11613
NIEDERSACHSEN;01.03.20;Diesel;9098
NIEDERSACHSEN;01.03.20;EV;1402
NIEDERSACHSEN;01.03.20;CNG;71
NIEDERSACHSEN;01.03.20;LPG;9
NIEDERSACHSEN;01.03.20;Hybrid;2607
NORDRHEIN-WESTFALEN;01.03.20;Benzin;23323
NORDRHEIN-WESTFALEN;01.03.20;Diesel;13721
NORDRHEIN-WESTFALEN;01.03.20;EV;2167
NORDRHEIN-WESTFALEN;01.03.20;CNG;115
NORDRHEIN-WESTFALEN;01.03.20;LPG;29
NORDRHEIN-WESTFALEN;01.03.20;Hybrid;6511
RHEINLAND-PFALZ;01.03.20;Benzin;4511
RHEINLAND-PFALZ;01.03.20;Diesel;2423
RHEINLAND-PFALZ;01.03.20;EV;501
RHEINLAND-PFALZ;01.03.20;CNG;11
RHEINLAND-PFALZ;01.03.20;LPG;4
RHEINLAND-PFALZ;01.03.20;Hybrid;1178
SAARLAND;01.03.20;Benzin;1451
SAARLAND;01.03.20;Diesel;513
SAARLAND;01.03.20;EV;78
SAARLAND;01.03.20;CNG;11
SAARLAND;01.03.20;LPG;1
SAARLAND;01.03.20;Hybrid;285
SACHSEN;01.03.20;Benzin;4346
SACHSEN;01.03.20;Diesel;2233
SACHSEN;01.03.20;EV;271
SACHSEN;01.03.20;CNG;14
SACHSEN;01.03.20;LPG;5
SACHSEN;01.03.20;Hybrid;991
SACHSEN-ANHALT;01.03.20;Benzin;2191
SACHSEN-ANHALT;01.03.20;Diesel;1041
SACHSEN-ANHALT;01.03.20;EV;120
SACHSEN-ANHALT;01.03.20;CNG;11
SACHSEN-ANHALT;01.03.20;LPG;
SACHSEN-ANHALT;01.03.20;Hybrid;461
SCHLESWIG-HOLSTEIN;01.03.20;Benzin;2651
SCHLESWIG-HOLSTEIN;01.03.20;Diesel;1859
SCHLESWIG-HOLSTEIN;01.03.20;EV;387
SCHLESWIG-HOLSTEIN;01.03.20;CNG;9
SCHLESWIG-HOLSTEIN;01.03.20;LPG;2
SCHLESWIG-HOLSTEIN;01.03.20;Hybrid;709
THÜRINGEN;01.03.20;Benzin;2404
THÜRINGEN;01.03.20;Diesel;1195
THÜRINGEN;01.03.20;EV;166
THÜRINGEN;01.03.20;CNG;5
THÜRINGEN;01.03.20;LPG;1
THÜRINGEN;01.03.20;Hybrid;508
BADEN-WÜRTTEMBERG;01.02.20;Benzin;17161
BADEN-WÜRTTEMBERG;01.02.20;Diesel;11775
BADEN-WÜRTTEMBERG;01.02.20;EV;1283
BADEN-WÜRTTEMBERG;01.02.20;CNG;87
BADEN-WÜRTTEMBERG;01.02.20;LPG;6
BADEN-WÜRTTEMBERG;01.02.20;Hybrid;4580
BAYERN;01.02.20;Benzin;23442
BAYERN;01.02.20;Diesel;16659
BAYERN;01.02.20;EV;1596
BAYERN;01.02.20;CNG;104
BAYERN;01.02.20;LPG;8
BAYERN;01.02.20;Hybrid;6942
BERLIN;01.02.20;Benzin;3451
BERLIN;01.02.20;Diesel;1544
BERLIN;01.02.20;EV;235
BERLIN;01.02.20;CNG;26
BERLIN;01.02.20;LPG;
BERLIN;01.02.20;Hybrid;895
BRANDENBURG;01.02.20;Benzin;2703
BRANDENBURG;01.02.20;Diesel;1185
BRANDENBURG;01.02.20;EV;128
BRANDENBURG;01.02.20;CNG;10
BRANDENBURG;01.02.20;LPG;1
BRANDENBURG;01.02.20;Hybrid;565
BREMEN;01.02.20;Benzin;631
BREMEN;01.02.20;Diesel;458
BREMEN;01.02.20;EV;49
BREMEN;01.02.20;CNG;
BREMEN;01.02.20;LPG;
BREMEN;01.02.20;Hybrid;237
HAMBURG;01.02.20;Benzin;5228
HAMBURG;01.02.20;Diesel;2788
HAMBURG;01.02.20;EV;148
HAMBURG;01.02.20;CNG;6
HAMBURG;01.02.20;LPG;
HAMBURG;01.02.20;Hybrid;1075
HESSEN;01.02.20;Benzin;14347
HESSEN;01.02.20;Diesel;8249
HESSEN;01.02.20;EV;659
HESSEN;01.02.20;CNG;136
HESSEN;01.02.20;LPG;1
HESSEN;01.02.20;Hybrid;2643
MECKLENBURG-VORPOMMERN;01.02.20;Benzin;1343
MECKLENBURG-VORPOMMERN;01.02.20;Diesel;797
MECKLENBURG-VORPOMMERN;01.02.20;EV;81
MECKLENBURG-VORPOMMERN;01.02.20;CNG;4
MECKLENBURG-VORPOMMERN;01.02.20;LPG;
MECKLENBURG-VORPOMMERN;01.02.20;Hybrid;316
NIEDERSACHSEN;01.02.20;Benzin;11860
NIEDERSACHSEN;01.02.20;Diesel;8377
NIEDERSACHSEN;01.02.20;EV;1268
NIEDERSACHSEN;01.02.20;CNG;72
NIEDERSACHSEN;01.02.20;LPG;1
NIEDERSACHSEN;01.02.20;Hybrid;2378
NORDRHEIN-WESTFALEN;01.02.20;Benzin;25754
NORDRHEIN-WESTFALEN;01.02.20;Diesel;14151
NORDRHEIN-WESTFALEN;01.02.20;EV;1515
NORDRHEIN-WESTFALEN;01.02.20;CNG;192
NORDRHEIN-WESTFALEN;01.02.20;LPG;25
NORDRHEIN-WESTFALEN;01.02.20;Hybrid;6222
RHEINLAND-PFALZ;01.02.20;Benzin;4944
RHEINLAND-PFALZ;01.02.20;Diesel;2574
RHEINLAND-PFALZ;01.02.20;EV;320
RHEINLAND-PFALZ;01.02.20;CNG;28
RHEINLAND-PFALZ;01.02.20;LPG;3
RHEINLAND-PFALZ;01.02.20;Hybrid;1115
SAARLAND;01.02.20;Benzin;1682
SAARLAND;01.02.20;Diesel;692
SAARLAND;01.02.20;EV;71
SAARLAND;01.02.20;CNG;12
SAARLAND;01.02.20;LPG;1
SAARLAND;01.02.20;Hybrid;303
SACHSEN;01.02.20;Benzin;4460
SACHSEN;01.02.20;Diesel;2235
SACHSEN;01.02.20;EV;224
SACHSEN;01.02.20;CNG;20
SACHSEN;01.02.20;LPG;2
SACHSEN;01.02.20;Hybrid;930
SACHSEN-ANHALT;01.02.20;Benzin;2262
SACHSEN-ANHALT;01.02.20;Diesel;1039
SACHSEN-ANHALT;01.02.20;EV;91
SACHSEN-ANHALT;01.02.20;CNG;11
SACHSEN-ANHALT;01.02.20;LPG;
SACHSEN-ANHALT;01.02.20;Hybrid;479
SCHLESWIG-HOLSTEIN;01.02.20;Benzin;3278
SCHLESWIG-HOLSTEIN;01.02.20;Diesel;2010
SCHLESWIG-HOLSTEIN;01.02.20;EV;367
SCHLESWIG-HOLSTEIN;01.02.20;CNG;16
SCHLESWIG-HOLSTEIN;01.02.20;LPG;1
SCHLESWIG-HOLSTEIN;01.02.20;Hybrid;779
THÜRINGEN;01.02.20;Benzin;2546
THÜRINGEN;01.02.20;Diesel;1271
THÜRINGEN;01.02.20;EV;119
THÜRINGEN;01.02.20;CNG;24
THÜRINGEN;01.02.20;LPG;
THÜRINGEN;01.02.20;Hybrid;520
BADEN-WÜRTTEMBERG;01.01.20;Benzin;17468
BADEN-WÜRTTEMBERG;01.01.20;Diesel;12375
BADEN-WÜRTTEMBERG;01.01.20;EV;960
BADEN-WÜRTTEMBERG;01.01.20;CNG;142
BADEN-WÜRTTEMBERG;01.01.20;LPG;8
BADEN-WÜRTTEMBERG;01.01.20;Hybrid;4729
BAYERN;01.01.20;Benzin;21903
BAYERN;01.01.20;Diesel;17024
BAYERN;01.01.20;EV;1350
BAYERN;01.01.20;CNG;167
BAYERN;01.01.20;LPG;8
BAYERN;01.01.20;Hybrid;7081
BERLIN;01.01.20;Benzin;3536
BERLIN;01.01.20;Diesel;1602
BERLIN;01.01.20;EV;283
BERLIN;01.01.20;CNG;19
BERLIN;01.01.20;LPG;
BERLIN;01.01.20;Hybrid;902
BRANDENBURG;01.01.20;Benzin;2739
BRANDENBURG;01.01.20;Diesel;1142
BRANDENBURG;01.01.20;EV;132
BRANDENBURG;01.01.20;CNG;20
BRANDENBURG;01.01.20;LPG;
BRANDENBURG;01.01.20;Hybrid;560
BREMEN;01.01.20;Benzin;762
BREMEN;01.01.20;Diesel;555
BREMEN;01.01.20;EV;31
BREMEN;01.01.20;CNG;3
BREMEN;01.01.20;LPG;
BREMEN;01.01.20;Hybrid;233
HAMBURG;01.01.20;Benzin;5860
HAMBURG;01.01.20;Diesel;3141
HAMBURG;01.01.20;EV;140
HAMBURG;01.01.20;CNG;24
HAMBURG;01.01.20;LPG;1
HAMBURG;01.01.20;Hybrid;1516
HESSEN;01.01.20;Benzin;13536
HESSEN;01.01.20;Diesel;8928
HESSEN;01.01.20;EV;699
HESSEN;01.01.20;CNG;93
HESSEN;01.01.20;LPG;6
HESSEN;01.01.20;Hybrid;2815
MECKLENBURG-VORPOMMERN;01.01.20;Benzin;1593
MECKLENBURG-VORPOMMERN;01.01.20;Diesel;829
MECKLENBURG-VORPOMMERN;01.01.20;EV;71
MECKLENBURG-VORPOMMERN;01.01.20;CNG;8
MECKLENBURG-VORPOMMERN;01.01.20;LPG;
MECKLENBURG-VORPOMMERN;01.01.20;Hybrid;331
NIEDERSACHSEN;01.01.20;Benzin;12164
NIEDERSACHSEN;01.01.20;Diesel;8187
NIEDERSACHSEN;01.01.20;EV;1232
NIEDERSACHSEN;01.01.20;CNG;118
NIEDERSACHSEN;01.01.20;LPG;8
NIEDERSACHSEN;01.01.20;Hybrid;2080
NORDRHEIN-WESTFALEN;01.01.20;Benzin;28228
NORDRHEIN-WESTFALEN;01.01.20;Diesel;16635
NORDRHEIN-WESTFALEN;01.01.20;EV;1432
NORDRHEIN-WESTFALEN;01.01.20;CNG;178
NORDRHEIN-WESTFALEN;01.01.20;LPG;9
NORDRHEIN-WESTFALEN;01.01.20;Hybrid;6590
RHEINLAND-PFALZ;01.01.20;Benzin;5238
RHEINLAND-PFALZ;01.01.20;Diesel;2775
RHEINLAND-PFALZ;01.01.20;EV;295
RHEINLAND-PFALZ;01.01.20;CNG;22
RHEINLAND-PFALZ;01.01.20;LPG;
RHEINLAND-PFALZ;01.01.20;Hybrid;1139
SAARLAND;01.01.20;Benzin;1652
SAARLAND;01.01.20;Diesel;600
SAARLAND;01.01.20;EV;60
SAARLAND;01.01.20;CNG;13
SAARLAND;01.01.20;LPG;
SAARLAND;01.01.20;Hybrid;307
SACHSEN;01.01.20;Benzin;4176
SACHSEN;01.01.20;Diesel;2175
SACHSEN;01.01.20;EV;261
SACHSEN;01.01.20;CNG;18
SACHSEN;01.01.20;LPG;2
SACHSEN;01.01.20;Hybrid;867
SACHSEN-ANHALT;01.01.20;Benzin;2281
SACHSEN-ANHALT;01.01.20;Diesel;1071
SACHSEN-ANHALT;01.01.20;EV;112
SACHSEN-ANHALT;01.01.20;CNG;20
SACHSEN-ANHALT;01.01.20;LPG;
SACHSEN-ANHALT;01.01.20;Hybrid;480
SCHLESWIG-HOLSTEIN;01.01.20;Benzin;3151
SCHLESWIG-HOLSTEIN;01.01.20;Diesel;1867
SCHLESWIG-HOLSTEIN;01.01.20;EV;323
SCHLESWIG-HOLSTEIN;01.01.20;CNG;22
SCHLESWIG-HOLSTEIN;01.01.20;LPG;2
SCHLESWIG-HOLSTEIN;01.01.20;Hybrid;646
THÜRINGEN;01.01.20;Benzin;2498
THÜRINGEN;01.01.20;Diesel;1298
THÜRINGEN;01.01.20;EV;107
THÜRINGEN;01.01.20;CNG;15
THÜRINGEN;01.01.20;LPG;2
THÜRINGEN;01.01.20;Hybrid;510
BADEN-WÜRTTEMBERG;01.01.23;Benzin;8124
BADEN-WÜRTTEMBERG;01.01.23;Diesel;5577
BADEN-WÜRTTEMBERG;01.01.23;EV;3131
BADEN-WÜRTTEMBERG;01.01.23;CNG;10
BADEN-WÜRTTEMBERG;01.01.23;LPG;142
BADEN-WÜRTTEMBERG;01.01.23;Hybrid;8131
BAYERN;01.01.23;Benzin;14378
BAYERN;01.01.23;Diesel;8358
BAYERN;01.01.23;EV;3274
BAYERN;01.01.23;CNG;18
BAYERN;01.01.23;LPG;156
BAYERN;01.01.23;Hybrid;10079
BERLIN;01.01.23;Benzin;2251
BERLIN;01.01.23;Diesel;766
BERLIN;01.01.23;EV;659
BERLIN;01.01.23;CNG;1
BERLIN;01.01.23;LPG;14
BERLIN;01.01.23;Hybrid;1762
BRANDENBURG;01.01.23;Benzin;1185
BRANDENBURG;01.01.23;Diesel;627
BRANDENBURG;01.01.23;EV;292
BRANDENBURG;01.01.23;CNG;2
BRANDENBURG;01.01.23;LPG;31
BRANDENBURG;01.01.23;Hybrid;1031
BREMEN;01.01.23;Benzin;364
BREMEN;01.01.23;Diesel;320
BREMEN;01.01.23;EV;117
BREMEN;01.01.23;CNG;
BREMEN;01.01.23;LPG;5
BREMEN;01.01.23;Hybrid;666
HAMBURG;01.01.23;Benzin;3645
HAMBURG;01.01.23;Diesel;1487
HAMBURG;01.01.23;EV;447
HAMBURG;01.01.23;CNG;2
HAMBURG;01.01.23;LPG;11
HAMBURG;01.01.23;Hybrid;2138
HESSEN;01.01.23;Benzin;7399
HESSEN;01.01.23;Diesel;3787
HESSEN;01.01.23;EV;1480
HESSEN;01.01.23;CNG;22
HESSEN;01.01.23;LPG;81
HESSEN;01.01.23;Hybrid;5388
MECKLENBURG-VORPOMMERN;01.01.23;Benzin;794
MECKLENBURG-VORPOMMERN;01.01.23;Diesel;470
MECKLENBURG-VORPOMMERN;01.01.23;EV;160
MECKLENBURG-VORPOMMERN;01.01.23;CNG;
MECKLENBURG-VORPOMMERN;01.01.23;LPG;23
MECKLENBURG-VORPOMMERN;01.01.23;Hybrid;405
NIEDERSACHSEN;01.01.23;Benzin;7008
NIEDERSACHSEN;01.01.23;Diesel;4394
NIEDERSACHSEN;01.01.23;EV;1713
NIEDERSACHSEN;01.01.23;CNG;7
NIEDERSACHSEN;01.01.23;LPG;97
NIEDERSACHSEN;01.01.23;Hybrid;3245
NORDRHEIN-WESTFALEN;01.01.23;Benzin;14659
