Bundesland;Date;Powertrain;Reg
BAYERN;01.06.21;CNG;71
BAYERN;01.06.21;LPG;88
BAYERN;01.06.21;Hybrid;17091
BERLIN;01.06.21;Benzin;2560
BERLIN;01.06.21;Diesel;1022
BERLIN;01.06.21;EV;839
BERLIN;01.06.21;CNG;9
BERLIN;01.06.21;LPG;7
BERLIN;01.06.21;Hybrid;1992
BRANDENBURG;01.06.21;Benzin;2271
BRANDENBURG;01.06.21;Diesel;1033
BRANDENBURG;01.06.21;EV;686
BRANDENBURG;01.06.21;CNG;15
BRANDENBURG;01.06.21;LPG;31
BRANDENBURG;01.06.21;Hybrid;1445
BREMEN;01.06.21;Benzin;611
BREMEN;01.06.21;Diesel;402
BREMEN;01.06.21;EV;187
BREMEN;01.06.21;CNG;
BREMEN;01.06.21;LPG;3
BREMEN;01.06.21;Hybrid;525
HAMBURG;01.06.21;Benzin;6322
HAMBURG;01.06.21;Diesel;4686
HAMBURG;01.06.21;EV;630
HAMBURG;01.06.21;CNG;4
HAMBURG;01.06.21;LPG;7
HAMBURG;01.06.21;Hybrid;2697
HESSEN;01.06.21;Benzin;13039
HESSEN;01.06.21;Diesel;5397
HESSEN;01.06.21;EV;3120
HESSEN;01.06.21;CNG;84
HESSEN;01.06.21;LPG;48
HESSEN;01.06.21;Hybrid;7172
MECKLENBURG-VORPOMMERN;01.06.21;Benzin;1512
MECKLENBURG-VORPOMMERN;01.06.21;Diesel;689
MECKLENBURG-VORPOMMERN;01.06.21;EV;401
MECKLENBURG-VORPOMMERN;01.06.21;CNG;6
MECKLENBURG-VORPOMMERN;01.06.21;LPG;10
MECKLENBURG-VORPOMMERN;01.06.21;Hybrid;801
NIEDERSACHSEN;01.06.21;Benzin;11141
NIEDERSACHSEN;01.06.21;Diesel;6109
NIEDERSACHSEN;01.06.21;EV;3582
NIEDERSACHSEN;01.06.21;CNG;58
NIEDERSACHSEN;01.06.21;LPG;68
NIEDERSACHSEN;01.06.21;Hybrid;5943
NORDRHEIN-WESTFALEN;01.06.21;Benzin;19486
NORDRHEIN-WESTFALEN;01.06.21;Diesel;9825
NORDRHEIN-WESTFALEN;01.06.21;EV;7130
NORDRHEIN-WESTFALEN;01.06.21;CNG;104
NORDRHEIN-WESTFALEN;01.06.21;LPG;164
NORDRHEIN-WESTFALEN;01.06.21;Hybrid;17269
RHEINLAND-PFALZ;01.06.21;Benzin;3927
RHEINLAND-PFALZ;01.06.21;Diesel;1657
RHEINLAND-PFALZ;01.06.21;EV;1535
RHEINLAND-PFALZ;01.06.21;CNG;16
RHEINLAND-PFALZ;01.06.21;LPG;36
RHEINLAND-PFALZ;01.06.21;Hybrid;3250
SAARLAND;01.06.21;Benzin;1528
SAARLAND;01.06.21;Diesel;450
SAARLAND;01.06.21;EV;381
SAARLAND;01.06.21;CNG;4
SAARLAND;01.06.21;LPG;37
SAARLAND;01.06.21;Hybrid;911
SACHSEN;01.06.21;Benzin;4060
SACHSEN;01.06.21;Diesel;1903
SACHSEN;01.06.21;EV;915
SACHSEN;01.06.21;CNG;17
SACHSEN;01.06.21;LPG;52
SACHSEN;01.06.21;Hybrid;2522
SACHSEN-ANHALT;01.06.21;Benzin;1968
SACHSEN-ANHALT;01.06.21;Diesel;882
SACHSEN-ANHALT;01.06.21;EV;418
SACHSEN-ANHALT;01.06.21;CNG;11
SACHSEN-ANHALT;01.06.21;LPG;18
SACHSEN-ANHALT;01.06.21;Hybrid;1301
SCHLESWIG-HOLSTEIN;01.06.21;Benzin;2747
SCHLESWIG-HOLSTEIN;01.06.21;Diesel;1668
SCHLESWIG-HOLSTEIN;01.06.21;EV;1298
SCHLESWIG-HOLSTEIN;01.06.21;CNG;11
SCHLESWIG-HOLSTEIN;01.06.21;LPG;15
SCHLESWIG-HOLSTEIN;01.06.21;Hybrid;1872
THÜRINGEN;01.06.21;Benzin;2487
THÜRINGEN;01.06.21;Diesel;1003
THÜRINGEN;01.06.21;EV;470
THÜRINGEN;01.06.21;CNG;8
THÜRINGEN;01.06.21;LPG;20
THÜRINGEN;01.06.21;Hybrid;1436
BADEN-WÜRTTEMBERG;01.05.21;Benzin;10243
BADEN-WÜRTTEMBERG;01.05.21;Diesel;7182
BADEN-WÜRTTEMBERG;01.05.21;EV;4815
BADEN-WÜRTTEMBERG;01.05.21;CNG;45
BADEN-WÜRTTEMBERG;01.05.21;LPG;71
BADEN-WÜRTTEMBERG;01.05.21;Hybrid;8744
BAYERN;01.05.21;Benzin;19700
BAYERN;01.05.21;Diesel;10852
BAYERN;01.05.21;EV;5202
BAYERN;01.05.21;CNG;61
BAYERN;01.05.21;LPG;73
BAYERN;01.05.21;Hybrid;14681
BERLIN;01.05.21;Benzin;1931
BERLIN;01.05.21;Diesel;864
BERLIN;01.05.21;EV;535
BERLIN;01.05.21;CNG;11
BERLIN;01.05.21;LPG;12
BERLIN;01.05.21;Hybrid;1563
BRANDENBURG;01.05.21;Benzin;1823
BRANDENBURG;01.05.21;Diesel;927
BRANDENBURG;01.05.21;EV;514
BRANDENBURG;01.05.21;CNG;8
BRANDENBURG;01.05.21;LPG;11
BRANDENBURG;01.05.21;Hybrid;1270
BREMEN;01.05.21;Benzin;391
BREMEN;01.05.21;Diesel;319
BREMEN;01.05.21;EV;128
BREMEN;01.05.21;CNG;
BREMEN;01.05.21;LPG;1
BREMEN;01.05.21;Hybrid;387
HAMBURG;01.05.21;Benzin;3560
HAMBURG;01.05.21;Diesel;3031
HAMBURG;01.05.21;EV;553
HAMBURG;01.05.21;CNG;8
HAMBURG;01.05.21;LPG;10
HAMBURG;01.05.21;Hybrid;3591
HESSEN;01.05.21;Benzin;9827
HESSEN;01.05.21;Diesel;5243
HESSEN;01.05.21;EV;2352
HESSEN;01.05.21;CNG;169
HESSEN;01.05.21;LPG;52
HESSEN;01.05.21;Hybrid;5697
MECKLENBURG-VORPOMMERN;01.05.21;Benzin;1122
MECKLENBURG-VORPOMMERN;01.05.21;Diesel;712
MECKLENBURG-VORPOMMERN;01.05.21;EV;216
MECKLENBURG-VORPOMMERN;01.05.21;CNG;1
MECKLENBURG-VORPOMMERN;01.05.21;LPG;7
MECKLENBURG-VORPOMMERN;01.05.21;Hybrid;547
NIEDERSACHSEN;01.05.21;Benzin;8556
NIEDERSACHSEN;01.05.21;Diesel;5861
NIEDERSACHSEN;01.05.21;EV;2849
NIEDERSACHSEN;01.05.21;CNG;58
NIEDERSACHSEN;01.05.21;LPG;90
NIEDERSACHSEN;01.05.21;Hybrid;4717
NORDRHEIN-WESTFALEN;01.05.21;Benzin;16243
NORDRHEIN-WESTFALEN;01.05.21;Diesel;9197
NORDRHEIN-WESTFALEN;01.05.21;EV;5861
NORDRHEIN-WESTFALEN;01.05.21;CNG;84
NORDRHEIN-WESTFALEN;01.05.21;LPG;174
NORDRHEIN-WESTFALEN;01.05.21;Hybrid;13987
RHEINLAND-PFALZ;01.05.21;Benzin;3484
RHEINLAND-PFALZ;01.05.21;Diesel;1776
RHEINLAND-PFALZ;01.05.21;EV;1258
RHEINLAND-PFALZ;01.05.21;CNG;11
RHEINLAND-PFALZ;01.05.21;LPG;27
RHEINLAND-PFALZ;01.05.21;Hybrid;2608
SAARLAND;01.05.21;Benzin;929
SAARLAND;01.05.21;Diesel;423
SAARLAND;01.05.21;EV;258
SAARLAND;01.05.21;CNG;5
SAARLAND;01.05.21;LPG;8
SAARLAND;01.05.21;Hybrid;887
SACHSEN;01.05.21;Benzin;3361
SACHSEN;01.05.21;Diesel;1765
SACHSEN;01.05.21;EV;611
SACHSEN;01.05.21;CNG;10
SACHSEN;01.05.21;LPG;36
SACHSEN;01.05.21;Hybrid;2035
SACHSEN-ANHALT;01.05.21;Benzin;1670
SACHSEN-ANHALT;01.05.21;Diesel;736
SACHSEN-ANHALT;01.05.21;EV;295
SACHSEN-ANHALT;01.05.21;CNG;9
SACHSEN-ANHALT;01.05.21;LPG;16
SACHSEN-ANHALT;01.05.21;Hybrid;925
SCHLESWIG-HOLSTEIN;01.05.21;Benzin;2299
SCHLESWIG-HOLSTEIN;01.05.21;Diesel;1504
SCHLESWIG-HOLSTEIN;01.05.21;EV;949
SCHLESWIG-HOLSTEIN;01.05.21;CNG;33
SCHLESWIG-HOLSTEIN;01.05.21;LPG;14
SCHLESWIG-HOLSTEIN;01.05.21;Hybrid;1598
THÜRINGEN;01.05.21;Benzin;1695
THÜRINGEN;01.05.21;Diesel;977
THÜRINGEN;01.05.21;EV;380
THÜRINGEN;01.05.21;CNG;3
THÜRINGEN;01.05.21;LPG;16
THÜRINGEN;01.05.21;Hybrid;1111
BADEN-WÜRTTEMBERG;01.04.21;Benzin;12441
BADEN-WÜRTTEMBERG;01.04.21;Diesel;7789
BADEN-WÜRTTEMBERG;01.04.21;EV;4340
BADEN-WÜRTTEMBERG;01.04.21;CNG;42
BADEN-WÜRTTEMBERG;01.04.21;LPG;72
BADEN-WÜRTTEMBERG;01.04.21;Hybrid;9746
BAYERN;01.04.21;Benzin;19667
BAYERN;01.04.21;Diesel;10209
BAYERN;01.04.21;EV;4664
BAYERN;01.04.21;CNG;39
BAYERN;01.04.21;LPG;65
BAYERN;01.04.21;Hybrid;14387
BERLIN;01.04.21;Benzin;2033
BERLIN;01.04.21;Diesel;944
BERLIN;01.04.21;EV;532
BERLIN;01.04.21;CNG;21
BERLIN;01.04.21;LPG;7
BERLIN;01.04.21;Hybrid;1828
BRANDENBURG;01.04.21;Benzin;2136
BRANDENBURG;01.04.21;Diesel;920
BRANDENBURG;01.04.21;EV;489
BRANDENBURG;01.04.21;CNG;10
BRANDENBURG;01.04.21;LPG;16
BRANDENBURG;01.04.21;Hybrid;1158
BREMEN;01.04.21;Benzin;480
BREMEN;01.04.21;Diesel;340
BREMEN;01.04.21;EV;123
BREMEN;01.04.21;CNG;
BREMEN;01.04.21;LPG;3
BREMEN;01.04.21;Hybrid;435
HAMBURG;01.04.21;Benzin;1944
HAMBURG;01.04.21;Diesel;1421
HAMBURG;01.04.21;EV;506
HAMBURG;01.04.21;CNG;3
HAMBURG;01.04.21;LPG;5
HAMBURG;01.04.21;Hybrid;1800
HESSEN;01.04.21;Benzin;10087
HESSEN;01.04.21;Diesel;5223
HESSEN;01.04.21;EV;1916
HESSEN;01.04.21;CNG;113
HESSEN;01.04.21;LPG;57
HESSEN;01.04.21;Hybrid;6075
MECKLENBURG-VORPOMMERN;01.04.21;Benzin;1154
MECKLENBURG-VORPOMMERN;01.04.21;Diesel;800
MECKLENBURG-VORPOMMERN;01.04.21;EV;206
MECKLENBURG-VORPOMMERN;01.04.21;CNG;1
MECKLENBURG-VORPOMMERN;01.04.21;LPG;8
MECKLENBURG-VORPOMMERN;01.04.21;Hybrid;572
NIEDERSACHSEN;01.04.21;Benzin;9458
NIEDERSACHSEN;01.04.21;Diesel;5801
NIEDERSACHSEN;01.04.21;EV;2631
NIEDERSACHSEN;01.04.21;CNG;33
NIEDERSACHSEN;01.04.21;LPG;533
NIEDERSACHSEN;01.04.21;Hybrid;4345
NORDRHEIN-WESTFALEN;01.04.21;Benzin;17059
NORDRHEIN-WESTFALEN;01.04.21;Diesel;9429
NORDRHEIN-WESTFALEN;01.04.21;EV;4925
NORDRHEIN-WESTFALEN;01.04.21;CNG;71
NORDRHEIN-WESTFALEN;01.04.21;LPG;160
NORDRHEIN-WESTFALEN;01.04.21;Hybrid;14422
RHEINLAND-PFALZ;01.04.21;Benzin;3409
RHEINLAND-PFALZ;01.04.21;Diesel;1808
RHEINLAND-PFALZ;01.04.21;EV;1161
RHEINLAND-PFALZ;01.04.21;CNG;15
RHEINLAND-PFALZ;01.04.21;LPG;32
RHEINLAND-PFALZ;01.04.21;Hybrid;2521
SAARLAND;01.04.21;Benzin;854
SAARLAND;01.04.21;Diesel;383
SAARLAND;01.04.21;EV;210
SAARLAND;01.04.21;CNG;3
SAARLAND;01.04.21;LPG;3
SAARLAND;01.04.21;Hybrid;938
SACHSEN;01.04.21;Benzin;3260
SACHSEN;01.04.21;Diesel;1729
SACHSEN;01.04.21;EV;653
SACHSEN;01.04.21;CNG;13
SACHSEN;01.04.21;LPG;26
SACHSEN;01.04.21;Hybrid;2085
SACHSEN-ANHALT;01.04.21;Benzin;1679
SACHSEN-ANHALT;01.04.21;Diesel;774
SACHSEN-ANHALT;01.04.21;EV;306
SACHSEN-ANHALT;01.04.21;CNG;8
SACHSEN-ANHALT;01.04.21;LPG;14
SACHSEN-ANHALT;01.04.21;Hybrid;964
SCHLESWIG-HOLSTEIN;01.04.21;Benzin;2535
SCHLESWIG-HOLSTEIN;01.04.21;Diesel;1457
SCHLESWIG-HOLSTEIN;01.04.21;EV;807
SCHLESWIG-HOLSTEIN;01.04.21;CNG;19
SCHLESWIG-HOLSTEIN;01.04.21;LPG;10
SCHLESWIG-HOLSTEIN;01.04.21;Hybrid;1764
THÜRINGEN;01.04.21;Benzin;1855
THÜRINGEN;01.04.21;Diesel;1093
THÜRINGEN;01.04.21;EV;337
THÜRINGEN;01.04.21;CNG;8
THÜRINGEN;01.04.21;LPG;17
THÜRINGEN;01.04.21;Hybrid;1035
BADEN-WÜRTTEMBERG;01.03.21;Benzin;14886
BADEN-WÜRTTEMBERG;01.03.21;Diesel;9170
BADEN-WÜRTTEMBERG;01.03.21;EV;5119
BADEN-WÜRTTEMBERG;01.03.21;CNG;59
BADEN-WÜRTTEMBERG;01.03.21;LPG;71
BADEN-WÜRTTEMBERG;01.03.21;Hybrid;12287
BAYERN;01.03.21;Benzin;22501
BAYERN;01.03.21;Diesel;12633
BAYERN;01.03.21;EV;6027
BAYERN;01.03.21;CNG;91
BAYERN;01.03.21;LPG;64
BAYERN;01.03.21;Hybrid;18285
BERLIN;01.03.21;Benzin;2337
BERLIN;01.03.21;Diesel;1173
BERLIN;01.03.21;EV;700
BERLIN;01.03.21;CNG;18
BERLIN;01.03.21;LPG;12
BERLIN;01.03.21;Hybrid;2061
BRANDENBURG;01.03.21;Benzin;2463
BRANDENBURG;01.03.21;Diesel;1103
BRANDENBURG;01.03.21;EV;582
BRANDENBURG;01.03.21;CNG;9
BRANDENBURG;01.03.21;LPG;20
BRANDENBURG;01.03.21;Hybrid;1347
BREMEN;01.03.21;Benzin;569
BREMEN;01.03.21;Diesel;484
BREMEN;01.03.21;EV;176
BREMEN;01.03.21;CNG;
BREMEN;01.03.21;LPG;3
BREMEN;01.03.21;Hybrid;559
HAMBURG;01.03.21;Benzin;5115
HAMBURG;01.03.21;Diesel;2842
HAMBURG;01.03.21;EV;563
HAMBURG;01.03.21;CNG;10
HAMBURG;01.03.21;LPG;10
HAMBURG;01.03.21;Hybrid;1925
HESSEN;01.03.21;Benzin;11707
HESSEN;01.03.21;Diesel;7205
HESSEN;01.03.21;EV;2441
HESSEN;01.03.21;CNG;95
HESSEN;01.03.21;LPG;45
HESSEN;01.03.21;Hybrid;7553
MECKLENBURG-VORPOMMERN;01.03.21;Benzin;1692
MECKLENBURG-VORPOMMERN;01.03.21;Diesel;774
MECKLENBURG-VORPOMMERN;01.03.21;EV;240
MECKLENBURG-VORPOMMERN;01.03.21;CNG;5
MECKLENBURG-VORPOMMERN;01.03.21;LPG;10
MECKLENBURG-VORPOMMERN;01.03.21;Hybrid;828
NIEDERSACHSEN;01.03.21;Benzin;12740
NIEDERSACHSEN;01.03.21;Diesel;7326
NIEDERSACHSEN;01.03.21;EV;3523
NIEDERSACHSEN;01.03.21;CNG;77
NIEDERSACHSEN;01.03.21;LPG;175
NIEDERSACHSEN;01.03.21;Hybrid;6175
NORDRHEIN-WESTFALEN;01.03.21;Benzin;23903
NORDRHEIN-WESTFALEN;01.03.21;Diesel;12318
NORDRHEIN-WESTFALEN;01.03.21;EV;6406
NORDRHEIN-WESTFALEN;01.03.21;CNG;134
NORDRHEIN-WESTFALEN;01.03.21;LPG;151
NORDRHEIN-WESTFALEN;01.03.21;Hybrid;18808
RHEINLAND-PFALZ;01.03.21;Benzin;4496
RHEINLAND-PFALZ;01.03.21;Diesel;2467
RHEINLAND-PFALZ;01.03.21;EV;1499
RHEINLAND-PFALZ;01.03.21;CNG;15
RHEINLAND-PFALZ;01.03.21;LPG;31
RHEINLAND-PFALZ;01.03.21;Hybrid;3244
SAARLAND;01.03.21;Benzin;1309
SAARLAND;01.03.21;Diesel;573
SAARLAND;01.03.21;EV;284
SAARLAND;01.03.21;CNG;5
SAARLAND;01.03.21;LPG;8
SAARLAND;01.03.21;Hybrid;990
SACHSEN;01.03.21;Benzin;4100
SACHSEN;01.03.21;Diesel;2205
SACHSEN;01.03.21;EV;677
SACHSEN;01.03.21;CNG;13
SACHSEN;01.03.21;LPG;31
SACHSEN;01.03.21;Hybrid;2458
SACHSEN-ANHALT;01.03.21;Benzin;2047
SACHSEN-ANHALT;01.03.21;Diesel;996
SACHSEN-ANHALT;01.03.21;EV;350
SACHSEN-ANHALT;01.03.21;CNG;10
SACHSEN-ANHALT;01.03.21;LPG;15
SACHSEN-ANHALT;01.03.21;Hybrid;1215
SCHLESWIG-HOLSTEIN;01.03.21;Benzin;2778
SCHLESWIG-HOLSTEIN;01.03.21;Diesel;1854
SCHLESWIG-HOLSTEIN;01.03.21;EV;1118
SCHLESWIG-HOLSTEIN;01.03.21;CNG;18
SCHLESWIG-HOLSTEIN;01.03.21;LPG;19
SCHLESWIG-HOLSTEIN;01.03.21;Hybrid;2045
THÜRINGEN;01.03.21;Benzin;2488
THÜRINGEN;01.03.21;Diesel;1333
THÜRINGEN;01.03.21;EV;393
THÜRINGEN;01.03.21;CNG;12
THÜRINGEN;01.03.21;LPG;9
THÜRINGEN;01.03.21;Hybrid;1412
BADEN-WÜRTTEMBERG;01.02.21;Benzin;9435
BADEN-WÜRTTEMBERG;01.02.21;Diesel;7084
BADEN-WÜRTTEMBERG;01.02.21;EV;3541
BADEN-WÜRTTEMBERG;01.02.21;CNG;41
BADEN-WÜRTTEMBERG;01.02.21;LPG;39
BADEN-WÜRTTEMBERG;01.02.21;Hybrid;7965
BAYERN;01.02.21;Benzin;14093
BAYERN;01.02.21;Diesel;11146
BAYERN;01.02.21;EV;3461
BAYERN;01.02.21;CNG;64
BAYERN;01.02.21;LPG;30
BAYERN;01.02.21;Hybrid;12831
BERLIN;01.02.21;Benzin;1559
BERLIN;01.02.21;Diesel;833
BERLIN;01.02.21;EV;440
BERLIN;01.02.21;CNG;8
BERLIN;01.02.21;LPG;8
BERLIN;01.02.21;Hybrid;1286
BRANDENBURG;01.02.21;Benzin;1369
BRANDENBURG;01.02.21;Diesel;752
BRANDENBURG;01.02.21;EV;332
BRANDENBURG;01.02.21;CNG;4
BRANDENBURG;01.02.21;LPG;12
BRANDENBURG;01.02.21;Hybrid;748
BREMEN;01.02.21;Benzin;310
BREMEN;01.02.21;Diesel;358
BREMEN;01.02.21;EV;95
BREMEN;01.02.21;CNG;2
BREMEN;01.02.21;LPG;
BREMEN;01.02.21;Hybrid;333
HAMBURG;01.02.21;Benzin;3067
HAMBURG;01.02.21;Diesel;2218
HAMBURG;01.02.21;EV;416
HAMBURG;01.02.21;CNG;2
HAMBURG;01.02.21;LPG;3
HAMBURG;01.02.21;Hybrid;1465
HESSEN;01.02.21;Benzin;9268
HESSEN;01.02.21;Diesel;4803
HESSEN;01.02.21;EV;1439
HESSEN;01.02.21;CNG;55
HESSEN;01.02.21;LPG;24
HESSEN;01.02.21;Hybrid;4775
MECKLENBURG-VORPOMMERN;01.02.21;Benzin;1021
MECKLENBURG-VORPOMMERN;01.02.21;Diesel;521
MECKLENBURG-VORPOMMERN;01.02.21;EV;124
MECKLENBURG-VORPOMMERN;01.02.21;CNG;1
MECKLENBURG-VORPOMMERN;01.02.21;LPG;3
MECKLENBURG-VORPOMMERN;01.02.21;Hybrid;492
NIEDERSACHSEN;01.02.21;Benzin;8229
NIEDERSACHSEN;01.02.21;Diesel;6161
NIEDERSACHSEN;01.02.21;EV;2048
NIEDERSACHSEN;01.02.21;CNG;40
NIEDERSACHSEN;01.02.21;LPG;17
NIEDERSACHSEN;01.02.21;Hybrid;3612
NORDRHEIN-WESTFALEN;01.02.21;Benzin;14286
NORDRHEIN-WESTFALEN;01.02.21;Diesel;9124
NORDRHEIN-WESTFALEN;01.02.21;EV;3808
NORDRHEIN-WESTFALEN;01.02.21;CNG;99
NORDRHEIN-WESTFALEN;01.02.21;LPG;90
NORDRHEIN-WESTFALEN;01.02.21;Hybrid;12669
RHEINLAND-PFALZ;01.02.21;Benzin;2852
RHEINLAND-PFALZ;01.02.21;Diesel;1626
RHEINLAND-PFALZ;01.02.21;EV;823
RHEINLAND-PFALZ;01.02.21;CNG;14
RHEINLAND-PFALZ;01.02.21;LPG;20
RHEINLAND-PFALZ;01.02.21;Hybrid;1823
SAARLAND;01.02.21;Benzin;867
SAARLAND;01.02.21;Diesel;402
SAARLAND;01.02.21;EV;197
SAARLAND;01.02.21;CNG;3
SAARLAND;01.02.21;LPG;2
SAARLAND;01.02.21;Hybrid;912
SACHSEN;01.02.21;Benzin;2750
SACHSEN;01.02.21;Diesel;1311
SACHSEN;01.02.21;EV;413
SACHSEN;01.02.21;CNG;15
SACHSEN;01.02.21;LPG;17
SACHSEN;01.02.21;Hybrid;1374
SACHSEN-ANHALT;01.02.21;Benzin;1199
SACHSEN-ANHALT;01.02.21;Diesel;690
SACHSEN-ANHALT;01.02.21;EV;208
SACHSEN-ANHALT;01.02.21;CNG;7
SACHSEN-ANHALT;01.02.21;LPG;6
SACHSEN-ANHALT;01.02.21;Hybrid;578
SCHLESWIG-HOLSTEIN;01.02.21;Benzin;1633
SCHLESWIG-HOLSTEIN;01.02.21;Diesel;1430
SCHLESWIG-HOLSTEIN;01.02.21;EV;707
SCHLESWIG-HOLSTEIN;01.02.21;CNG;9
SCHLESWIG-HOLSTEIN;01.02.21;LPG;8
SCHLESWIG-HOLSTEIN;01.02.21;Hybrid;1097
THÜRINGEN;01.02.21;Benzin;1392
THÜRINGEN;01.02.21;Diesel;800
THÜRINGEN;01.02.21;EV;219
THÜRINGEN;01.02.21;CNG;12
THÜRINGEN;01.02.21;LPG;8
THÜRINGEN;01.02.21;Hybrid;725
BADEN-WÜRTTEMBERG;01.01.21;Benzin;8333
BADEN-WÜRTTEMBERG;01.01.21;Diesel;6044
BADEN-WÜRTTEMBERG;01.01.21;EV;3341
BADEN-WÜRTTEMBERG;01.01.21;CNG;27
BADEN-WÜRTTEMBERG;01.01.21;LPG;26
BADEN-WÜRTTEMBERG;01.01.21;Hybrid;7152
BAYERN;01.01.21;Benzin;10995
BAYERN;01.01.21;Diesel;8624
BAYERN;01.01.21;EV;2850
BAYERN;01.01.21;CNG;49
BAYERN;01.01.21;LPG;27
BAYERN;01.01.21;Hybrid;9700
BERLIN;01.01.21;Benzin;1549
BERLIN;01.01.21;Diesel;920
BERLIN;01.01.21;EV;402
BERLIN;01.01.21;CNG;9
BERLIN;01.01.21;LPG;10
BERLIN;01.01.21;Hybrid;1314
BRANDENBURG;01.01.21;Benzin;1298
BRANDENBURG;01.01.21;Diesel;719
BRANDENBURG;01.01.21;EV;281
BRANDENBURG;01.01.21;CNG;5
BRANDENBURG;01.01.21;LPG;5
BRANDENBURG;01.01.21;Hybrid;690
BREMEN;01.01.21;Benzin;349
BREMEN;01.01.21;Diesel;371
BREMEN;01.01.21;EV;96
BREMEN;01.01.21;CNG;2
BREMEN;01.01.21;LPG;
BREMEN;01.01.21;Hybrid;346
HAMBURG;01.01.21;Benzin;1017
HAMBURG;01.01.21;Diesel;1288
HAMBURG;01.01.21;EV;306
HAMBURG;01.01.21;CNG;5
HAMBURG;01.01.21;LPG;5
HAMBURG;01.01.21;Hybrid;1100
HESSEN;01.01.21;Benzin;8463
HESSEN;01.01.21;Diesel;4886
HESSEN;01.01.21;EV;1416
HESSEN;01.01.21;CNG;44
HESSEN;01.01.21;LPG;26
HESSEN;01.01.21;Hybrid;4539
MECKLENBURG-VORPOMMERN;01.01.21;Benzin;931
MECKLENBURG-VORPOMMERN;01.01.21;Diesel;449
MECKLENBURG-VORPOMMERN;01.01.21;EV;128
MECKLENBURG-VORPOMMERN;01.01.21;CNG;4
MECKLENBURG-VORPOMMERN;01.01.21;LPG;3
MECKLENBURG-VORPOMMERN;01.01.21;Hybrid;350
NIEDERSACHSEN;01.01.21;Benzin;7538
NIEDERSACHSEN;01.01.21;Diesel;6407
NIEDERSACHSEN;01.01.21;EV;1737
NIEDERSACHSEN;01.01.21;CNG;25
NIEDERSACHSEN;01.01.21;LPG;31
NIEDERSACHSEN;01.01.21;Hybrid;3310
NORDRHEIN-WESTFALEN;01.01.21;Benzin;12994
NORDRHEIN-WESTFALEN;01.01.21;Diesel;8731
NORDRHEIN-WESTFALEN;01.01.21;EV;3482
NORDRHEIN-WESTFALEN;01.01.21;CNG;56
NORDRHEIN-WESTFALEN;01.01.21;LPG;161
NORDRHEIN-WESTFALEN;01.01.21;Hybrid;10908
RHEINLAND-PFALZ;01.01.21;Benzin;2400
RHEINLAND-PFALZ;01.01.21;Diesel;1625
RHEINLAND-PFALZ;01.01.21;EV;735
RHEINLAND-PFALZ;01.01.21;CNG;8
RHEINLAND-PFALZ;01.01.21;LPG;12
RHEINLAND-PFALZ;01.01.21;Hybrid;1847
SAARLAND;01.01.21;Benzin;1031
SAARLAND;01.01.21;Diesel;487
SAARLAND;01.01.21;EV;151
SAARLAND;01.01.21;CNG;
SAARLAND;01.01.21;LPG;5
SAARLAND;01.01.21;Hybrid;779
SACHSEN;01.01.21;Benzin;2103
SACHSEN;01.01.21;Diesel;1204
SACHSEN;01.01.21;EV;319
SACHSEN;01.01.21;CNG;9
SACHSEN;01.01.21;LPG;7
SACHSEN;01.01.21;Hybrid;1150
SACHSEN-ANHALT;01.01.21;Benzin;1061
SACHSEN-ANHALT;01.01.21;Diesel;670
SACHSEN-ANHALT;01.01.21;EV;200
SACHSEN-ANHALT;01.01.21;CNG;4
SACHSEN-ANHALT;01.01.21;LPG;7
SACHSEN-ANHALT;01.01.21;Hybrid;542
SCHLESWIG-HOLSTEIN;01.01.21;Benzin;1631
SCHLESWIG-HOLSTEIN;01.01.21;Diesel;1113
SCHLESWIG-HOLSTEIN;01.01.21;EV;598
SCHLESWIG-HOLSTEIN;01.01.21;CNG;6
SCHLESWIG-HOLSTEIN;01.01.21;LPG;6
SCHLESWIG-HOLSTEIN;01.01.21;Hybrid;1047
THÜRINGEN;01.01.21;Benzin;1333
THÜRINGEN;01.01.21;Diesel;731
THÜRINGEN;01.01.21;EV;264
THÜRINGEN;01.01.21;CNG;6
THÜRINGEN;01.01.21;LPG;9
THÜRINGEN;01.01.21;Hybrid;650
BADEN-WÜRTTEMBERG;01.12.20;Benzin;14930
BADEN-WÜRTTEMBERG;01.12.20;Diesel;9156
BADEN-WÜRTTEMBERG;01.12.20;EV;7368
BADEN-WÜRTTEMBERG;01.12.20;CNG;34
BADEN-WÜRTTEMBERG;01.12.20;LPG;110
BADEN-WÜRTTEMBERG;01.12.20;Hybrid;12765
BAYERN;01.12.20;Benzin;22165
BAYERN;01.12.20;Diesel;14245
BAYERN;01.12.20;EV;6745
BAYERN;01.12.20;CNG;54
BAYERN;01.12.20;LPG;378
BAYERN;01.12.20;Hybrid;16351
BERLIN;01.12.20;Benzin;2469
BERLIN;01.12.20;Diesel;1200
BERLIN;01.12.20;EV;1322
BERLIN;01.12.20;CNG;10
BERLIN;01.12.20;LPG;14
BERLIN;01.12.20;Hybrid;2448
BRANDENBURG;01.12.20;Benzin;2944
BRANDENBURG;01.12.20;Diesel;1364
BRANDENBURG;01.12.20;EV;704
BRANDENBURG;01.12.20;CNG;9
BRANDENBURG;01.12.20;LPG;33
BRANDENBURG;01.12.20;Hybrid;1603
BREMEN;01.12.20;Benzin;633
BREMEN;01.12.20;Diesel;407
