DATE,MARKE,INSGESAMT,PRIVATE HALTERINNEN UND HALTER,GEWERBLICHE HALTERINNEN UND HALTER,KFZ-HANDEL,KFZ-HERSTELLUNG,KFZ-VERMIETUNG UND CARSHARING,ERBRINGUNG SONSTIGER DIENSTLEISTUNGEN,SONSTIGE GEWERBLICHE HALTERINNEN UND HALTER,UNBEKANNT
202105,TESLA,2744.0,1964.0,780.0,149.0,2.0,41.0,240.0,348.0,
202105,TOYOTA,5837.0,1972.0,3863.0,1439.0,45.0,867.0,261.0,1251.0,2.0
202105,VOLVO,3778.0,907.0,2869.0,505.0,8.0,1332.0,377.0,647.0,2.0
202105,VW,45243.0,13372.0,31832.0,3400.0,5009.0,8925.0,5346.0,9152.0,39.0
202105,SONSTIGE,1727.0,612.0,1115.0,464.0,276.0,89.0,143.0,143.0,
202104,ALFA ROMEO,268.0,59.0,209.0,149.0,6.0,1.0,25.0,28.0,
202104,AUDI,16807.0,4180.0,12612.0,1444.0,2861.0,1569.0,2421.0,4317.0,15.0
202104,BMW,20441.0,5128.0,15306.0,1450.0,3747.0,1842.0,2743.0,5524.0,7.0
202104,CITROEN,4739.0,2337.0,2401.0,869.0,22.0,725.0,369.0,416.0,1.0
202104,DACIA,3322.0,2263.0,1059.0,269.0,4.0,12.0,637.0,137.0,
202104,DS,190.0,64.0,126.0,49.0,11.0,2.0,34.0,30.0,
202104,FIAT,7109.0,4371.0,2738.0,1525.0,39.0,551.0,274.0,349.0,
202104,FORD,11917.0,3776.0,8139.0,1610.0,279.0,1703.0,1615.0,2932.0,2.0
202104,HONDA,732.0,542.0,190.0,145.0,,,13.0,32.0,
202104,HYUNDAI,7645.0,2846.0,4799.0,2968.0,5.0,406.0,588.0,832.0,
202104,JAGUAR,703.0,223.0,480.0,163.0,,103.0,80.0,134.0,
202104,JEEP,1458.0,277.0,1181.0,516.0,6.0,396.0,94.0,169.0,
202104,KIA,5441.0,2417.0,3024.0,1833.0,3.0,255.0,404.0,529.0,
202104,LAND ROVER,1616.0,453.0,1163.0,386.0,1.0,154.0,296.0,326.0,
202104,LEXUS,200.0,49.0,151.0,88.0,7.0,4.0,12.0,40.0,
202104,MAZDA,3386.0,1613.0,1773.0,1338.0,2.0,66.0,171.0,196.0,
202104,MERCEDES,21992.0,7608.0,14376.0,3283.0,2139.0,1025.0,2663.0,5266.0,8.0
202104,MINI,4033.0,2122.0,1911.0,381.0,594.0,147.0,328.0,461.0,
202104,MITSUBISHI,2773.0,1851.0,922.0,531.0,3.0,56.0,115.0,217.0,
202104,NISSAN,2673.0,903.0,1770.0,1278.0,3.0,267.0,57.0,165.0,
202104,OPEL,14149.0,2751.0,11384.0,3841.0,32.0,1794.0,1572.0,4145.0,14.0
202104,PEUGEOT,5301.0,2057.0,3242.0,1131.0,40.0,897.0,553.0,621.0,2.0
202104,POLESTAR,154.0,22.0,132.0,53.0,,19.0,30.0,30.0,
202104,PORSCHE,2014.0,590.0,1424.0,405.0,447.0,37.0,212.0,323.0,
202104,RENAULT,8871.0,2328.0,6542.0,2720.0,51.0,972.0,772.0,2027.0,1.0
202104,SEAT,8979.0,3700.0,5272.0,1392.0,102.0,1558.0,959.0,1261.0,7.0
202104,SKODA,13617.0,4558.0,9058.0,2249.0,166.0,863.0,2287.0,3493.0,1.0
202104,SMART,2271.0,1175.0,1096.0,196.0,21.0,3.0,393.0,483.0,
202104,SSANGYONG,149.0,86.0,63.0,51.0,,,5.0,7.0,
202104,SUBARU,434.0,169.0,264.0,247.0,1.0,4.0,4.0,8.0,1.0
202104,SUZUKI,1304.0,783.0,521.0,376.0,23.0,6.0,66.0,50.0,
202104,TESLA,484.0,317.0,167.0,19.0,,31.0,51.0,66.0,
202104,TOYOTA,6076.0,2076.0,3999.0,1623.0,446.0,486.0,277.0,1167.0,1.0
202104,VOLVO,3386.0,893.0,2490.0,590.0,12.0,746.0,483.0,659.0,3.0
202104,VW,43230.0,13491.0,29712.0,4530.0,5879.0,4375.0,5386.0,9542.0,27.0
202104,SONSTIGE,1786.0,683.0,1103.0,413.0,342.0,45.0,158.0,145.0,
202103,ALFA ROMEO,324.0,90.0,234.0,153.0,10.0,,29.0,42.0,
202103,AUDI,22235.0,4561.0,17663.0,1580.0,4636.0,3848.0,2762.0,4837.0,11.0
202103,BMW,23445.0,6569.0,16866.0,1662.0,4192.0,2198.0,3064.0,5750.0,10.0
202103,CITROEN,4765.0,2455.0,2310.0,902.0,26.0,376.0,509.0,497.0,
202103,DACIA,3354.0,2743.0,610.0,201.0,4.0,33.0,213.0,159.0,1.0
202103,DS,176.0,55.0,121.0,58.0,4.0,9.0,31.0,19.0,
202103,FIAT,10130.0,5156.0,4973.0,2927.0,43.0,890.0,602.0,511.0,1.0
202103,FORD,13878.0,4430.0,9445.0,2256.0,222.0,2413.0,1379.0,3175.0,3.0
202103,HONDA,594.0,393.0,201.0,159.0,,2.0,23.0,17.0,
202103,HYUNDAI,10527.0,3421.0,7102.0,3728.0,4.0,1271.0,749.0,1350.0,4.0
202103,JAGUAR,647.0,281.0,366.0,170.0,,23.0,72.0,101.0,
202103,JEEP,1293.0,256.0,1037.0,666.0,5.0,207.0,55.0,104.0,
202103,KIA,6064.0,2301.0,3763.0,2328.0,4.0,407.0,429.0,595.0,
202103,LAND ROVER,1650.0,519.0,1131.0,403.0,1.0,130.0,280.0,317.0,
202103,LEXUS,307.0,64.0,243.0,60.0,18.0,2.0,15.0,148.0,
202103,MAZDA,4587.0,2112.0,2475.0,1824.0,6.0,158.0,187.0,300.0,
202103,MERCEDES,27520.0,9851.0,17647.0,3853.0,2519.0,1249.0,3286.0,6740.0,22.0
202103,MINI,5872.0,3090.0,2781.0,417.0,869.0,233.0,529.0,733.0,1.0
202103,MITSUBISHI,2889.0,1693.0,1194.0,904.0,7.0,20.0,72.0,191.0,2.0
202103,NISSAN,4149.0,1157.0,2991.0,1998.0,,564.0,161.0,268.0,1.0
202103,OPEL,18998.0,2896.0,16098.0,6908.0,47.0,3514.0,1615.0,4014.0,4.0
202103,PEUGEOT,5631.0,2179.0,3452.0,1441.0,77.0,706.0,448.0,780.0,
202103,POLESTAR,208.0,41.0,167.0,,1.0,24.0,74.0,68.0,
202103,PORSCHE,3008.0,972.0,2036.0,554.0,582.0,39.0,380.0,481.0,
202103,RENAULT,10227.0,2767.0,7460.0,3017.0,51.0,1504.0,1055.0,1833.0,
202103,SEAT,13895.0,5630.0,8260.0,3273.0,298.0,1468.0,1302.0,1919.0,5.0
202103,SKODA,16865.0,5973.0,10881.0,2500.0,230.0,1338.0,2569.0,4244.0,11.0
202103,SMART,2592.0,1297.0,1295.0,179.0,28.0,7.0,453.0,628.0,
202103,SSANGYONG,214.0,82.0,132.0,109.0,,11.0,5.0,7.0,
202103,SUBARU,471.0,266.0,205.0,180.0,1.0,1.0,9.0,14.0,
202103,SUZUKI,2315.0,1129.0,1186.0,1012.0,2.0,34.0,63.0,75.0,
202103,TESLA,3703.0,2473.0,1227.0,96.0,1.0,47.0,438.0,645.0,3.0
202103,TOYOTA,7023.0,2336.0,4687.0,2058.0,157.0,592.0,392.0,1488.0,
202103,VOLVO,4353.0,1470.0,2882.0,659.0,6.0,397.0,755.0,1065.0,1.0
202103,VW,56550.0,19537.0,36980.0,4601.0,8502.0,6522.0,6203.0,11152.0,33.0
202103,SONSTIGE,1890.0,659.0,1231.0,462.0,327.0,40.0,231.0,171.0,
202102,ALFA ROMEO,250.0,47.0,203.0,162.0,2.0,2.0,7.0,30.0,
202102,AUDI,17054.0,2712.0,14337.0,1078.0,3802.0,4012.0,1814.0,3631.0,5.0
202102,BMW,16508.0,3585.0,12914.0,1065.0,3439.0,1892.0,2172.0,4346.0,9.0
202102,CITROEN,3290.0,1292.0,1998.0,1006.0,28.0,476.0,226.0,262.0,
202102,DACIA,1805.0,1457.0,348.0,166.0,7.0,2.0,51.0,122.0,
202102,DS,148.0,49.0,99.0,37.0,3.0,2.0,30.0,27.0,
202102,FIAT,4993.0,2404.0,2589.0,1363.0,36.0,697.0,233.0,260.0,
202102,FORD,10382.0,2979.0,7393.0,1157.0,444.0,1787.0,1064.0,2941.0,10.0
202102,HONDA,288.0,178.0,110.0,77.0,,,13.0,20.0,
202102,HYUNDAI,6511.0,1435.0,5075.0,2475.0,16.0,1555.0,349.0,680.0,1.0
202102,JAGUAR,367.0,125.0,242.0,120.0,,31.0,41.0,50.0,
202102,JEEP,701.0,138.0,563.0,341.0,5.0,97.0,47.0,73.0,
202102,KIA,3878.0,1545.0,2333.0,1408.0,,269.0,295.0,361.0,
202102,LAND ROVER,1071.0,380.0,691.0,252.0,1.0,45.0,170.0,223.0,
202102,LEXUS,163.0,32.0,131.0,26.0,,,5.0,100.0,
202102,MAZDA,1421.0,740.0,681.0,429.0,3.0,15.0,93.0,141.0,
202102,MERCEDES,16901.0,5249.0,11648.0,2467.0,1993.0,893.0,1872.0,4423.0,4.0
202102,MINI,3312.0,1585.0,1726.0,321.0,697.0,71.0,247.0,390.0,1.0
202102,MITSUBISHI,1873.0,1067.0,806.0,533.0,3.0,13.0,95.0,162.0,
202102,NISSAN,2356.0,581.0,1775.0,1156.0,1.0,353.0,50.0,215.0,
202102,OPEL,12443.0,1777.0,10660.0,3762.0,29.0,2330.0,764.0,3775.0,6.0
202102,PEUGEOT,4012.0,1525.0,2486.0,1069.0,52.0,451.0,298.0,616.0,1.0
202102,POLESTAR,104.0,35.0,69.0,4.0,1.0,13.0,24.0,27.0,
202102,PORSCHE,1797.0,460.0,1337.0,353.0,500.0,32.0,212.0,240.0,
202102,RENAULT,7830.0,2059.0,5770.0,2625.0,47.0,384.0,788.0,1926.0,1.0
202102,SEAT,8472.0,3449.0,5019.0,2195.0,85.0,608.0,804.0,1327.0,4.0
202102,SKODA,12120.0,3859.0,8256.0,1620.0,93.0,933.0,2006.0,3604.0,5.0
202102,SMART,1550.0,799.0,751.0,68.0,10.0,3.0,271.0,399.0,
202102,SSANGYONG,129.0,80.0,49.0,40.0,,,7.0,2.0,
202102,SUBARU,306.0,176.0,130.0,104.0,,7.0,10.0,9.0,
202102,SUZUKI,993.0,584.0,407.0,276.0,4.0,4.0,81.0,42.0,2.0
202102,TESLA,1918.0,1273.0,644.0,63.0,2.0,3.0,258.0,318.0,1.0
202102,TOYOTA,4554.0,1558.0,2989.0,1325.0,25.0,230.0,260.0,1149.0,7.0
202102,VOLVO,3593.0,933.0,2659.0,710.0,6.0,594.0,564.0,785.0,1.0
202102,VW,40115.0,11754.0,28329.0,2864.0,7476.0,5592.0,4239.0,8158.0,32.0
202102,SONSTIGE,1141.0,359.0,782.0,195.0,319.0,14.0,155.0,99.0,
202101,ALFA ROMEO,176.0,30.0,146.0,115.0,2.0,,15.0,14.0,
202101,AUDI,11616.0,2192.0,9409.0,1195.0,1780.0,775.0,1922.0,3737.0,15.0
202101,BMW,16479.0,3864.0,12604.0,1321.0,3180.0,1263.0,2297.0,4543.0,11.0
202101,CITROEN,2254.0,923.0,1331.0,824.0,26.0,59.0,215.0,207.0,
202101,DACIA,1909.0,1048.0,861.0,567.0,7.0,108.0,88.0,91.0,
202101,DS,130.0,45.0,85.0,23.0,2.0,20.0,17.0,23.0,
202101,FIAT,3773.0,1858.0,1914.0,1246.0,12.0,336.0,118.0,202.0,1.0
202101,FORD,10208.0,2670.0,7535.0,1444.0,394.0,1983.0,1220.0,2494.0,3.0
202101,HONDA,286.0,167.0,119.0,82.0,,1.0,13.0,23.0,
202101,HYUNDAI,4194.0,1256.0,2938.0,2279.0,,76.0,240.0,343.0,
202101,JAGUAR,196.0,47.0,149.0,107.0,,1.0,20.0,21.0,
202101,JEEP,793.0,117.0,676.0,333.0,3.0,262.0,29.0,49.0,
202101,KIA,3024.0,1256.0,1766.0,1118.0,5.0,56.0,252.0,335.0,2.0
202101,LAND ROVER,634.0,199.0,435.0,179.0,2.0,11.0,130.0,113.0,
202101,LEXUS,215.0,38.0,177.0,111.0,5.0,,11.0,50.0,
202101,MAZDA,1398.0,748.0,649.0,382.0,2.0,11.0,90.0,164.0,1.0
202101,MERCEDES,17912.0,5041.0,12860.0,3305.0,1774.0,1385.0,1928.0,4468.0,11.0
202101,MINI,1812.0,766.0,1046.0,275.0,310.0,96.0,161.0,204.0,
202101,MITSUBISHI,1406.0,750.0,653.0,426.0,2.0,26.0,68.0,131.0,3.0
202101,NISSAN,1987.0,497.0,1490.0,1163.0,,126.0,50.0,151.0,
202101,OPEL,10220.0,1237.0,8975.0,3552.0,78.0,859.0,730.0,3756.0,8.0
202101,PEUGEOT,3335.0,1152.0,2183.0,1100.0,56.0,240.0,275.0,512.0,
202101,POLESTAR,136.0,47.0,89.0,2.0,,,37.0,50.0,
202101,PORSCHE,1933.0,487.0,1446.0,418.0,519.0,18.0,227.0,264.0,
202101,RENAULT,8207.0,1806.0,6398.0,2788.0,66.0,675.0,656.0,2213.0,3.0
202101,SEAT,8044.0,2791.0,5251.0,2043.0,724.0,583.0,781.0,1120.0,2.0
202101,SKODA,11382.0,3742.0,7635.0,1372.0,132.0,540.0,2048.0,3543.0,5.0
202101,SMART,1833.0,864.0,969.0,144.0,15.0,12.0,317.0,481.0,
202101,SSANGYONG,45.0,26.0,19.0,18.0,,,1.0,,
202101,SUBARU,157.0,76.0,81.0,71.0,,2.0,1.0,7.0,
202101,SUZUKI,819.0,513.0,306.0,213.0,,3.0,38.0,52.0,
202101,TESLA,453.0,266.0,186.0,36.0,,15.0,58.0,77.0,1.0
202101,TOYOTA,3626.0,1367.0,2259.0,970.0,15.0,324.0,232.0,718.0,
202101,VOLVO,3624.0,978.0,2645.0,787.0,14.0,410.0,576.0,858.0,1.0
202101,VW,34189.0,9680.0,24496.0,3008.0,6758.0,2547.0,4125.0,8058.0,13.0
202101,SONSTIGE,1349.0,324.0,1025.0,274.0,523.0,14.0,101.0,113.0,
202012,ALFA ROMEO,419.0,107.0,312.0,219.0,9.0,4.0,34.0,46.0,
202012,AUDI,19723.0,4991.0,14705.0,2106.0,2273.0,1811.0,2930.0,5585.0,27.0
202012,BMW,26684.0,10983.0,15691.0,1025.0,2110.0,3197.0,3432.0,5927.0,10.0
202012,CITROEN,4591.0,2037.0,2554.0,1361.0,10.0,336.0,360.0,487.0,
202012,DACIA,7621.0,4191.0,3429.0,2762.0,7.0,135.0,222.0,303.0,1.0
202012,DS,387.0,100.0,287.0,119.0,11.0,64.0,45.0,48.0,
202012,FIAT,9287.0,3598.0,5687.0,4694.0,8.0,459.0,263.0,263.0,2.0
202012,FORD,18070.0,6689.0,11381.0,3032.0,651.0,2880.0,1342.0,3476.0,
202012,HONDA,1399.0,745.0,654.0,513.0,,19.0,50.0,72.0,
202012,HYUNDAI,12741.0,3567.0,9173.0,6238.0,2.0,1532.0,596.0,805.0,1.0
202012,JAGUAR,903.0,322.0,581.0,345.0,,5.0,111.0,120.0,
202012,JEEP,1719.0,347.0,1372.0,804.0,2.0,392.0,70.0,104.0,
202012,KIA,5391.0,2654.0,2737.0,1613.0,1.0,302.0,389.0,432.0,
202012,LAND ROVER,1265.0,334.0,930.0,412.0,,63.0,220.0,235.0,1.0
202012,LEXUS,437.0,136.0,301.0,172.0,29.0,3.0,25.0,72.0,
202012,MAZDA,5646.0,2982.0,2664.0,1834.0,14.0,99.0,368.0,349.0,
202012,MERCEDES,30604.0,11025.0,19556.0,2570.0,2474.0,2605.0,3931.0,7976.0,23.0
202012,MINI,4485.0,2728.0,1756.0,198.0,471.0,211.0,368.0,508.0,1.0
202012,MITSUBISHI,2469.0,1744.0,725.0,392.0,3.0,46.0,120.0,164.0,
202012,NISSAN,3849.0,1693.0,2155.0,1738.0,,35.0,75.0,307.0,1.0
202012,OPEL,15561.0,3401.0,12149.0,4811.0,75.0,2522.0,1034.0,3707.0,11.0
202012,PEUGEOT,5285.0,2439.0,2845.0,1013.0,29.0,700.0,444.0,659.0,1.0
202012,PORSCHE,2813.0,1141.0,1671.0,300.0,562.0,30.0,364.0,415.0,1.0
202012,RENAULT,14335.0,6067.0,8263.0,2812.0,143.0,1314.0,1205.0,2789.0,5.0
202012,SEAT,10436.0,4746.0,5687.0,1742.0,143.0,1215.0,1029.0,1558.0,3.0
202012,SKODA,19163.0,6855.0,12296.0,3890.0,214.0,1184.0,2610.0,4398.0,12.0
202012,SMART,3078.0,1244.0,1834.0,440.0,64.0,55.0,402.0,873.0,
202012,SSANGYONG,115.0,74.0,41.0,36.0,,,1.0,4.0,
202012,SUBARU,353.0,264.0,89.0,54.0,,1.0,11.0,23.0,
202012,SUZUKI,2200.0,913.0,1287.0,1090.0,62.0,8.0,89.0,38.0,
202012,TESLA,3545.0,2329.0,1214.0,114.0,2.0,18.0,462.0,618.0,2.0
202012,TOYOTA,8492.0,4571.0,3920.0,1989.0,18.0,272.0,522.0,1119.0,1.0
202012,VOLVO,5691.0,1710.0,3980.0,920.0,1.0,1147.0,788.0,1124.0,1.0
202012,VW,60140.0,19998.0,40114.0,6920.0,10029.0,7794.0,5126.0,10245.0,28.0
202012,SONSTIGE,2497.0,1049.0,1447.0,453.0,422.0,86.0,241.0,245.0,1.0
202011,ALFA ROMEO,324.0,130.0,194.0,103.0,5.0,,20.0,66.0,
202011,AUDI,19149.0,5263.0,13842.0,1997.0,1975.0,970.0,3129.0,5771.0,44.0
202011,BMW,24532.0,7691.0,16814.0,1172.0,4117.0,1946.0,3227.0,6352.0,27.0
202011,CITROEN,4487.0,2075.0,2412.0,1198.0,66.0,148.0,432.0,568.0,
202011,DACIA,4702.0,3734.0,966.0,471.0,8.0,8.0,240.0,239.0,2.0
202011,DS,268.0,84.0,184.0,104.0,1.0,4.0,48.0,27.0,
202011,FIAT,7577.0,3356.0,4219.0,2558.0,9.0,1224.0,174.0,254.0,2.0
202011,FORD,19669.0,5956.0,13706.0,2977.0,749.0,4772.0,1702.0,3506.0,7.0
202011,HONDA,1043.0,729.0,314.0,216.0,,9.0,38.0,51.0,
202011,HYUNDAI,9936.0,4061.0,5875.0,4179.0,4.0,268.0,581.0,843.0,
202011,JAGUAR,483.0,209.0,274.0,98.0,,33.0,64.0,79.0,
202011,JEEP,1449.0,340.0,1109.0,616.0,,302.0,86.0,105.0,
202011,KIA,5600.0,2690.0,2908.0,1920.0,3.0,224.0,307.0,454.0,2.0
202011,LAND ROVER,1254.0,455.0,797.0,267.0,2.0,11.0,227.0,290.0,2.0
202011,LEXUS,332.0,109.0,223.0,75.0,22.0,3.0,9.0,114.0,
202011,MAZDA,5928.0,3431.0,2495.0,1776.0,4.0,23.0,305.0,387.0,2.0
202011,MERCEDES,32869.0,13031.0,19828.0,3722.0,2291.0,2224.0,3740.0,7851.0,10.0
202011,MINI,3634.0,2011.0,1623.0,223.0,546.0,161.0,269.0,424.0,
202011,MITSUBISHI,2910.0,2059.0,851.0,484.0,2.0,65.0,90.0,210.0,
202011,NISSAN,2975.0,1256.0,1719.0,1359.0,,151.0,62.0,147.0,
202011,OPEL,18338.0,4078.0,14251.0,4201.0,47.0,2333.0,1299.0,6371.0,9.0
202011,PEUGEOT,5828.0,2312.0,3515.0,1612.0,70.0,494.0,482.0,857.0,1.0
202011,PORSCHE,2759.0,944.0,1812.0,418.0,678.0,30.0,303.0,383.0,3.0
202011,RENAULT,13775.0,6172.0,7600.0,1773.0,116.0,772.0,1295.0,3644.0,3.0
202011,SEAT,9291.0,4585.0,4698.0,1439.0,305.0,400.0,962.0,1592.0,8.0
202011,SKODA,17094.0,6630.0,10456.0,2747.0,175.0,745.0,2462.0,4327.0,8.0
202011,SMART,3018.0,1335.0,1683.0,334.0,25.0,24.0,589.0,711.0,
202011,SSANGYONG,116.0,93.0,23.0,22.0,,,1.0,,
202011,SUBARU,357.0,255.0,102.0,78.0,1.0,3.0,13.0,7.0,
202011,SUZUKI,2316.0,987.0,1329.0,1028.0,14.0,16.0,141.0,130.0,
202011,TESLA,1680.0,1161.0,519.0,41.0,2.0,2.0,191.0,283.0,
202011,TOYOTA,8498.0,4133.0,4361.0,2290.0,17.0,219.0,485.0,1350.0,4.0
202011,VOLVO,4615.0,1473.0,3139.0,797.0,5.0,562.0,730.0,1045.0,3.0
202011,VW,51087.0,20740.0,30298.0,5201.0,5881.0,3264.0,4980.0,10972.0,49.0
202011,SONSTIGE,2257.0,788.0,1469.0,425.0,587.0,15.0,200.0,242.0,
202010,ALFA ROMEO,359.0,147.0,212.0,67.0,10.0,31.0,37.0,67.0,
202010,AUDI,20922.0,4720.0,16184.0,1403.0,4985.0,1251.0,2852.0,5693.0,18.0
202010,BMW,20825.0,6344.0,14465.0,1426.0,3140.0,1435.0,2743.0,5721.0,16.0
202010,CITROEN,3906.0,1925.0,1981.0,1139.0,22.0,135.0,299.0,386.0,
202010,DACIA,4568.0,3712.0,856.0,453.0,2.0,41.0,137.0,223.0,
202010,DS,182.0,59.0,123.0,34.0,3.0,16.0,23.0,47.0,
202010,FIAT,6733.0,3664.0,3069.0,1964.0,26.0,674.0,168.0,237.0,
202010,FORD,16572.0,5598.0,10963.0,2182.0,505.0,2543.0,1447.0,4286.0,11.0
202010,HONDA,1081.0,706.0,375.0,293.0,1.0,7.0,36.0,38.0,
202010,HYUNDAI,10458.0,4423.0,6035.0,3974.0,2.0,607.0,562.0,890.0,
202010,JAGUAR,412.0,160.0,252.0,145.0,1.0,4.0,44.0,58.0,
202010,JEEP,1131.0,329.0,802.0,571.0,,52.0,61.0,118.0,
202010,KIA,6352.0,3127.0,3222.0,2085.0,2.0,234.0,399.0,502.0,3.0
202010,LAND ROVER,1245.0,413.0,832.0,346.0,5.0,29.0,201.0,251.0,
202010,LEXUS,397.0,127.0,270.0,134.0,13.0,4.0,6.0,113.0,
202010,MAZDA,3800.0,2245.0,1554.0,1112.0,1.0,14.0,164.0,263.0,1.0
202010,MERCEDES,32698.0,12903.0,19781.0,4411.0,2544.0,2013.0,3488.0,7325.0,14.0
202010,MINI,4347.0,2441.0,1906.0,302.0,630.0,210.0,309.0,455.0,
202010,MITSUBISHI,3432.0,2350.0,1082.0,639.0,5.0,82.0,117.0,239.0,
202010,NISSAN,2616.0,1262.0,1354.0,1059.0,1.0,29.0,98.0,167.0,
202010,OPEL,16867.0,3573.0,13288.0,4644.0,85.0,4860.0,962.0,2737.0,6.0
202010,PEUGEOT,5054.0,2394.0,2659.0,1074.0,47.0,455.0,360.0,723.0,1.0
202010,PORSCHE,2711.0,876.0,1834.0,513.0,758.0,11.0,257.0,295.0,1.0
202010,RENAULT,12940.0,6008.0,6930.0,2010.0,108.0,594.0,1069.0,3149.0,2.0
202010,SEAT,9944.0,4310.0,5632.0,2628.0,614.0,289.0,863.0,1238.0,2.0
202010,SKODA,17151.0,6762.0,10383.0,1842.0,209.0,1083.0,2669.0,4580.0,6.0
202010,SMART,2441.0,1095.0,1346.0,165.0,28.0,30.0,454.0,669.0,
202010,SSANGYONG,131.0,86.0,45.0,40.0,,,2.0,3.0,
202010,SUBARU,411.0,168.0,243.0,225.0,,4.0,4.0,10.0,
202010,SUZUKI,2272.0,1098.0,1174.0,972.0,32.0,25.0,56.0,89.0,
202010,TESLA,252.0,81.0,170.0,42.0,2.0,,47.0,79.0,1.0
202010,TOYOTA,7979.0,3383.0,4593.0,2271.0,48.0,396.0,480.0,1398.0,3.0
202010,VOLVO,4571.0,1208.0,3363.0,857.0,16.0,790.0,714.0,986.0,
202010,VW,47204.0,16157.0,31008.0,4246.0,7332.0,5123.0,4653.0,9654.0,39.0
202010,SONSTIGE,2339.0,675.0,1662.0,657.0,659.0,40.0,154.0,152.0,2.0
202009,ALFA ROMEO,418.0,141.0,277.0,107.0,20.0,6.0,47.0,97.0,
202009,AUDI,16247.0,3871.0,12360.0,1127.0,2770.0,1154.0,2557.0,4752.0,16.0
202009,BMW,20267.0,6041.0,14204.0,1305.0,3750.0,1783.0,2242.0,5124.0,22.0
202009,CITROEN,4512.0,1792.0,2720.0,1090.0,9.0,962.0,295.0,364.0,
202009,DACIA,3745.0,3177.0,568.0,166.0,5.0,68.0,107.0,222.0,
202009,DS,103.0,35.0,68.0,13.0,1.0,12.0,21.0,21.0,
202009,FIAT,9037.0,4025.0,5012.0,3144.0,14.0,1168.0,376.0,310.0,
202009,FORD,18696.0,5331.0,13360.0,3282.0,502.0,3649.0,1566.0,4361.0,5.0
202009,HONDA,1203.0,797.0,406.0,333.0,,10.0,29.0,34.0,
202009,HYUNDAI,11744.0,5264.0,6479.0,4637.0,2.0,704.0,408.0,728.0,1.0
202009,JAGUAR,532.0,217.0,315.0,143.0,,12.0,63.0,97.0,
202009,JEEP,1788.0,356.0,1432.0,866.0,1.0,342.0,48.0,175.0,
202009,KIA,6899.0,3179.0,3719.0,1973.0,4.0,668.0,491.0,583.0,1.0
202009,LAND ROVER,1034.0,373.0,660.0,274.0,3.0,22.0,186.0,175.0,1.0
202009,LEXUS,333.0,128.0,204.0,83.0,15.0,3.0,21.0,82.0,1.0
202009,MAZDA,4779.0,2039.0,2740.0,2073.0,5.0,141.0,267.0,254.0,
202009,MERCEDES,27360.0,9464.0,17881.0,4227.0,2804.0,1987.0,2801.0,6062.0,15.0
202009,MINI,4780.0,2482.0,2296.0,317.0,869.0,314.0,331.0,465.0,2.0
202009,MITSUBISHI,3518.0,2604.0,913.0,520.0,7.0,78.0,109.0,199.0,1.0
202009,NISSAN,3628.0,1685.0,1942.0,1525.0,4.0,102.0,116.0,195.0,1.0
202009,OPEL,13388.0,3101.0,10285.0,3599.0,60.0,1380.0,703.0,4543.0,2.0
202009,PEUGEOT,5247.0,2498.0,2749.0,1053.0,11.0,756.0,345.0,584.0,
202009,PORSCHE,2016.0,510.0,1506.0,346.0,713.0,21.0,198.0,228.0,
202009,RENAULT,12115.0,4475.0,7640.0,3233.0,98.0,715.0,864.0,2730.0,
202009,SEAT,11717.0,5118.0,6596.0,2868.0,142.0,1536.0,758.0,1292.0,3.0
202009,SKODA,18152.0,6576.0,11571.0,2836.0,182.0,1390.0,2705.0,4458.0,5.0
202009,SMART,1661.0,813.0,848.0,225.0,37.0,29.0,232.0,325.0,
202009,SSANGYONG,142.0,107.0,35.0,31.0,,,1.0,3.0,
202009,SUBARU,663.0,441.0,222.0,184.0,1.0,3.0,10.0,24.0,
202009,SUZUKI,2866.0,1135.0,1731.0,1515.0,9.0,55.0,88.0,64.0,
202009,TESLA,3065.0,1994.0,1071.0,104.0,3.0,17.0,413.0,534.0,
202009,TOYOTA,7796.0,3032.0,4761.0,2414.0,94.0,409.0,406.0,1438.0,3.0
202009,VOLVO,3773.0,838.0,2934.0,746.0,10.0,762.0,620.0,796.0,1.0
202009,VW,40398.0,11377.0,28998.0,3982.0,7082.0,5889.0,4155.0,7890.0,23.0
202009,SONSTIGE,1605.0,498.0,1107.0,237.0,591.0,5.0,146.0,128.0,
202008,ALFA ROMEO,262.0,78.0,184.0,97.0,10.0,2.0,40.0,35.0,
202008,AUDI,16405.0,4144.0,12239.0,1054.0,2031.0,1621.0,2599.0,4934.0,22.0
202008,BMW,21549.0,5631.0,15903.0,1309.0,3875.0,2609.0,2660.0,5450.0,15.0
202008,CITROEN,4158.0,1966.0,2192.0,1107.0,3.0,434.0,274.0,374.0,
202008,DACIA,4286.0,3418.0,867.0,585.0,4.0,17.0,103.0,158.0,1.0
202008,DS,244.0,80.0,164.0,60.0,1.0,43.0,25.0,35.0,
202008,FIAT,7623.0,4957.0,2666.0,1737.0,25.0,431.0,200.0,273.0,
202008,FORD,16783.0,4574.0,12207.0,3025.0,619.0,2758.0,1549.0,4256.0,2.0
202008,HONDA,1060.0,723.0,337.0,276.0,,5.0,24.0,32.0,
202008,HYUNDAI,10964.0,5336.0,5626.0,3670.0,2.0,850.0,377.0,727.0,2.0
202008,JAGUAR,298.0,139.0,159.0,53.0,1.0,6.0,46.0,53.0,
