DATE,LAND,STATISTISCHE KENNZIFFER UND ZULASSUNGSBEZIRK,PERSONENKRAFTWAGEN,HUBRAUM BIS 1.399 CM³,1.400 BIS 1.999 CM³,2.000 UND MEHR CM³,UNBE- KANNT,UND ZWAR MIT OFFENEM AUFBAU,UND ZWAR MIT ALLRAD- ANTRIEB,UND ZWAR WOHN- MOBILE,"UND ZWAR KRANKEN- WAGEN, NOTARZT- EINSATZFZ.",UND ZWAR GEWERBLICHE HALTERINNEN UND HALTER,UND ZWAR HALTERINNEN,PKW-DICHTE JE 1.000 EINWOHNER
2020,BADEN-WURTTEMBERG,"08111 STUTTGART,STADT",307367.0,94626.0,149289.0,60533.0,2919.0,19446.0,49031.0,3038.0,108.0,81664.0,83477.0,484
2020,BADEN-WURTTEMBERG,08115 BOEBLINGEN,256970.0,82973.0,123051.0,48947.0,1999.0,15303.0,37243.0,3225.0,73.0,40077.0,79184.0,656
2020,BADEN-WURTTEMBERG,08116 ESSLINGEN,333419.0,117674.0,159991.0,54375.0,1379.0,19658.0,40806.0,4311.0,117.0,40764.0,111548.0,625
2020,BADEN-WURTTEMBERG,08117 GOEPPINGEN,166215.0,60377.0,78841.0,26496.0,501.0,8750.0,21736.0,2212.0,44.0,16755.0,56548.0,646
2020,BADEN-WURTTEMBERG,08118 LUDWIGSBURG,333240.0,116328.0,161775.0,53745.0,1392.0,19111.0,39202.0,3714.0,152.0,30190.0,114141.0,613
2020,BADEN-WURTTEMBERG,08119 REMS-MURR-KREIS,265407.0,93155.0,127046.0,44184.0,1022.0,15774.0,33071.0,3240.0,80.0,27595.0,89719.0,623
2020,BADEN-WURTTEMBERG,"08121 HEILBRONN,STADT",67760.0,22810.0,33692.0,11031.0,227.0,3235.0,8111.0,482.0,99.0,9648.0,21793.0,538
2020,BADEN-WURTTEMBERG,08125 HEILBRONN,244186.0,76613.0,127057.0,39671.0,845.0,12389.0,38821.0,2660.0,18.0,38726.0,77049.0,712
2020,BADEN-WURTTEMBERG,08126 HOHENLOHEKREIS,83570.0,22445.0,47454.0,13384.0,287.0,3640.0,10244.0,800.0,21.0,14064.0,25251.0,746
2020,BADEN-WURTTEMBERG,08127 SCHWAEBISCH-HALL,129345.0,39225.0,68263.0,21431.0,426.0,6392.0,16542.0,1602.0,36.0,11273.0,42187.0,660
2020,BADEN-WURTTEMBERG,08128 MAIN-TAUBER-KREIS,89310.0,27474.0,48704.0,12940.0,192.0,3950.0,10317.0,921.0,30.0,7777.0,28944.0,675
2020,BADEN-WURTTEMBERG,08135 HEIDENHEIM,84103.0,28756.0,41717.0,13422.0,208.0,3842.0,11146.0,1151.0,23.0,7278.0,28072.0,635
2020,BADEN-WURTTEMBERG,08136 OSTALBKREIS,205805.0,70252.0,102168.0,32787.0,598.0,9935.0,30251.0,2854.0,77.0,21745.0,67029.0,655
2020,BADEN-WURTTEMBERG,"08211 BADEN-BADEN,STADT",35092.0,11018.0,17050.0,6879.0,145.0,2452.0,5473.0,348.0,9.0,6006.0,11820.0,637
2020,BADEN-WURTTEMBERG,"08212 KARLSRUHE,STADT",141805.0,47562.0,70656.0,22822.0,765.0,7368.0,15267.0,1998.0,48.0,25895.0,45611.0,453
2020,BADEN-WURTTEMBERG,08215 KARLSRUHE,280068.0,97374.0,138045.0,43693.0,956.0,15454.0,31273.0,3336.0,88.0,25841.0,98890.0,630
2020,BADEN-WURTTEMBERG,08216 RASTATT,151834.0,52483.0,74504.0,24436.0,411.0,8279.0,18145.0,1899.0,45.0,12995.0,51422.0,657
2020,BADEN-WURTTEMBERG,"08221 HEIDELBERG,STADT",60719.0,19375.0,30272.0,10769.0,303.0,4165.0,7505.0,823.0,55.0,10795.0,20979.0,379
2020,BADEN-WURTTEMBERG,"08222 MANNHEIM,STADT",152834.0,50111.0,77155.0,25106.0,462.0,7878.0,16175.0,1299.0,115.0,28699.0,47895.0,494
2020,BADEN-WURTTEMBERG,08225 NECKAR-ODENWALD-KREIS,94254.0,32702.0,48222.0,13133.0,197.0,4324.0,12578.0,1026.0,38.0,7941.0,31350.0,657
2020,BADEN-WURTTEMBERG,08226 RHEIN-NECKAR-KREIS,352784.0,120754.0,176824.0,53920.0,1286.0,21304.0,39960.0,3954.0,40.0,47254.0,124605.0,644
2020,BADEN-WURTTEMBERG,"08231 PFORZHEIM,STADT",62092.0,21382.0,30141.0,10373.0,196.0,3159.0,7507.0,517.0,51.0,8335.0,19570.0,495
2020,BADEN-WURTTEMBERG,08235 CALW,105241.0,36300.0,51744.0,16724.0,473.0,5180.0,13846.0,1425.0,40.0,10725.0,34158.0,664
2020,BADEN-WURTTEMBERG,08236 ENZKREIS,132323.0,47058.0,63257.0,21552.0,456.0,7815.0,16311.0,1820.0,1.0,11921.0,46615.0,665
2020,BADEN-WURTTEMBERG,08237 FREUDENSTADT,77061.0,25504.0,39715.0,11626.0,216.0,3649.0,13378.0,978.0,29.0,7537.0,24378.0,653
2020,BADEN-WURTTEMBERG,08311 FREIBURG I.BREISG.STADT,93340.0,30458.0,46936.0,15472.0,474.0,4766.0,10283.0,2429.0,102.0,16490.0,30927.0,405
2020,BADEN-WURTTEMBERG,08315 BREISGAU-HOCHSCHWARZWALD,158892.0,55271.0,78387.0,24550.0,684.0,8662.0,21727.0,3111.0,32.0,14348.0,55617.0,605
2020,BADEN-WURTTEMBERG,08316 EMMENDINGEN,101079.0,35870.0,50482.0,14383.0,344.0,5139.0,11534.0,1749.0,29.0,7977.0,36003.0,611
2020,BADEN-WURTTEMBERG,08317 ORTENAUKREIS,273234.0,98005.0,136379.0,38105.0,745.0,13023.0,33324.0,3626.0,75.0,27635.0,93865.0,636
2020,BADEN-WURTTEMBERG,08325 ROTTWEIL,93905.0,32718.0,47104.0,13870.0,213.0,4712.0,15061.0,1361.0,31.0,9810.0,30943.0,673
2020,BADEN-WURTTEMBERG,08326 SCHWARZWALD-BAAR-KREIS,131888.0,48269.0,64023.0,19259.0,337.0,6295.0,22704.0,1872.0,58.0,14022.0,44673.0,621
2020,BADEN-WURTTEMBERG,08327 TUTTLINGEN,88742.0,30142.0,44294.0,14066.0,240.0,4416.0,14989.0,1244.0,27.0,10345.0,27688.0,633
2020,BADEN-WURTTEMBERG,08335 KONSTANZ,160274.0,57077.0,76403.0,26230.0,564.0,9784.0,20393.0,2978.0,69.0,14490.0,57581.0,562
2020,BADEN-WURTTEMBERG,08336 LOERRACH,136632.0,47167.0,67274.0,21604.0,587.0,7468.0,20167.0,2169.0,40.0,10310.0,48588.0,598
2020,BADEN-WURTTEMBERG,08337 WALDSHUT,107515.0,37783.0,53215.0,16105.0,412.0,5297.0,18513.0,1493.0,48.0,8228.0,36523.0,630
2020,BADEN-WURTTEMBERG,08415 REUTLINGEN,180149.0,63917.0,87373.0,28269.0,590.0,9195.0,24779.0,2594.0,75.0,19434.0,61971.0,628
2020,BADEN-WURTTEMBERG,08416 TUEBINGEN,126073.0,43942.0,62515.0,19185.0,431.0,6230.0,14310.0,2037.0,53.0,13927.0,44304.0,555
2020,BADEN-WURTTEMBERG,08417 ZOLLERNALBKREIS,128059.0,46339.0,62990.0,18395.0,335.0,6923.0,18868.0,1606.0,43.0,11847.0,43950.0,678
2020,BADEN-WURTTEMBERG,"08421 ULM,STADT",66682.0,21880.0,33568.0,10938.0,296.0,3330.0,8393.0,894.0,77.0,12614.0,20351.0,528
2020,BADEN-WURTTEMBERG,08425 ALB-DONAU-KREIS,127884.0,43918.0,63588.0,20037.0,341.0,6734.0,16567.0,1717.0,9.0,9347.0,42138.0,652
2020,BADEN-WURTTEMBERG,08426 BIBERACH,131290.0,42562.0,66211.0,22119.0,398.0,6353.0,17032.0,1757.0,41.0,10834.0,42922.0,657
2020,BADEN-WURTTEMBERG,08435 BODENSEEKREIS,138251.0,47119.0,65566.0,25044.0,522.0,8776.0,18997.0,2605.0,23.0,13421.0,47655.0,639
2020,BADEN-WURTTEMBERG,08436 RAVENSBURG,180022.0,63651.0,86828.0,28887.0,656.0,8681.0,24713.0,3351.0,89.0,17422.0,60533.0,633
2020,BADEN-WURTTEMBERG,08437 SIGMARINGEN,86355.0,30290.0,42777.0,13102.0,186.0,3949.0,11562.0,1221.0,28.0,7188.0,28549.0,660
2020,BAYERN,"09161 INGOLSTADT,STADT",100807.0,27802.0,53585.0,18464.0,956.0,3872.0,24637.0,906.0,49.0,37323.0,21604.0,736
2020,BAYERN,"09162 MUENCHEN,STADT",740244.0,192977.0,395011.0,146332.0,5924.0,45239.0,138471.0,9869.0,284.0,228607.0,193429.0,503
2020,BAYERN,"09163 ROSENHEIM,STADT",34857.0,11940.0,16800.0,5994.0,123.0,1524.0,5432.0,562.0,36.0,5327.0,11701.0,550
2020,BAYERN,09171 ALTOETTING,71046.0,23523.0,36508.0,10783.0,232.0,3400.0,9510.0,1090.0,32.0,5728.0,24034.0,639
2020,BAYERN,09172 BERCHTESGADENER LAND,65251.0,24690.0,31132.0,9246.0,183.0,2498.0,13600.0,1246.0,25.0,6257.0,21783.0,617
2020,BAYERN,09173 BAD TOELZ-WOLFRATSHAUSEN,80197.0,26962.0,38903.0,14031.0,301.0,3963.0,16350.0,1758.0,21.0,7905.0,28553.0,630
2020,BAYERN,09174 DACHAU,92478.0,30691.0,45875.0,15585.0,327.0,5277.0,12825.0,1512.0,25.0,8204.0,31252.0,601
2020,BAYERN,09175 EBERSBERG,84812.0,27419.0,42138.0,14836.0,419.0,5074.0,13581.0,1442.0,20.0,8543.0,29181.0,597
2020,BAYERN,09176 EICHSTAETT,84177.0,28516.0,43549.0,11860.0,252.0,3521.0,13326.0,1195.0,28.0,4882.0,24354.0,636
2020,BAYERN,09177 ERDING,89204.0,29026.0,45624.0,14213.0,341.0,4559.0,12500.0,1156.0,22.0,6995.0,30104.0,648
2020,BAYERN,09178 FREISING,109103.0,34058.0,56085.0,18316.0,644.0,5679.0,14888.0,1530.0,35.0,11094.0,35651.0,609
2020,BAYERN,09179 FUERSTENFELDBRUCK,122967.0,42174.0,59592.0,20739.0,462.0,6941.0,16515.0,2297.0,25.0,10195.0,42980.0,561
2020,BAYERN,09180 GARMISCH-PARTENKIRCHEN,51923.0,18522.0,24751.0,8504.0,146.0,2151.0,11667.0,1538.0,34.0,6369.0,18918.0,587
2020,BAYERN,09181 LANDSBERG AM LECH,81721.0,26554.0,41300.0,13391.0,476.0,4748.0,11528.0,1821.0,19.0,8595.0,28189.0,681
2020,BAYERN,09182 MIESBACH,65873.0,20997.0,31967.0,12629.0,280.0,4109.0,17759.0,1269.0,21.0,7480.0,23620.0,661
2020,BAYERN,09183 MUEHLDORF A.INN,74355.0,24759.0,37651.0,11693.0,252.0,3359.0,10232.0,1052.0,22.0,6028.0,24722.0,645
2020,BAYERN,09184 MUENCHEN,244513.0,68181.0,123952.0,50747.0,1633.0,15715.0,50876.0,3336.0,32.0,71614.0,67160.0,701
2020,BAYERN,09185 NEUBURG-SCHROBENHAUSEN,65137.0,20487.0,34204.0,10291.0,155.0,2899.0,9068.0,799.0,17.0,5639.0,20424.0,674
2020,BAYERN,09186 PFAFFENHOFEN A.D.ILM,83487.0,25628.0,43595.0,13933.0,331.0,4192.0,12358.0,1075.0,22.0,6134.0,26800.0,657
2020,BAYERN,09187 ROSENHEIM,170647.0,58644.0,83034.0,28196.0,773.0,8567.0,29316.0,3476.0,21.0,17015.0,60111.0,654
2020,BAYERN,09188 STARNBERG,87268.0,26166.0,41583.0,18910.0,609.0,7543.0,17874.0,1631.0,31.0,11800.0,30838.0,641
2020,BAYERN,09189 TRAUNSTEIN,116185.0,40195.0,58080.0,17420.0,490.0,5256.0,18850.0,2335.0,45.0,9058.0,39574.0,656
2020,BAYERN,09190 WEILHEIM-SCHONGAU,87878.0,30412.0,43092.0,14058.0,316.0,4027.0,13969.0,2440.0,27.0,7049.0,30633.0,649
2020,BAYERN,"09261 LANDSHUT,STADT",37476.0,12376.0,18864.0,6089.0,147.0,1821.0,5102.0,481.0,34.0,4306.0,12833.0,518
2020,BAYERN,"09262 PASSAU,STADT",28604.0,9510.0,14596.0,4396.0,102.0,1276.0,4642.0,355.0,51.0,4950.0,9280.0,545
2020,BAYERN,"09263 STRAUBING,STADT",27565.0,9406.0,13746.0,4349.0,64.0,1269.0,3735.0,228.0,14.0,4231.0,8831.0,577
2020,BAYERN,09271 DEGGENDORF,78144.0,25546.0,41348.0,11065.0,185.0,3102.0,12548.0,698.0,29.0,7392.0,25699.0,655
2020,BAYERN,09272 FREYUNG-GRAFENAU,52557.0,17552.0,27899.0,7025.0,81.0,1605.0,13705.0,550.0,50.0,3848.0,16335.0,671
2020,BAYERN,09273 KELHEIM,80233.0,25406.0,42063.0,12526.0,238.0,3530.0,11320.0,813.0,28.0,5990.0,25277.0,656
2020,BAYERN,09274 LANDSHUT,108331.0,32508.0,58053.0,17405.0,365.0,4814.0,15743.0,1362.0,11.0,8611.0,34798.0,683
2020,BAYERN,09275 PASSAU,127611.0,43160.0,66038.0,18093.0,320.0,4842.0,22544.0,1278.0,2.0,9379.0,42479.0,664
2020,BAYERN,09276 REGEN,49927.0,17017.0,26083.0,6670.0,157.0,1458.0,12505.0,471.0,18.0,4442.0,15786.0,643
2020,BAYERN,09277 ROTTAL-INN,82413.0,25951.0,43711.0,12523.0,228.0,3584.0,11396.0,958.0,23.0,9063.0,26177.0,683
2020,BAYERN,09278 STRAUBING-BOGEN,68416.0,22470.0,35748.0,10034.0,164.0,2894.0,10527.0,667.0,109.0,3866.0,21894.0,680
2020,BAYERN,09279 DINGOLFING-LANDAU,69373.0,17715.0,39966.0,11417.0,275.0,3277.0,10048.0,810.0,20.0,9152.0,19236.0,721
2020,BAYERN,"09361 AMBERG,STADT",25166.0,9104.0,12510.0,3442.0,110.0,1055.0,3031.0,287.0,28.0,3164.0,8583.0,600
2020,BAYERN,"09362 REGENSBURG,STADT",92778.0,32679.0,47289.0,12349.0,461.0,3591.0,12988.0,842.0,71.0,29818.0,25089.0,608
2020,BAYERN,"09363 WEIDEN I.D.OPF.,STADT",26138.0,9550.0,12862.0,3673.0,53.0,997.0,3148.0,252.0,36.0,3738.0,8674.0,615
2020,BAYERN,09371 AMBERG-SULZBACH,69942.0,24580.0,36219.0,8940.0,203.0,2614.0,9140.0,820.0,1.0,4441.0,23202.0,678
2020,BAYERN,09372 CHAM,88655.0,30035.0,46851.0,11577.0,192.0,2793.0,14904.0,608.0,38.0,7695.0,27164.0,693
2020,BAYERN,09373 NEUMARKT I.D.OPF.,88784.0,30015.0,46955.0,11549.0,265.0,3483.0,11074.0,1004.0,24.0,10130.0,26683.0,665
2020,BAYERN,09374 NEUSTADT A.D.WALDNAAB,64802.0,23326.0,33259.0,8081.0,136.0,2123.0,8331.0,577.0,1.0,3928.0,20846.0,687
2020,BAYERN,09375 REGENSBURG,125669.0,43458.0,63517.0,18296.0,398.0,5740.0,18061.0,1484.0,3.0,8359.0,42054.0,649
2020,BAYERN,09376 SCHWANDORF,99908.0,33521.0,53415.0,12780.0,192.0,3579.0,12516.0,857.0,48.0,8635.0,31218.0,679
2020,BAYERN,09377 TIRSCHENREUTH,48742.0,18560.0,24696.0,5407.0,79.0,1430.0,6408.0,352.0,26.0,3233.0,15406.0,672
2020,BAYERN,"09461 BAMBERG,STADT",40979.0,14323.0,20291.0,6151.0,214.0,1827.0,4335.0,562.0,54.0,7741.0,13560.0,528
2020,BAYERN,"09462 BAYREUTH,STADT",39615.0,14489.0,19723.0,5267.0,136.0,1663.0,4896.0,407.0,32.0,7427.0,13102.0,531
2020,BAYERN,"09463 COBURG,STADT",25083.0,9143.0,12340.0,3513.0,87.0,1303.0,3074.0,228.0,28.0,4538.0,8189.0,608
2020,BAYERN,"09464 HOF,STADT",25952.0,11330.0,11597.0,2955.0,70.0,930.0,2868.0,210.0,34.0,4046.0,8561.0,565
2020,BAYERN,09471 BAMBERG,101042.0,35391.0,51871.0,13504.0,276.0,4134.0,10983.0,1223.0,2.0,6217.0,35344.0,687
2020,BAYERN,09472 BAYREUTH,71277.0,26890.0,35609.0,8631.0,147.0,2857.0,9899.0,768.0,3.0,4239.0,24849.0,688
2020,BAYERN,09473 COBURG,58391.0,22795.0,28135.0,7302.0,159.0,2534.0,6856.0,527.0,1.0,3966.0,20997.0,672
2020,BAYERN,09474 FORCHHEIM,77714.0,27907.0,38943.0,10568.0,296.0,3667.0,10042.0,1085.0,21.0,4536.0,27661.0,669
2020,BAYERN,09475 HOF,63579.0,26258.0,29822.0,7383.0,116.0,2356.0,8995.0,552.0,7.0,5052.0,22213.0,667
2020,BAYERN,09476 KRONACH,45184.0,17749.0,22064.0,5288.0,83.0,1827.0,7057.0,293.0,18.0,3987.0,15401.0,673
2020,BAYERN,09477 KULMBACH,49379.0,18653.0,24402.0,6209.0,115.0,2054.0,6474.0,546.0,16.0,4978.0,17594.0,687
2020,BAYERN,09478 LICHTENFELS,44399.0,16159.0,22350.0,5790.0,100.0,1879.0,5011.0,382.0,17.0,3618.0,15287.0,664
2020,BAYERN,09479 WUNSIEDEL I.FICHTELGEB.,47075.0,19293.0,22066.0,5624.0,92.0,1703.0,6212.0,471.0,22.0,4049.0,16527.0,643
2020,BAYERN,"09561 ANSBACH,STADT",25536.0,8613.0,13131.0,3689.0,103.0,1029.0,2821.0,297.0,44.0,3714.0,8588.0,610
2020,BAYERN,"09562 ERLANGEN,STADT",55572.0,18940.0,27633.0,8728.0,271.0,2531.0,6217.0,1003.0,61.0,6898.0,18561.0,496
2020,BAYERN,"09563 FUERTH,STADT",63482.0,23285.0,30331.0,9653.0,213.0,3276.0,6995.0,793.0,56.0,6889.0,22341.0,497
2020,BAYERN,"09564 NUERNBERG,STADT",246845.0,82185.0,123723.0,40092.0,845.0,12243.0,29445.0,3055.0,113.0,39317.0,79797.0,476
2020,BAYERN,"09565 SCHWABACH,STADT",26218.0,9439.0,12595.0,4062.0,122.0,1470.0,3210.0,413.0,1.0,3119.0,9412.0,643
2020,BAYERN,09571 ANSBACH,124575.0,41308.0,66108.0,16822.0,337.0,5064.0,13050.0,1585.0,,8204.0,41377.0,677
2020,BAYERN,09572 ERLANGEN-HOECHSTADT,91393.0,30374.0,46528.0,14093.0,398.0,4729.0,11280.0,1476.0,4.0,7755.0,32211.0,671
2020,BAYERN,09573 FUERTH,76518.0,28820.0,36232.0,11210.0,256.0,4441.0,8573.0,1137.0,,4098.0,29071.0,652
2020,BAYERN,09574 NUERNBERGER LAND,110732.0,38878.0,55222.0,16241.0,391.0,5857.0,14679.0,1830.0,33.0,10132.0,39568.0,650
2020,BAYERN,09575 NEUSTADT/AISCH-WINDSHEIM,66980.0,21553.0,35751.0,9415.0,261.0,2690.0,7845.0,909.0,27.0,4469.0,22613.0,667
2020,BAYERN,09576 ROTH,86066.0,29694.0,43354.0,12747.0,271.0,4115.0,10316.0,1351.0,31.0,7305.0,29645.0,678
2020,BAYERN,09577 WEISSENBURG-GUNZENHAUSEN,62018.0,21299.0,31815.0,8685.0,219.0,2497.0,7662.0,990.0,26.0,4958.0,20482.0,657
2020,BAYERN,"09661 ASCHAFFENBURG,STADT",43423.0,15105.0,21205.0,6985.0,128.0,2317.0,5122.0,416.0,55.0,8153.0,14042.0,616
2020,BAYERN,"09662 SCHWEINFURT,STADT",28667.0,8655.0,15006.0,4920.0,86.0,1075.0,3293.0,387.0,38.0,5121.0,8534.0,531
2020,BAYERN,"09663 WUERZBURG,STADT",64248.0,21236.0,32367.0,10362.0,283.0,3491.0,7383.0,820.0,68.0,11394.0,20901.0,502
2020,BAYERN,09671 ASCHAFFENBURG,117419.0,40209.0,58595.0,18242.0,373.0,6837.0,16039.0,1306.0,2.0,10018.0,40674.0,674
2020,BAYERN,09672 BAD KISSINGEN,70189.0,22534.0,36725.0,10673.0,257.0,2710.0,8932.0,1147.0,43.0,5432.0,23436.0,680
2020,BAYERN,09673 RHOEN-GRABFELD,54247.0,16653.0,29753.0,7439.0,402.0,1811.0,7262.0,783.0,27.0,4561.0,17756.0,681
2020,BAYERN,09674 HASSBERGE,58167.0,18492.0,31657.0,7855.0,163.0,2135.0,6530.0,833.0,19.0,3943.0,19458.0,688
2020,BAYERN,09675 KITZINGEN,61322.0,19356.0,32551.0,9209.0,206.0,2885.0,6470.0,735.0,28.0,4981.0,20877.0,675
2020,BAYERN,09676 MILTENBERG,84528.0,28029.0,43845.0,12480.0,174.0,4181.0,10693.0,1049.0,36.0,7293.0,28824.0,656
2020,BAYERN,09677 MAIN-SPESSART,85136.0,27504.0,44602.0,12819.0,211.0,3583.0,11865.0,1085.0,36.0,5949.0,28060.0,674
2020,BAYERN,09678 SCHWEINFURT,78326.0,25458.0,40661.0,11910.0,297.0,3550.0,8311.0,1367.0,11.0,3133.0,27266.0,680
2020,BAYERN,09679 WUERZBURG,105990.0,36298.0,54040.0,15246.0,406.0,5572.0,11582.0,1567.0,4.0,7410.0,36909.0,655
2020,BAYERN,"09761 AUGSBURG,STADT",138396.0,48774.0,67364.0,21808.0,450.0,6224.0,15858.0,1946.0,69.0,20492.0,43859.0,469
2020,BAYERN,"09762 KAUFBEUREN,STADT",25113.0,9952.0,11492.0,3597.0,72.0,937.0,3198.0,519.0,3.0,2622.0,8384.0,572
2020,BAYERN,"09763 KEMPTEN(ALLGAEU),STADT",39356.0,14749.0,18990.0,5474.0,143.0,1513.0,6193.0,714.0,49.0,6314.0,12655.0,571
2020,BAYERN,"09764 MEMMINGEN,STADT",26592.0,9449.0,13092.0,3976.0,75.0,1174.0,3156.0,326.0,15.0,4251.0,8368.0,607
2020,BAYERN,09771 AICHACH-FRIEDBERG,86534.0,28830.0,43146.0,14288.0,270.0,4768.0,11143.0,1392.0,21.0,6869.0,28981.0,648
2020,BAYERN,09772 AUGSBURG,164782.0,57886.0,79889.0,26478.0,529.0,9146.0,20520.0,2747.0,42.0,13761.0,57662.0,655
2020,BAYERN,09773 DILLINGEN A.D.DONAU,64941.0,21140.0,33370.0,10276.0,155.0,2997.0,8313.0,741.0,20.0,4918.0,21607.0,676
2020,BAYERN,09774 GUENZBURG,84078.0,27662.0,43751.0,12480.0,185.0,3930.0,10314.0,904.0,28.0,8894.0,28330.0,669
2020,BAYERN,09775 NEU-ULM,109953.0,39290.0,53296.0,17064.0,303.0,5808.0,12588.0,1525.0,35.0,10552.0,37700.0,631
2020,BAYERN,09776 LINDAU (BODENSEE),52310.0,18898.0,24942.0,8263.0,207.0,2643.0,9971.0,1064.0,12.0,5544.0,18102.0,641
2020,BAYERN,09777 OSTALLGAEU,91455.0,33342.0,44515.0,13281.0,317.0,3587.0,16366.0,1914.0,27.0,7824.0,29708.0,652
2020,BAYERN,09778 UNTERALLGAEU,98460.0,34772.0,49314.0,14113.0,261.0,4443.0,12554.0,1286.0,32.0,7721.0,31788.0,684
2020,BAYERN,09779 DONAU-RIES,91431.0,29117.0,48014.0,14026.0,274.0,3631.0,11453.0,1083.0,23.0,8201.0,28470.0,685
2020,BAYERN,09780 OBERALLGAEU,100813.0,38299.0,48370.0,13779.0,365.0,3978.0,23677.0,2234.0,7.0,9340.0,34035.0,649
2020,BERLIN,11000 BERLIN,1221433.0,472840.0,562602.0,180833.0,5158.0,46996.0,117124.0,13082.0,1295.0,166461.0,411717.0,335
2020,BRANDENBURG,"12051 BRANDENBURG/HAVEL,STADT",34476.0,14002.0,16537.0,3879.0,58.0,694.0,2958.0,315.0,11.0,3261.0,12234.0,478
2020,BRANDENBURG,"12052 COTTBUS, STADT",48796.0,18672.0,24532.0,5528.0,64.0,836.0,4141.0,300.0,30.0,5347.0,17836.0,487
2020,BRANDENBURG,"12053 FRANKFURT/ODER,STADT",28145.0,11535.0,13587.0,2986.0,37.0,509.0,2556.0,164.0,16.0,2903.0,10099.0,486
2020,BRANDENBURG,"12054 POTSDAM,STADT",75729.0,30039.0,35964.0,9463.0,263.0,2342.0,7150.0,777.0,21.0,8320.0,27293.0,425
2020,BRANDENBURG,12060 BARNIM,105519.0,41820.0,50223.0,13255.0,221.0,2396.0,10576.0,1271.0,52.0,5895.0,40656.0,577
2020,BRANDENBURG,12061 DAHME-SPREEWALD,103589.0,39587.0,50425.0,13351.0,226.0,2573.0,10265.0,1000.0,44.0,8849.0,39598.0,613
2020,BRANDENBURG,12062 ELBE-ELSTER,63139.0,23287.0,32898.0,6853.0,101.0,994.0,5452.0,408.0,37.0,3981.0,23424.0,615
2020,BRANDENBURG,12063 HAVELLAND,93854.0,37238.0,44383.0,12038.0,195.0,2797.0,9235.0,1089.0,33.0,5838.0,35935.0,580
2020,BRANDENBURG,12064 MAERKISCH-ODERLAND,116844.0,45671.0,56643.0,14353.0,177.0,2457.0,11547.0,1205.0,42.0,7998.0,44916.0,601
2020,BRANDENBURG,12065 OBERHAVEL,122575.0,48390.0,58173.0,15746.0,266.0,3562.0,11653.0,1372.0,46.0,7260.0,47317.0,580
2020,BRANDENBURG,12066 OBERSPREEWALD-LAUSITZ,65700.0,24427.0,34425.0,6789.0,59.0,927.0,5655.0,393.0,34.0,5248.0,24440.0,595
2020,BRANDENBURG,12067 ODER-SPREE,106900.0,41769.0,51994.0,12987.0,150.0,2214.0,10902.0,1086.0,50.0,6968.0,41911.0,598
2020,BRANDENBURG,12068 OSTPRIGNITZ-RUPPIN,58237.0,22087.0,29371.0,6691.0,88.0,991.0,5672.0,647.0,34.0,5145.0,22096.0,588
2020,BRANDENBURG,12069 POTSDAM-MITTELMARK,128273.0,49139.0,61688.0,17071.0,375.0,4459.0,13473.0,1485.0,52.0,9006.0,49516.0,598
2020,BRANDENBURG,12070 PRIGNITZ,45563.0,16190.0,23838.0,5486.0,49.0,775.0,4800.0,478.0,25.0,4321.0,16647.0,596
2020,BRANDENBURG,12071 SPREE-NEISSE,70657.0,26399.0,35981.0,8167.0,110.0,1240.0,6831.0,464.0,44.0,4282.0,27086.0,617
2020,BRANDENBURG,12072 TELTOW-FLAEMING,102803.0,40499.0,49359.0,12738.0,207.0,2933.0,9716.0,963.0,58.0,9005.0,38926.0,611
2020,BRANDENBURG,12073 UCKERMARK,68395.0,26149.0,34741.0,7403.0,102.0,958.0,7089.0,474.0,42.0,4581.0,24561.0,572
2020,BREMEN,"04011 BREMEN, STADT",243724.0,89653.0,116070.0,37312.0,689.0,10231.0,22635.0,3420.0,90.0,34073.0,79512.0,428
2020,BREMEN,"04012 BREMERHAVEN,STADT",50823.0,20735.0,23027.0,6955.0,106.0,1776.0,3881.0,523.0,40.0,5752.0,16934.0,447
2020,HAMBURG,02000 HAMBURG,804196.0,288899.0,378836.0,132900.0,3561.0,44932.0,90805.0,13705.0,623.0,166764.0,248570.0,437
2020,HESSEN,"06411 DARMSTADT,STADT",73247.0,25275.0,36544.0,11019.0,409.0,3746.0,7650.0,768.0,43.0,12885.0,23799.0,460
2020,HESSEN,"06412 FRANKFURT AM MAIN,STADT",340295.0,101202.0,178917.0,58829.0,1347.0,16847.0,51048.0,1855.0,252.0,97615.0,92106.0,452
2020,HESSEN,"06413 OFFENBACH AM MAIN,STADT",56827.0,19200.0,28554.0,8879.0,194.0,2444.0,5717.0,330.0,33.0,9296.0,17614.0,441
2020,HESSEN,"06414 WIESBADEN,STADT",164002.0,65255.0,74086.0,23833.0,828.0,9019.0,18621.0,999.0,121.0,43132.0,48293.0,589
2020,HESSEN,06431 BERGSTRASSE,175086.0,63129.0,84145.0,27245.0,567.0,10594.0,22926.0,2033.0,74.0,15885.0,62801.0,649
2020,HESSEN,06432 DARMSTADT-DIEBURG,188499.0,68893.0,90965.0,28042.0,599.0,10563.0,20941.0,2191.0,47.0,15694.0,68817.0,634
2020,HESSEN,06433 GROSS-GERAU,159137.0,59093.0,76225.0,23147.0,672.0,7686.0,15022.0,1379.0,41.0,20789.0,52391.0,580
